"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40129",17,10,13,16,16,30,43,55,87,87,102,103,-1.29661591305317,2.18534380453616,-5.36042841105504,0.00011663182310297,0.0267603748242234,1.30884318222025
"2","GB40313",93,59,158,185,165,256,424,348,838,613,557,682,-1.01929661908612,5.14657732275269,-6.12603455256383,3.16950520238945e-05,0.0267603748242234,2.67775008968703
"3","GB40363",4,3,10,8,5,13,21,19,47,37,52,48,-1.41338740600289,0.992603536164403,-5.0609705389938,0.000198452262431018,0.0267603748242234,0.672702118008127
"4","GB40423",52,45,73,130,64,74,63,60,54,76,69,38,1.18284257744032,3.03451878945749,5.0873755830167,0.000189274355963382,0.0267603748242234,0.99055247747805
"5","GB40531",29,9,21,43,36,42,74,92,176,131,196,208,-1.36788147776594,2.96580335175149,-5.5319599431718,8.64923304396107e-05,0.0267603748242234,1.66449184417643
"6","GB40939",792,658,1464,1807,1258,1478,1356,1264,1161,1149,1131,1097,0.925956869642405,7.2395554687369,5.08193407107252,0.000191128896816743,0.0267603748242234,0.992961563705857
"7","GB41078",96,53,135,155,123,105,107,122,118,109,100,87,0.947124887153589,3.76935813741224,5.09985438212029,0.000185091824538427,0.0267603748242234,1.02529071619978
"8","GB41137",130,72,147,246,148,196,163,164,188,155,185,150,0.776428197612673,4.32742294330692,5.67161377573393,6.80096590018105e-05,0.0267603748242234,1.96510092568054
"9","GB41153",69,59,134,143,131,155,112,117,136,122,134,66,0.923715313303918,3.81930161615396,5.13755242973518,0.000173031335429193,0.0267603748242234,1.08806918169253
"10","GB41213",192,130,200,379,218,238,199,254,257,182,228,162,0.977945789438738,4.77075232283643,5.40366556227625,0.000108124363814186,0.0267603748242234,1.52301167884471
"11","GB41625",676,179,417,780,498,1292,1659,2432,3140,2692,3991,4998,-1.49711395478719,7.3435580090969,-4.96860040812785,0.000234373004403583,0.0267603748242234,0.80306065958921
