"","ID","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB55203",227,785,181,240,145,128,63,54,33,21,50,32,2.89037514298344,3.84096809757533,7.17256029985651,5.28540166595422e-06,0.0508085662148179,2.81052914206588
"2","GB49441",556,1755,392,557,456,312,139,259,211,438,326,98,1.64078706243668,5.70729336310534,5.81704902992685,4.80721516089389e-05,0.154039197805576,1.81463262409562
"3","GB55212",1848,4142,1331,2020,1072,557,34061,28072,14757,8224,17363,3758,-2.89172860699726,9.43125527514294,-5.83546708052658,4.65724864884727e-05,0.154039197805576,1.04758772439931
"4","GB50880",461,1521,413,354,294,340,288,267,339,263,315,113,1.16820666651271,5.6766404830558,5.51929823229915,8.076768470655e-05,0.169612806834779,1.43321512912434
"5","GB55211",133,1093,488,205,442,92,6231,6398,2689,908,3275,2090,-3.14566201274133,7.11487020034526,-5.46933598055987,8.82205382475704e-05,0.169612806834779,1.1265185429316
"6","GB42300",150,477,290,129,262,179,157,137,186,158,173,82,0.955307042072884,4.75213163627791,5.11422912047791,0.000166818774969728,0.230730266417729,0.854818248931059
"7","GB49854",730,7211,1220,652,693,412,11714,5609,12092,4985,9423,1668,-2.35436575244435,8.57414317121097,-5.01613490710067,0.000199505956173162,0.230730266417729,0.322984556905494
"8","GB51583",1608,3670,1995,641,524,710,161,183,315,464,193,464,2.47860744898292,6.40589825528918,4.97276296617568,0.000216017101608193,0.230730266417729,0.569319506821023
"9","GB55206",1302,5606,2461,827,1398,498,16868,18435,9018,7327,7360,3003,-2.30753743655333,9.07228727060621,-5.03314281080272,0.000193394056885913,0.230730266417729,0.250052925221686
"10","GB45463",30,84,59,38,77,47,39,29,27,35,37,12,1.16064008349227,2.53665105053821,4.77093324265471,0.000313721453542052,0.274164030263613,-0.210549227370292
"11","GB49442",53,167,39,22,65,43,20,30,30,45,26,10,1.41833620308089,2.44657915125752,4.7888393405716,0.000303443440883426,0.274164030263613,-0.23165320760921
"12","GB41284",744,1064,619,603,530,198,267,196,325,263,205,156,1.64267165678485,5.74548631225988,4.63447488994229,0.000404895004778158,0.292722370348911,0.135755821776983
"13","GB45248",677,3353,1474,774,824,1461,783,721,1045,702,631,441,1.01832732609,7.10279681019292,4.60705113267201,0.000426309495983018,0.292722370348911,-0.00295252743364927
"14","GB45696",146,923,319,73,137,325,76,71,109,76,76,117,1.83092969152902,4.39238465732956,4.68507017479129,0.000368254863194184,0.292722370348911,0.156470290385947
"15","GB42621",3821,18040,5365,685,1942,2776,1236,930,1790,1574,1284,350,1.89026109806853,8.13862807208121,4.4829026400836,0.000538915142449048,0.310997373137128,-0.303149053116729
"16","GB44095",7,14,6,13,11,10,28,29,43,51,25,17,-1.33300913905578,1.40776413662649,-4.45073348001534,0.000572821936584393,0.310997373137128,-1.04620265103348
"17","GB44871",791,1777,546,1651,517,254,129,173,342,415,229,220,2.04088986797767,5.96052595009039,4.44206305549611,0.000582331500724884,0.310997373137128,-0.176112547298469
"18","GB55213",329,652,348,833,324,350,8501,4235,2885,1028,2409,769,-2.15590634410386,7.26606823788439,-4.52543418867557,0.000497234762015678,0.310997373137128,-0.150600302709053
"19","GB41361",667,885,457,359,294,40,68,44,44,85,19,28,3.27234847632642,4.14487266171878,4.3045364519577,0.000756928038396332,0.340526248146999,-0.536802239994542
"20","GB42409",47,455,55,65,58,57,15,65,18,41,42,15,1.91568568730085,2.8325801541783,4.29042991470198,0.000777649798897187,0.340526248146999,-0.740974798826784
"21","GB45278",237,746,239,323,355,403,696,822,1239,1972,811,292,-0.929659111775203,6.34364718078128,-4.35102287419455,0.000692570008177202,0.340526248146999,-0.324551634783974
"22","GB55205",28963,36390,15774,27705,15377,5660,238180,249587,111997,123604,76945,36767,-2.31129176457755,12.7532600533963,-4.2893115675847,0.000779317326457296,0.340526248146999,-1.31684889020785
"23","GB44045",142,596,234,154,264,285,430,486,725,637,736,155,-0.635753495408037,5.67796430599732,-4.09922468409631,0.00112354985192919,0.377697923338024,-0.694830877946582
"24","GB48820",3034,5382,1696,1687,1982,725,680,634,794,1526,1035,567,1.56063463369247,7.58925797283286,4.15372098318523,0.00101133199217987,0.377697923338024,-0.719282639057695
"25","GB51729",193,715,200,459,238,561,1589,1276,1372,1588,786,317,-1.2578972795609,6.4708384610345,-4.09027617518484,0.00114316041760239,0.377697923338024,-0.739981052379965
"26","GB52191",537,1391,559,699,610,372,430,388,330,526,639,191,0.997842389374146,6.22154236163313,4.18557719612472,0.000951118484571887,0.377697923338024,-0.573002897205221
"27","GB53427",252,1039,292,293,183,396,220,273,313,363,259,118,0.765915804328311,5.43658678942666,4.07444793172326,0.00117870984085517,0.377697923338024,-0.727176614312221
"28","GB54097",3178,9936,2953,1639,1968,1102,843,609,987,989,696,1030,1.82559655452863,7.8002316908091,4.15270595230253,0.00101331355047134,0.377697923338024,-0.741445102438337
"29","GB55204",1405,3099,3039,2742,3482,472,15654,54032,14078,9000,7820,6320,-2.43883728066635,9.57814658934097,-4.10813480426176,0.00110436537639037,0.377697923338024,-1.01534022447228
"30","GB55209",3629,9054,2522,2488,2313,841,30536,23128,15015,16149,14270,2747,-2.00952245263918,9.83570086797522,-4.12168759298661,0.00107582539777462,0.377697923338024,-1.0252692956572
"31","GB43133",543,1150,606,364,517,648,494,548,686,690,531,209,0.5710444964704,6.34530204202514,3.98995760141604,0.00138852915319662,0.43057841127997,-0.88668786867099
"32","GB41285",85,161,146,55,90,91,73,77,95,78,86,36,0.750906538062672,3.65338886945339,3.82460864727395,0.00191639135349995,0.502142576260302,-1.21701011638694
"33","GB44976",247,697,630,198,498,338,311,320,383,294,222,125,0.881654550933907,5.58060251433959,3.73177887643117,0.00229822363665267,0.502142576260302,-1.28842955705683
"34","GB45052",912,3061,1085,1025,746,1375,805,1097,877,1022,870,541,0.756990988288934,7.24629240362755,3.79884477116297,0.00201540015287357,0.502142576260302,-1.23448182235211
"35","GB45540",214,671,261,254,288,418,228,367,385,299,332,145,0.508556361222445,5.4905766371162,3.69105959584331,0.00248927589475594,0.502142576260302,-1.35424804910578
"36","GB45796",1191,581,943,681,936,468,7122,1961,2774,2665,4713,2413,-1.78970851432262,7.87864165816846,-3.75586054209964,0.00219230327049927,0.502142576260302,-1.34286711335024
"37","GB46421",6,29,7,10,10,13,19,29,35,30,36,10,-0.833547449166892,1.33088111849578,-3.70539856088844,0.00242022687167122,0.502142576260302,-1.88188784922073
"38","GB46429",359,866,298,217,355,508,670,951,1017,854,1512,312,-0.738678101097462,6.38940943873757,-3.88269157901809,0.00171093531441718,0.502142576260302,-1.06196536512738
