"","ID","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40006",239,150,663,212,462,21,13,31,22,30,50,64,3.36988785087513,3.5380791767412,3.59066762271991,0.00303817739683943,0.461744968441903,-1.71131857489068
"2","GB40734",68,62,53,56,86,92,83,69,63,67,83,30,0.726213586230888,3.29870544065133,3.32996487524022,0.00507696390448204,0.461744968441903,-2.06059425935823
"3","GB40754",24,15,19,20,15,18,12,8,15,15,11,6,1.35406874320639,1.11246911534681,4.1995915010987,0.000928506703669922,0.461744968441903,-1.60102917201544
"4","GB40781",34,39,55,33,45,35,28,44,40,32,31,9,1.05458160982939,2.3280672269684,5.32537268962072,0.000114527288224733,0.461744968441903,0.0614890502852745
"5","GB41212",32,47,49,57,46,48,217,169,162,189,118,27,-0.91738493751724,3.50558447601894,-3.65138896675914,0.00269659434214365,0.461744968441903,-1.58774360592385
"6","GB41876",11,11,9,3,6,8,37,84,28,29,56,4,-1.45571997260168,1.19467083877794,-3.57689160359423,0.00312157758256432,0.461744968441903,-2.24163727013025
"7","GB42046",26,24,80,10,67,12,9,16,11,2,15,11,2.16289574204716,1.29270936172951,3.36941593499219,0.00469698559663091,0.461744968441903,-2.41182194676841
"8","GB42104",9,15,12,15,16,14,7,14,15,10,10,5,1.049278502161,0.814674317330199,4.13201608435519,0.00105755166138103,0.461744968441903,-1.77252799468695
"9","GB42138",21,31,80,13,55,17,127,261,104,123,134,24,-1.31811836341689,3.07419775744874,-3.58699274607858,0.00306020242974765,0.461744968441903,-1.76540113145212
"10","GB42306",101,156,150,93,142,137,141,199,147,143,135,54,0.592810891628461,4.25909128654214,4.9801003274031,0.000214016778701745,0.461744968441903,0.486609913348887
"11","GB42507",15,19,62,30,31,10,6,16,9,9,10,14,1.80551306310587,1.25892589868436,3.60918038472042,0.00292963547500648,0.461744968441903,-2.15635747508346
"12","GB42624",132,195,174,273,208,230,127,239,156,200,284,85,0.831394191772057,4.77267800224797,3.79322007382227,0.00204241912704445,0.461744968441903,-1.22345215346004
"13","GB42652",72,91,123,38,91,133,306,370,220,362,299,48,-0.851453669522841,4.37528621134575,-3.37655374695714,0.00463134851146811,0.461744968441903,-1.91684927032022
"14","GB42653",180,294,207,104,204,505,739,610,670,810,727,239,-0.841611913448924,5.7597447359237,-3.3602407970055,0.00478273032753264,0.461744968441903,-1.92233024124249
"15","GB43085",24,12,29,19,26,8,13,14,12,8,14,2,1.4561500966498,0.989708101702093,3.52046900285231,0.00348799949343681,0.461744968441903,-2.318036576027
"16","GB43298",9,23,5,10,8,29,55,100,47,30,89,11,-1.3499056453498,1.80735129483834,-3.34500776798455,0.00492856961535147,0.461744968441903,-2.34175008258101
"17","GB43316",15,14,40,14,15,10,10,15,8,10,20,3,1.28103501076439,0.954844080394101,3.52377248506579,0.00346539606308795,0.461744968441903,-2.32270377111091
"18","GB43904",77,87,101,53,133,91,279,271,278,256,243,72,-0.727286183744711,4.35537405337691,-3.94645289527244,0.00151491334714038,0.461744968441903,-1.03914087237835
"19","GB44029",52,70,72,59,59,53,47,78,61,81,55,30,0.720841610562692,3.12967389149744,3.85927682277139,0.00179523709135075,0.461744968441903,-1.34207168651556
"20","GB44117",33,73,29,13,41,59,159,346,117,160,181,17,-1.25496714735754,3.32281121918091,-3.32057845905793,0.00517181874311319,0.461744968441903,-2.09628678029295
"21","GB44318",155,350,248,290,207,316,261,373,330,313,272,117,0.536989627892694,5.2658385040427,3.60327207020255,0.00296384369880836,0.461744968441903,-1.52183210438667
"22","GB44349",79,141,137,99,88,116,127,190,149,144,104,41,0.486362627867851,4.05741482253787,3.43778320348557,0.00410482808544629,0.461744968441903,-1.82160588163833
"23","GB44804",245,275,384,313,322,325,353,463,407,329,324,145,0.545423170564336,5.54987142331344,3.63879960800905,0.00276406880852358,0.461744968441903,-1.46726991753905
"24","GB44808",169,299,239,114,258,360,730,1297,675,649,660,187,-0.833536985132495,5.79236164257774,-4.26521434985223,0.000818617993342887,0.461744968441903,-0.509444013798884
"25","GB45028",447,1978,955,664,660,931,2063,4790,2520,2425,2516,692,-0.787794305712398,7.65722312380115,-3.35443071716177,0.0048378377248851,0.461744968441903,-1.99565560760919
"26","GB45168",19,28,40,9,43,29,144,155,91,97,87,21,-1.19008685525408,2.7998553974943,-4.01227761954697,0.00133314638357997,0.461744968441903,-1.26547616648178
"27","GB45176",42,22,43,17,27,9,9,16,10,19,16,3,1.62681728693631,1.28624617435458,3.69853023399117,0.0024584123037253,0.461744968441903,-2.05335401270686
"28","GB45250",628,792,1554,850,1137,949,708,1278,727,653,727,500,0.906220245622333,6.96127137159363,3.66128656044502,0.00264471938861246,0.461744968441903,-1.49149581366574
"29","GB45269",4,3,11,4,7,6,20,31,28,32,34,7,-1.4336162433797,0.799500667217771,-4.73864291302373,0.000334434371860474,0.461744968441903,-1.29241574527523
"30","GB45300",16,46,22,5,17,26,65,165,75,86,81,17,-1.30613425160116,2.42146680563255,-3.94481024792589,0.00151975964551367,0.461744968441903,-1.46450289052268
"31","GB45342",96,147,146,126,154,133,150,185,177,191,160,60,0.460419032968939,4.37370059570722,3.40640133341221,0.00436670771713511,0.461744968441903,-1.85347728315143
"32","GB45463",30,39,59,38,77,47,29,84,27,35,37,12,1.07382246022396,2.53665105053821,4.00467123050995,0.001352959086285,0.461744968441903,-1.31600021358341
"33","GB45648",136,255,205,211,236,313,256,341,242,254,299,115,0.478087785655276,5.09966248918494,3.36708279019243,0.00471864227202809,0.461744968441903,-1.9036008469005
"34","GB45667",61,100,151,99,104,81,107,138,89,91,78,38,0.778930097486175,3.75522633431556,3.95801012042912,0.00148125879657432,0.461744968441903,-1.07123399465128
"35","GB45812",20,18,75,14,58,24,171,350,114,154,149,24,-1.63026884616303,3.17363211725524,-4.03893106208377,0.00126603003365776,0.461744968441903,-1.15316609561259
"36","GB45817",30,44,29,34,39,23,24,55,23,35,21,14,0.891019762841391,2.14701010918065,3.3533717903494,0.00484794982568781,0.461744968441903,-2.22916139485706
"37","GB46165",50,39,40,43,48,52,132,210,113,149,126,33,-0.786115321934472,3.41970899940334,-4.03186559110064,0.00128347801788459,0.461744968441903,-1.06341127953928
"38","GB46202",77,107,101,89,100,136,119,162,119,122,120,52,0.474325128101838,3.97812384186287,3.69141959416662,0.00249292556665216,0.461744968441903,-1.43863298765725
"39","GB46215",107,152,156,176,159,153,157,231,175,169,154,86,0.548191233470982,4.51374594218122,3.43996518765306,0.00408721791124866,0.461744968441903,-1.79481394492614
"40","GB46282",50,39,131,41,72,54,275,350,158,252,206,35,-1.0647721828265,3.92682107598425,-3.36332346855597,0.00475374795751615,0.461744968441903,-1.96838191901539
"41","GB46334",95,137,126,71,139,155,129,183,137,126,131,61,0.558766523700702,4.1619199210262,3.82735156058763,0.00191065504719744,0.461744968441903,-1.2105694899243
"42","GB46486",33,32,42,34,49,32,29,25,39,40,22,18,1.0302220356708,2.2723757031692,3.69255817727158,0.00248736632119511,0.461744968441903,-1.77744416619477
"43","GB46617",73,129,109,96,100,140,124,146,159,135,146,46,0.440998360702038,4.06398707100816,3.37339977896372,0.00466023713355206,0.461744968441903,-1.9215462214829
"44","GB46680",16,27,15,3,4,51,60,89,65,165,116,18,-1.81069802603181,2.20288046094053,-3.56441476011323,0.00319910732106885,0.461744968441903,-2.00758366087969
"45","GB46725",7,21,12,11,13,29,57,145,42,72,78,9,-1.341290365865,2.03422697784789,-3.82500767583186,0.00191942067266003,0.461744968441903,-1.72169639764685
"46","GB46956",5,16,4,0,2,3,35,80,30,41,20,6,-2.50588401512316,0.563156020819819,-4.42896396109581,0.000598963289173393,0.461744968441903,-1.53456782873832
"47","GB47139",11,18,15,4,16,12,70,127,26,63,79,8,-1.461844365817,1.82555405616188,-3.39339980851484,0.00448006483010849,0.461744968441903,-2.28302353147354
"48","GB47320",50,95,96,40,99,102,193,227,179,217,243,73,-0.607401825980615,4.11671104148868,-3.41213833889285,0.00431760876682749,0.461744968441903,-1.87203202876696
"49","GB47380",49,70,141,78,83,38,33,55,50,58,52,22,1.30692209970935,3.04702197288969,4.15435795164239,0.0010129681040555,0.461744968441903,-0.972893706213428
"50","GB47382",302,561,913,701,565,244,269,619,512,438,279,176,1.1091866457563,5.96401213648029,3.52704096701172,0.00344317750809454,0.461744968441903,-1.65585139875447
"51","GB47407",123,112,304,114,157,38,52,122,73,50,39,29,1.68072632193041,3.60193685615412,3.56502562600005,0.00319526657417825,0.461744968441903,-1.68482321288878
