"","ID","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40014",87,118,201,184,255,128,156,292,172,68,44,88,0.434237251144816,4.29911772555798,2.40488660335828,0.0309380302660024,0.994202013285269,-4.27043288290387
"2","GB40560",21,50,66,54,76,31,32,76,54,11,19,27,0.622519321299795,2.49094005308609,2.59603875623819,0.0214430446721979,0.994202013285269,-4.38541711979017
"3","GB40599",30,31,49,42,56,30,38,58,25,9,21,23,0.649520470161743,2.23720373695815,2.51214507994976,0.0252025082129245,0.994202013285269,-4.41452829404539
"4","GB40695",611,309,3406,574,774,321,3729,1408,2475,1351,2040,1248,-1.53032462198077,7.39547430946511,-3.07814737590448,0.00836369284377429,0.994202013285269,-4.1658536661395
"5","GB41015",20,38,38,5,17,8,79,84,58,18,11,78,-1.3688064680994,2.02412264572788,-3.15981954437186,0.00712177275658102,0.994202013285269,-4.35894294803364
"6","GB41356",15,13,30,20,8,20,15,18,5,0,4,3,1.74746525033064,0.429429601909941,2.83143989447385,0.0135699343772193,0.994202013285269,-4.47062799836095
"7","GB41590",41,43,88,64,56,44,50,92,45,9,11,18,0.889100048505674,2.53178871240386,3.01320695727596,0.00950268936719194,0.994202013285269,-4.32689296438971
"8","GB41624",25,44,58,35,59,19,91,117,105,72,20,150,-1.02569665820435,3.0286077786093,-3.61537069819762,0.00290594486342261,0.994202013285269,-4.18892339171828
"9","GB42469",9,80,37,46,111,29,140,339,210,27,47,52,-1.21603860616486,3.20546684947205,-2.67182013519429,0.0185176015581751,0.994202013285269,-4.31954830236341
"10","GB42475",130,603,374,173,756,236,857,632,1009,623,223,948,-1.02867907757652,6.06818740237353,-3.11498411181339,0.00777893134456685,0.994202013285269,-4.06627912621142
"11","GB42597",4,43,43,9,54,10,104,108,91,31,35,71,-1.62143269479015,2.40384632007483,-4.37329392180836,0.000670028981797529,0.994202013285269,-4.20664113739681
"12","GB42598",13,18,9,6,26,9,47,93,73,15,21,54,-1.7867669502008,1.78866915620594,-5.2543922493072,0.000131248995102161,0.994202013285269,-4.22715979570376
