"","ID","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40019",171,269,202,443,326,303,239,164,57,71,113,150,0.620780170264617,4.74908564035098,3.14992224867766,0.0072145049066619,0.905663637861037,-4.05347862405014
"2","GB40136",1768,9561,9507,10304,23412,16820,10108,5434,1064,1375,871,602,1.74034264958738,9.2846322624964,2.77732522731021,0.0150106951048112,0.905663637861037,-4.33474534676308
"3","GB40166",51,277,165,574,197,166,158,96,33,41,58,70,0.943213404464492,4.06725241278089,2.8056578602398,0.0142015703357894,0.905663637861037,-4.20991565889781
"4","GB40803",5,9,19,14,16,8,27,9,12,8,18,12,-0.827753644192254,0.892243427020249,-2.77938455811131,0.0149503964674374,0.905663637861037,-4.45981020114935
"5","GB40837",49,87,134,331,195,95,62,29,29,15,24,61,1.37689997234156,3.25552048560982,4.71811998781488,0.00034427149461829,0.905663637861037,-4.03560321118758
"6","GB41240",272,558,628,1856,633,705,470,102,78,95,169,791,1.17991914131813,5.72607842523019,2.75627074542965,0.0156409744597706,0.905663637861037,-4.15669167056948
"7","GB41440",12,20,36,27,21,31,38,32,34,13,23,29,-0.759273626732727,1.92302844690587,-3.13131582968838,0.00748439612492391,0.905663637861037,-4.36488434044
"8","GB41540",4,11,33,5,5,52,41,68,17,8,56,80,-2.22512855685347,1.61200034334141,-3.52980515165864,0.00340792304340483,0.905663637861037,-4.35974801318814
"9","GB41776",111,1330,1304,1135,916,369,406,369,79,105,126,89,1.46044430664196,5.57118392795756,2.89639439729947,0.011887378536338,0.905663637861037,-4.12829004529062
"10","GB41876",11,11,37,84,28,56,29,9,3,4,6,8,1.36937680055786,1.19467083877794,3.21206014266171,0.00638145804520695,0.905663637861037,-4.41495374488914
"11","GB41954",15,8,15,5,18,16,19,15,16,24,30,24,-1.36469622435473,1.27197418701802,-2.91345245105295,0.0114957103656104,0.905663637861037,-4.43092892036865
"12","GB42303",15,33,61,107,46,112,49,6,5,8,10,33,1.39859464600656,1.95911968946748,3.21718711873828,0.00631716569382341,0.905663637861037,-4.36435242488806
"13","GB42311",76,349,124,436,270,174,292,46,9,31,27,16,1.86772927641996,3.6546469311145,3.34585459054065,0.00489943073495604,0.905663637861037,-4.18996770847689
"14","GB42460",1,4,46,31,37,14,201,34,5,19,88,53,-2.09110532783098,1.7654665654876,-2.76541944958618,0.0153639897786319,0.905663637861037,-4.42009095181471
"15","GB42540",487,1682,1511,1217,1118,3249,1408,1902,2851,1205,1244,2842,-1.02150033246643,7.84847659042511,-2.76357948857306,0.0154193086979153,0.905663637861037,-4.25676523879358
"16","GB42579",299,580,1201,1888,980,934,1128,318,101,142,350,395,0.931098637551807,6.23277832829142,2.77780989806415,0.014996482262352,0.905663637861037,-4.16108559913709
"17","GB42698",228,303,337,479,433,373,403,359,257,200,340,404,-0.421312300497076,5.63955492759436,-2.94434462629765,0.0108184697496326,0.905663637861037,-4.07159052178533
"18","GB42891",10,79,158,160,70,123,38,11,25,6,18,40,1.48594623972426,2.52090086740441,3.19029601915169,0.00666172381459128,0.905663637861037,-4.31772456510275
