"","ID","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40483",76,127,197,75,197,132,136,107,133,65,47,63,0.503797959844372,3.949618956455,3.36067250178324,0.00478124459744517,0.958592948196725,-4.07949988523527
"2","GB40967",1610,1823,6447,562,2077,2222,1153,1425,703,497,468,594,1.28415296461738,7.47320662639455,4.16849600732542,0.000986636492496027,0.958592948196725,-3.9674131332533
"3","GB40996",37,45,74,8,24,9,113,71,130,56,15,76,-1.4527973801302,2.58853141585552,-3.46064367982831,0.00392633404029073,0.958592948196725,-4.26352877647117
"4","GB41202",38,98,113,59,118,77,55,90,79,31,24,51,0.576443310445621,3.23092610605043,2.90377392228721,0.0117556855079265,0.958592948196725,-4.26446648986163
"5","GB41259",77,141,235,94,212,137,127,159,144,82,46,94,0.40674547032299,4.14683636235358,3.32285189112869,0.00515139006794006,0.958592948196725,-4.05866620343747
"6","GB41283",1200,903,1326,703,1514,1292,900,918,1055,430,479,446,0.740304791426792,7.00423321021878,2.97999026355133,0.010121990532735,0.958592948196725,-4.15511184241637
"7","GB41517",32,26,52,12,36,62,75,88,89,39,27,42,-0.833080442269892,2.67156352393774,-3.16514895266581,0.00703015587578828,0.958592948196725,-4.28649097622154
"8","GB41708",1712,223,2268,261,168,320,191,181,250,29,73,53,2.20020377329554,5.03607301668322,3.18554909126487,0.00675306300820466,0.958592948196725,-4.08065651338389
"9","GB41860",30,35,79,26,49,60,109,98,111,52,26,72,-0.784968838629773,3.0499772974715,-4.04940722464556,0.00124164483546228,0.958592948196725,-4.11368528197479
"10","GB42177",35,70,72,27,70,41,112,128,167,51,43,34,-0.729727019952704,3.19341296407679,-2.84726843887255,0.0131318550648749,0.958592948196725,-4.27787285378117
"11","GB42365",81,101,212,53,170,117,194,215,204,104,75,128,-0.401664506835228,4.23915973551792,-2.73651962691434,0.0163023995907287,0.958592948196725,-4.18731814465045
"12","GB42460",1,4,31,5,14,53,46,37,201,34,19,88,-2.35114288129473,1.7654665654876,-3.51872526523949,0.00350210660905786,0.958592948196725,-4.35347048406022
"13","GB42549",22,38,114,67,40,61,28,50,24,26,10,15,1.04571845743554,2.35397292194361,3.25689317810067,0.00586691113312139,0.958592948196725,-4.31138309822406
"14","GB42685",522,869,1337,571,1903,1109,786,857,1024,283,342,441,0.719586968978972,6.76460299462639,3.22076713164182,0.00630007981573701,0.958592948196725,-4.08259830683263
"15","GB42725",218,320,570,230,563,409,310,428,448,155,140,176,0.496896016899941,5.47800499747434,3.00408421177405,0.00965376622446033,0.958592948196725,-4.06224039392941
"16","GB42855",42,55,91,21,81,39,74,125,99,68,37,55,-0.558096925580217,3.15477413640098,-2.88897882430199,0.0121016711197772,0.958592948196725,-4.27423037592715
"17","GB43285",265,306,487,106,205,175,275,564,331,1730,513,472,-1.34045598186956,5.70749789187994,-2.72983683550225,0.016515975541851,0.958592948196725,-4.15418114508608
"18","GB43509",24,15,107,7,161,172,643,158,1347,226,538,574,-3.30643421255329,4.43306469112188,-4.6390292234918,0.000403351150869217,0.958592948196725,-3.96086533652277
"19","GB43729",13,17,39,13,30,8,38,38,44,29,9,23,-0.688074374362394,1.73049257327233,-2.72383704863068,0.0167100448098353,0.958592948196725,-4.41859144688044
"20","GB43864",14,26,42,15,22,10,38,54,38,36,12,29,-0.762176530071928,1.9135122019728,-3.07790496521752,0.00834856930122287,0.958592948196725,-4.36819160431857
"21","GB43938",265,703,958,341,877,644,589,623,491,378,193,229,0.528251101799101,6.12353165586775,3.15659039020094,0.00714975105689378,0.958592948196725,-4.0491896224503
"22","GB44086",32,74,102,53,89,44,105,105,124,95,33,84,-0.53016013551421,3.43158636633771,-2.95230947735776,0.0106876516407675,0.958592948196725,-4.22974673519801
"23","GB44302",30,45,56,17,64,36,68,89,75,44,30,37,-0.536726969458189,2.76291615284721,-2.75706622070247,0.0156624833102417,0.958592948196725,-4.33569235038685
"24","GB44316",40,22,94,13,24,21,72,48,139,58,18,75,-1.06360100642359,2.62686497476261,-2.77573797916934,0.0151022681697572,0.958592948196725,-4.34821163675364
"25","GB44614",113,232,322,248,233,216,174,242,229,78,96,75,0.662410430248341,4.67087981466207,2.76943455700254,0.0152891676375147,0.958592948196725,-4.14913266047173
"26","GB44701",17,22,33,9,30,21,34,57,50,20,12,38,-0.68029277944179,1.9402484699308,-2.80210189743797,0.014344480499012,0.958592948196725,-4.39630598789577
"27","GB44763",24,22,51,19,35,17,56,39,65,41,19,39,-0.677966539708396,2.29912557813521,-2.95072689824168,0.0107209181966566,0.958592948196725,-4.3508802835524
"28","GB44886",212,343,612,167,531,217,592,596,725,391,203,360,-0.570849301410811,5.7867302101548,-3.77887660063668,0.0021020179995051,0.958592948196725,-3.87672395172907
"29","GB45040",515,1053,1643,454,1347,731,638,1417,1006,370,129,339,0.776783776425667,6.60857484400796,2.92055268395125,0.01137508083135,0.958592948196725,-4.1422920022373
"30","GB45451",29,74,107,14,134,78,128,164,134,70,57,89,-0.761345937484192,3.50769686635408,-2.76904175519954,0.01530088889962,0.958592948196725,-4.26011633368933
"31","GB45609",1092,564,1068,570,884,1108,487,1366,599,253,213,271,1.01542331876038,6.48725880640303,3.09279029464157,0.00810740405172211,0.958592948196725,-4.09372050713564
"32","GB45806",43,177,288,70,202,102,112,138,116,59,30,54,0.663565204560653,3.8386425583581,3.04513773030443,0.00890480764126886,0.958592948196725,-4.16367217612451
"33","GB45868",114,210,346,72,249,131,274,288,285,242,134,194,-0.502101870057643,4.85942402247853,-2.86135689209073,0.0127746092999534,0.958592948196725,-4.11243923124801
"34","GB45955",952,1970,3251,1748,2828,2442,1977,1942,1611,1131,595,836,0.690071944860375,7.89221942043389,4.01327167633084,0.00133167250456415,0.958592948196725,-4.02940637999881
"35","GB46096",8,18,51,15,20,16,10,16,15,17,5,5,0.805785441018696,1.07408493994467,2.72845956864801,0.01656032948368,0.958592948196725,-4.45318781046388
