"","ID","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40013",246,106,248,118,76,215,73,91,90,38,97,52,1.24451792999259,3.95407642461057,3.54860439600214,0.00329829125130103,0.999346548398134,-4.06101766561893
"2","GB40227",1,12,10,7,7,0,41,47,56,6,20,1,-2.11062279157627,0.329445961185965,-2.76906332358161,0.0152905756995273,0.999346548398134,-4.47933867629812
"3","GB40448",477,1260,1587,699,573,1004,1298,1590,1320,1179,1824,575,-0.464184851594305,7.25657139806251,-2.41411561564184,0.0303491932440437,0.999346548398134,-4.30037804815399
"4","GB40536",2,6,18,10,5,9,27,37,13,14,12,13,-1.06707401783141,0.788641194244445,-2.54457701787286,0.0236345514002422,0.999346548398134,-4.48564515748425
"5","GB40716",111,247,540,235,112,171,406,580,415,322,368,112,-0.617187932680497,5.27296637084373,-2.52971004426781,0.0243208346887097,0.999346548398134,-4.20397427700009
"6","GB41034",112,231,295,142,145,170,310,421,350,137,277,102,-0.359318073823958,4.92413433851117,-2.60918547101437,0.0208629579399508,0.999346548398134,-4.18646855382452
"7","GB41387",23,49,67,26,31,36,58,110,66,27,90,19,-0.455755863274906,2.71219579532199,-2.41819366796614,0.0301141129302667,0.999346548398134,-4.39899847109301
"8","GB41517",32,75,88,39,42,62,26,52,89,12,36,27,0.774147274284695,2.67156352393774,2.80657949438357,0.0142102203073696,0.999346548398134,-4.34470592970626
"9","GB41670",60,218,534,109,222,229,1100,1718,394,350,497,75,-1.16950378629973,5.45021591021458,-2.56873121996232,0.022559150861991,0.999346548398134,-4.2022729036541
"10","GB41812",18,29,29,22,19,46,19,28,15,13,12,7,0.942399287410551,1.56497353548164,3.25421114072571,0.00589238872280444,0.999346548398134,-4.38555253291071
"11","GB41860",30,109,98,52,72,60,35,79,111,26,49,26,0.589955168640504,3.0499772974715,2.48731139709081,0.0263848789487089,0.999346548398134,-4.3610206994953
"12","GB41863",165,435,356,239,201,524,185,371,448,115,253,89,0.592440791952177,5.21013017755168,2.72956806986707,0.0165145656489698,0.999346548398134,-4.14621342450573
"13","GB41889",416,1215,2080,1092,925,646,2388,2963,2545,980,1603,483,-0.616371573610643,7.49475867805731,-2.43003775960038,0.0294411685069902,0.999346548398134,-4.30755579310916
"14","GB42157",15,25,25,17,21,21,9,10,26,13,17,8,0.83088719327033,1.31092202299916,2.55360233416781,0.0232270655336281,0.999346548398134,-4.46298257570811
"15","GB42278",34,61,39,33,45,32,25,35,56,19,24,16,0.674866477948942,2.30402791369777,2.42826171963408,0.0295411545302986,0.999346548398134,-4.42411623706505
"16","GB42412",29,37,47,44,53,60,29,28,47,17,36,13,0.835424419059021,2.35726422973694,2.94180140238813,0.0109023870598023,0.999346548398134,-4.35491610880526
"17","GB42427",54,220,2926,256,670,298,5494,6798,2551,3661,858,141,-2.28445563120409,6.91601135092705,-2.66686302847011,0.0186563709738785,0.999346548398134,-4.2326364235814
"18","GB42592",34,31,37,18,44,19,24,16,44,10,4,8,1.21245301833911,1.59834672919246,2.3964758303482,0.0313863456104507,0.999346548398134,-4.46623308790767
"19","GB42738",60,218,260,136,92,178,248,585,258,121,367,91,-0.591964739439782,4.75471481605646,-3.0067585185109,0.00959562178505403,0.999346548398134,-4.09274876900616
"20","GB42752",148,264,263,187,180,156,147,217,214,151,205,83,0.39469669806185,4.73118985666959,2.37684506015518,0.0325802254962474,0.999346548398134,-4.25598765897911
"21","GB42918",399,992,1144,539,564,819,1167,1416,1179,756,1296,432,-0.401965577391307,6.94035269215414,-2.66354299850149,0.0187769999010382,0.999346548398134,-4.22523780647781
"22","GB42919",361,1579,2546,791,971,699,2869,1826,3341,2194,1476,733,-0.923006075098324,7.6437109371329,-2.69192484053944,0.0177697553684116,0.999346548398134,-4.25780528954354
"23","GB42920",86,149,218,126,141,123,99,202,151,29,162,58,0.528877666044104,4.10461873360521,2.47066239568915,0.0272404960379689,0.999346548398134,-4.27073088154111
"24","GB43261",113,102,93,133,68,75,66,145,78,23,88,27,0.65931238693769,3.49156620395084,2.38447609159055,0.0321110857369153,0.999346548398134,-4.34382198762
"25","GB43563",32,81,41,32,36,38,26,41,48,11,23,18,0.817923923077497,2.27716643473643,2.97219706647269,0.0102703807543839,0.999346548398134,-4.35791050631928
"26","GB43942",193,429,486,206,198,352,428,549,481,303,616,196,-0.391126590638265,5.67102441982511,-2.44436226417792,0.0286464738454452,0.999346548398134,-4.22838971363571
"27","GB44005",183,239,374,215,210,360,153,328,275,157,280,86,0.495409978974785,5.05327233862479,2.91375763779851,0.011519415031922,0.999346548398134,-4.09664422037065
"28","GB44012",19,39,34,21,25,67,17,22,39,5,25,12,0.953271111731296,1.80702076112864,2.74995972997576,0.0158711342138294,0.999346548398134,-4.41800784243077
"29","GB44075",3,15,20,5,8,8,19,32,33,7,23,6,-0.862703708766649,0.866637077511898,-2.87873381916973,0.0123384644842636,0.999346548398134,-4.45723955152116
"30","GB44116",112,347,604,119,152,319,762,350,1629,401,503,176,-1.05542969094197,5.65538046420863,-2.74264049182465,0.0160992191971178,0.999346548398134,-4.1516979575779
"31","GB44149",23,50,35,48,29,42,27,47,24,13,29,20,0.674379521233196,2.19382566732513,2.61553465761892,0.0206081943744198,0.999346548398134,-4.40735134651096
"32","GB44575",192,344,344,280,223,189,190,461,319,107,268,93,0.397647963527159,5.09710456155576,2.53530604207931,0.024060293108609,0.999346548398134,-4.20098224845238
"33","GB44576",1087,4123,5301,1907,2227,3640,4668,4334,4060,5190,6667,2790,-0.72874778751968,9.01469775657499,-2.43102665634199,0.029385636563665,0.999346548398134,-4.36710910153173
"34","GB45032",11,15,21,13,16,23,13,19,13,9,10,4,0.705284850213456,0.997803888280492,2.64817808485001,0.0193451915598836,0.999346548398134,-4.46782423768621
"35","GB45147",313,1510,2154,871,539,1253,1951,3216,1374,1224,2795,614,-0.755190467525894,7.51231079784325,-2.68726802532518,0.0179313423412394,0.999346548398134,-4.25164807779877
"36","GB45299",14,14,13,24,11,12,8,13,9,9,11,3,0.834377435354589,0.752708811245639,2.53350169619455,0.0241440060654704,0.999346548398134,-4.48570025581146
"37","GB45340",107,567,417,186,159,153,180,190,192,122,183,78,0.69644413649913,4.77036324111551,2.78891569911074,0.0147092499403044,0.999346548398134,-4.1427046196188
"38","GB45633",2,8,29,9,5,6,23,31,18,18,22,4,-1.00009900622098,0.785232703674623,-2.61000781353455,0.0208297901831194,0.999346548398134,-4.48065746980171
"39","GB45665",50,103,127,41,41,94,146,149,139,69,181,48,-0.550039526151441,3.71119488846228,-2.50101260932091,0.0257001436616448,0.999346548398134,-4.3032643277609
"40","GB45724",326,894,839,332,351,658,573,1320,1003,622,1100,367,-0.481554920323967,6.54884312271131,-2.63130495191128,0.0199883643157157,0.999346548398134,-4.21175002460952
"41","GB45735",104,321,364,153,163,286,379,612,442,299,626,129,-0.70140337676512,5.3820245834667,-3.8911480394358,0.00168590634640321,0.999346548398134,-3.85429707809298
"42","GB45763",127,181,296,66,50,155,44,72,82,32,105,54,1.22421396807607,3.69569618530754,3.53734177307933,0.00337220283118082,0.999346548398134,-4.10016738223661
"43","GB45906",3889,1017,4967,1515,1283,3278,342,1106,2080,1352,865,328,1.55464004214222,7.66234776325102,3.04568293147656,0.00888806752291823,0.999346548398134,-4.18611211988765
"44","GB46175",16,81,214,77,53,30,200,229,295,155,175,28,-1.21976231992411,3.78854182826167,-3.00650304017631,0.00960044515777051,0.999346548398134,-4.20579663235031
"45","GB46409",9,22,38,19,16,15,38,63,44,16,65,12,-0.785819291212147,1.90448698102886,-3.36485917854521,0.00473702734394205,0.999346548398134,-4.34902166440019
"46","GB46678",56,100,89,30,41,107,134,145,197,77,275,34,-0.84030869272185,3.70766883105642,-2.75394934958949,0.0157481389315551,0.999346548398134,-4.25381528064907
"47","GB46740",15,45,82,31,32,24,74,128,75,40,62,18,-0.645145250966392,2.71094685098319,-2.65283395036537,0.0191712801030871,0.999346548398134,-4.36505376979846
"48","GB47004",12,42,39,28,21,22,20,36,0,3,6,10,2.11352198130193,0.972160864160676,2.80857158651444,0.0141549911142379,0.999346548398134,-4.45700989968646
"49","GB47595",83,167,190,87,81,173,70,94,186,21,123,48,0.817228946649064,3.82615635945581,2.85701422516651,0.0128748635536651,0.999346548398134,-4.21140845350604
"50","GB47722",30,51,68,56,77,25,41,41,24,28,25,19,0.90493664253163,2.47915924527847,2.65485490486943,0.0190962638584305,0.999346548398134,-4.38232719349454
"51","GB47803",522,1435,2847,907,921,1078,3067,2094,3042,2312,1724,797,-0.792582184805855,7.80031131166947,-2.73152220404521,0.0164518200025848,0.999346548398134,-4.25738063612157
"52","GB47849",156,728,1130,191,277,505,1053,1049,1383,709,1415,194,-0.980059451835521,6.39858469555438,-2.84004740299584,0.0133097499319443,0.999346548398134,-4.15214673707829
