"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB54804",877,640,785,1316,753,847,377,569,486,558,538,649,0.895222885265555,6.45681810097652,5.60255995208685,7.28187332074451e-05,0.711803117102776,-3.5090823548462
"2","GB40083",1261,303,359,1385,322,314,299,499,253,230,273,487,0.867269780219318,5.75732442531932,2.45401033138797,0.0282850670823019,0.94876509325295,-4.17523713088687
"3","GB40091",41,36,23,55,153,65,57,130,111,112,110,101,-0.718338494994197,3.25717784953636,-2.413577479699,0.030547911618264,0.94876509325295,-4.33267617547598
"4","GB40094",117,90,93,223,87,113,64,115,69,39,53,129,0.829779114690097,3.58204611080965,3.29685695667422,0.00548442384461282,0.94876509325295,-4.10826610917568
"5","GB40136",6133,1014,1593,2758,5110,3097,6852,5690,5943,8835,6185,8917,-1.16359928560821,9.17235954214024,-3.2224632784679,0.00634698197280522,0.94876509325295,-4.20649926499848
"6","GB40310",100,78,76,238,299,179,145,516,254,231,204,406,-0.689809455018071,4.67812905629603,-2.50621379108132,0.0256000727377122,0.94876509325295,-4.1789415744837
"7","GB40356",27,52,28,66,45,41,75,91,107,63,50,78,-0.663050738945381,2.88715484350519,-2.97625708662368,0.0102866643617641,0.94876509325295,-4.26182853340459
"8","GB41242",593,555,751,980,655,678,574,784,540,517,441,697,0.453084920244784,6.38562642074387,3.02090442393787,0.00942544273058541,0.94876509325295,-4.03803176275123
"9","GB41998",10,5,4,12,26,16,19,20,27,20,23,25,-0.848628968093905,1.03184641382273,-2.69098624842381,0.0179336672884708,0.94876509325295,-4.43191716919547
"10","GB42229",3,4,4,14,11,6,11,24,10,12,16,15,-0.945481076949343,0.361471288398727,-3.20083980845519,0.00662223970916692,0.94876509325295,-4.41634443917325
"11","GB42799",13,7,9,20,12,8,8,3,15,7,5,5,0.961234457158563,0.217398048123536,2.50311319555622,0.0257524632215772,0.94876509325295,-4.47890005330174
"12","GB42801",25,11,15,36,14,37,156,102,13,84,56,95,-1.4920848799942,2.32375946269161,-2.76143022929219,0.0156427173726415,0.94876509325295,-4.35074942014673
"13","GB42823",53,40,81,91,47,71,43,50,37,18,29,76,0.825294903503532,2.69086348981132,2.78140745877144,0.0150467932175648,0.94876509325295,-4.31274624616289
"14","GB43087",93,161,146,165,99,152,346,253,698,167,180,419,-1.0309339850103,4.72829335417274,-2.92048814882382,0.011472303294424,0.94876509325295,-4.05921613027742
"15","GB43282",164,176,147,278,291,204,320,345,537,246,216,386,-0.487867742848259,5.08959574877475,-2.53304366327793,0.0243171460553209,0.94876509325295,-4.14475489202702
"16","GB43455",680,476,684,918,580,542,503,622,471,450,373,909,0.459158456533698,6.25808829315983,2.48064440772155,0.0268831049043777,0.94876509325295,-4.18883359462519
"17","GB43505",156,156,127,205,119,123,127,148,112,115,94,133,0.448355291671542,4.12826607701819,2.65760206960785,0.0191304403718356,0.94876509325295,-4.17670624051789
"18","GB43672",12,17,11,21,9,16,31,27,99,29,22,77,-1.31852854049463,1.66638369857172,-3.13022862934247,0.00760672915540875,0.94876509325295,-4.35040133753043
"19","GB43718",858,1683,1080,2867,829,1418,2853,3248,5558,1778,1220,5679,-0.942861400966949,8.01945573950372,-2.49214897264121,0.0262983625173164,0.94876509325295,-4.28706459983623
"20","GB43882",330,215,132,352,309,215,150,196,252,192,169,218,0.548294384650286,4.84913671037994,3.09858996467511,0.00809387823402801,0.94876509325295,-3.96994530725459
"21","GB44002",152,196,128,203,177,184,70,148,61,143,149,267,0.637246525270841,4.26906944778069,2.36028533590912,0.0337953279541574,0.94876509325295,-4.24781553056278
"22","GB44017",3,6,6,12,13,11,12,24,16,12,17,21,-0.859870452781266,0.630694678754246,-3.00135688493519,0.00979335330406374,0.94876509325295,-4.42161532582813
