"","ID","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40274",38,44,87,76,16,62,109,122,69,63,125,67,-0.659361428674797,2.83406591962125,-3.54278966286052,0.00355902922373448,0.901230176652334,-4.07112528936715
"2","GB40769",1176,3351,4022,4040,1096,3556,3608,7681,6131,2638,8880,5014,-0.870059429145885,8.6266904844009,-2.86207460796902,0.0132417845019176,0.901230176652334,-4.12824426151191
"3","GB41065",974,790,1206,971,224,1027,2438,4418,1173,562,3310,1413,-1.0089797400953,7.00522672868028,-2.96264646244263,0.010908844583849,0.901230176652334,-3.97611225188609
"4","GB41211",331,308,497,378,179,297,457,561,334,400,655,459,-0.363592134170942,5.3960023027481,-3.34966818641678,0.00516464495217095,0.901230176652334,-3.7235158043286
"5","GB41296",11,75,120,43,33,111,17,16,16,14,74,9,1.61921737618694,1.76733505822343,2.86793987902289,0.0130931367242891,0.901230176652334,-4.33018806403806
"6","GB41776",53,217,512,348,111,406,404,336,1330,1304,1135,916,-1.71465523933132,5.48928771063897,-3.18980801825397,0.00703392614709774,0.901230176652334,-3.8333682333698
"7","GB41873",126,140,201,153,52,135,256,266,137,161,302,179,-0.523438698481518,4.14489544928648,-4.53012060432842,0.000552676807114116,0.901230176652334,-3.53008068868572
"8","GB41879",13,32,26,32,7,36,11,13,2,22,21,11,1.12136724779767,0.778866657801325,2.90265892030383,0.0122463329924299,0.901230176652334,-4.39702994248485
"9","GB41886",679,467,744,543,209,364,932,1092,468,757,1246,532,-0.556328777902439,6.04498095595667,-2.87383621119608,0.0129453596754966,0.901230176652334,-3.92980011486516
"10","GB42732",979,1390,1787,1295,551,1318,1940,1999,1293,1771,2117,1787,-0.44931371833577,7.29496861826016,-4.41881694643541,0.000678539088675258,0.901230176652334,-3.60286691324283
"11","GB42867",63,73,161,76,35,74,44,45,29,59,102,32,0.828911946681369,2.69108095512316,3.4000378479807,0.00468609839986124,0.901230176652334,-4.12070478229146
"12","GB42943",7,13,41,11,6,10,23,56,21,21,29,26,-0.97195057875498,1.01425677080542,-3.18901773436456,0.00704467978149792,0.901230176652334,-4.34929001693153
"13","GB43070",11,20,17,18,13,31,13,12,8,7,19,8,0.842513983881155,0.616505312830766,2.86624452435854,0.0131359335299896,0.901230176652334,-4.40959300036394
"14","GB43218",614,731,885,674,327,757,625,676,397,649,657,555,0.325793166656955,6.05948687537286,3.03464420397609,0.00949340525891306,0.901230176652334,-3.86292570732449
"15","GB43824",126,132,231,174,91,185,128,150,74,120,148,114,0.503720880595356,3.87422314468418,4.07462701670534,0.00129076111492902,0.901230176652334,-3.70319686807191
"16","GB44159",568,654,1220,1223,436,919,601,532,314,777,996,484,0.629011442974591,6.1983084046106,2.99348209048756,0.0102786752235973,0.901230176652334,-3.8893443417119
"17","GB44319",73,78,114,97,30,86,133,151,55,101,149,114,-0.390740821340608,3.31775864315935,-2.95081441449075,0.0111606806985339,0.901230176652334,-4.11062854122321
"18","GB44514",290,401,569,340,219,408,637,597,471,403,736,624,-0.485723305984407,5.61806512330677,-3.3360729360527,0.00530204235495154,0.901230176652334,-3.73517111997528
"19","GB44641",151,156,239,104,87,157,336,380,206,135,389,212,-0.695793960450858,4.38750813621361,-3.14243123933774,0.00770850896205028,0.901230176652334,-3.87857426431616
"20","GB44751",45,54,94,76,15,67,103,133,65,73,119,83,-0.606162182333206,2.92321285595748,-3.84197909004223,0.00200638914556582,0.901230176652334,-3.99792605754895
"21","GB44897",212,269,320,299,79,215,376,487,251,265,483,295,-0.478688712457534,4.89480812893989,-4.02010369982081,0.00143073116225862,0.901230176652334,-3.52359212409638
"22","GB44930",424,471,683,540,207,460,671,807,418,511,813,586,-0.291782933967172,5.82916781858725,-3.56125336126912,0.00343482844378404,0.901230176652334,-3.66231643748186
"23","GB45194",35,62,104,46,50,54,41,50,15,29,54,41,0.754864580237895,2.29015358175024,2.94586411740108,0.0112677436207666,0.901230176652334,-4.25895607310717
"24","GB45225",804,985,1392,1081,421,1030,1643,1764,842,975,1689,1220,-0.335145316994385,6.88494243750567,-3.23386137272664,0.00645975034175621,0.901230176652334,-3.87262481271332
"25","GB45266",105,160,192,176,72,206,255,462,142,170,348,207,-0.581439895822355,4.35088966573206,-3.37649205632461,0.00490397382981562,0.901230176652334,-3.80346593208332
