"","ID","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40089",191,284,566,220,306,211,401,229,265,316,370,388,-0.549897137841014,5.02614417587039,-2.92208559006838,0.0116794553678364,0.99989639872361,-3.90950867121107
"2","GB40118",39,439,731,185,124,127,337,258,233,543,621,527,-1.39599462392535,4.87139547423259,-2.84460227924561,0.013567826105569,0.99989639872361,-3.96845337707533
"3","GB40139",8,179,641,27,99,202,387,264,230,181,433,498,-2.00099712396369,4.19828479387261,-2.90350539721437,0.0121071790112489,0.99989639872361,-4.05155361479931
"4","GB40145",177,574,1039,331,424,361,714,457,458,558,667,726,-0.846559009870181,5.75933219326781,-2.99014335461911,0.0102364622791621,0.99989639872361,-3.88830889763544
"5","GB40155",9,19,35,17,24,18,31,24,16,24,37,37,-0.797435786794097,1.33544483222728,-3.18535016751773,0.0070075491994452,0.99989639872361,-4.32259290377813
"6","GB40231",14,25,46,10,14,12,39,24,25,32,31,22,-0.969015808871201,1.31051835992976,-2.89017698923627,0.0124234873733011,0.99989639872361,-4.36115885034638
"7","GB40348",253,496,808,439,577,342,836,253,319,569,705,645,-0.512452916684214,5.71817497092071,-2.93252562088083,0.011445704324866,0.99989639872361,-3.90613174823691
"8","GB40625",40,113,246,104,115,70,234,67,79,137,213,165,-0.769384324623255,3.66381631569055,-2.92190611603101,0.0116835147144957,0.99989639872361,-4.07697445948372
"9","GB40626",604,3145,4347,763,1233,1415,3107,3032,2564,2967,2546,3533,-1.38677313640833,7.83877963645227,-3.17018744773286,0.00721703239468059,0.99989639872361,-4.00857325680753
"10","GB40809",51,85,242,107,140,79,202,53,95,118,233,155,-0.638258025173242,3.65993721427774,-2.85143787823172,0.0133898008711153,0.99989639872361,-4.09568391428511
"11","GB41179",9,71,93,21,24,23,111,63,58,62,65,83,-1.49446139887172,2.35610012014176,-3.58214895622499,0.00324575864699756,0.99989639872361,-4.15881965274169
"12","GB41441",1729,2211,3235,2060,2433,2401,2627,1393,2028,2697,2782,2857,-0.377085013229374,7.98370020058024,-2.82392385635421,0.0141206607763759,0.99989639872361,-4.11289059789547
"13","GB41467",269,407,542,243,519,365,680,221,409,438,740,406,-0.607084385039607,5.4855067261498,-3.76809157875092,0.00226788263898856,0.99989639872361,-3.60366074119854
"14","GB42110",182,246,490,184,324,281,433,172,284,268,352,400,-0.522261825339717,4.96670617779381,-2.9469782039163,0.0111297236938211,0.99989639872361,-3.90266750820352
"15","GB42233",31,149,253,51,66,58,166,146,110,144,147,212,-1.18451574355835,3.57935072098135,-3.09551262730676,0.00834349210154714,0.99989639872361,-4.05409459584313
"16","GB42593",4,13,23,13,13,8,29,9,10,39,23,14,-1.01551456986053,0.666330131464529,-2.98587251804658,0.0103215816263716,0.99989639872361,-4.39335491675979
"17","GB42976",104,382,565,228,240,168,415,259,250,490,321,447,-0.852841077655565,5.00101505115251,-2.83364317590198,0.0138581121719931,0.99989639872361,-3.94844696333914
"18","GB43076",38,51,148,44,59,77,180,80,73,64,158,130,-1.06615156072153,3.15569017636211,-3.70895565421076,0.00254120799798002,0.99989639872361,-3.99022445884666
"19","GB43246",278,326,516,268,503,399,468,190,470,436,647,388,-0.493900241218724,5.40715061044258,-3.27277264436377,0.00591303196136707,0.99989639872361,-3.77163525903267
