"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40007",103,112,50,76,102,97,90,115,219,836,147,259,-1.01194542729256,4.55153398902425,-2.75011555994782,0.0158114127532035,0.932647568054266,-4.22034611604973
"2","GB40073",523,1263,535,391,533,793,252,574,586,732,558,887,0.38945235313107,6.69408031826314,2.74779963968465,0.0158830914405165,0.932647568054266,-4.26743532663317
"3","GB40690",12,50,21,16,44,31,30,59,90,76,60,73,-0.941875695395076,2.81447821950051,-3.80906869552671,0.00196344209565076,0.932647568054266,-4.23728705695449
"4","GB40766",31,49,16,34,63,38,35,71,87,101,83,104,-0.853810074881881,3.19824413143615,-3.46891190027585,0.00383459120158023,0.932647568054266,-4.22644386213538
"5","GB40999",14,17,20,9,60,28,38,38,45,54,82,68,-1.01593112307862,2.53875645377836,-2.74965512240618,0.0158256383115705,0.932647568054266,-4.38965574535071
"6","GB41422",5,9,4,7,10,8,7,18,9,25,25,30,-1.0162614282374,0.979207400795233,-3.09597285068089,0.00801214679177033,0.932647568054266,-4.4494986416575
"7","GB41874",44,96,67,30,84,57,66,97,81,243,179,176,-0.829896760722196,3.92160587357735,-3.14700323696387,0.00724409597713807,0.932647568054266,-4.18762540622098
"8","GB41884",19,34,14,18,34,20,26,39,38,71,48,58,-0.743343956787192,2.47522903833103,-3.07530792291149,0.00834569790481143,0.932647568054266,-4.35380578097701
"9","GB41888",19,23,10,14,48,13,9,41,35,112,61,70,-1.08472352160568,2.33002710552018,-2.72960770820733,0.0164572653331203,0.932647568054266,-4.40582578093081
"10","GB41989",25,48,34,11,56,42,26,44,93,122,65,92,-0.760751927873738,3.01938829685128,-2.8781615609356,0.0123041820881007,0.932647568054266,-4.32965692663358
"11","GB42022",21,49,25,28,78,48,31,60,70,109,122,145,-0.856269220115596,3.26951162473976,-3.12872685991499,0.00751037470139511,0.932647568054266,-4.26689352408558
"12","GB42104",7,17,15,5,16,14,2,2,7,10,12,10,1.14577482940256,0.598174066414518,3.10178295147983,0.00792077235027914,0.932647568054266,-4.46298146727516
"13","GB42260",20,25,12,8,22,22,6,5,12,6,7,17,1.3145865897452,1.09433481230973,4.14014929135624,0.00103050424257199,0.932647568054266,-4.37671604225024
