"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40118",59,110,200,221,296,304,101,110,52,73,101,173,1.15434060735139,4.49179056493327,2.97767724168027,0.0100220838653413,0.871935060372874,-4.16138537242542
"2","GB40119",189,84,266,144,131,158,219,553,292,478,137,278,-0.733331448851156,5.2169824258638,-3.4350622287105,0.00404466507078544,0.871935060372874,-4.03053620768461
"3","GB40164",943,321,1452,493,302,727,1145,1729,1716,3744,607,2398,-1.1813872347326,7.43870177737377,-3.28649519927653,0.00543245964888661,0.871935060372874,-4.21543912364
"4","GB40336",542,129,773,491,789,657,1200,1765,605,2532,489,843,-0.883476973939354,6.97399411402559,-3.04218039777044,0.00882094864375393,0.871935060372874,-4.22223405932164
"5","GB40434",155,155,408,329,407,298,190,342,165,417,85,135,0.703314692041217,5.32572623914524,3.31840440783612,0.00509888721217976,0.871935060372874,-4.04844202721947
"6","GB40614",20,12,30,23,38,72,13,23,7,20,20,6,1.31246223726859,1.78433458428043,3.08030769331115,0.00817912194857671,0.871935060372874,-4.40930554305736
"7","GB40671",17,7,28,17,31,30,13,21,3,16,9,11,1.0761914607594,1.37978574939194,3.17011542128252,0.00684456950920813,0.871935060372874,-4.42564517973915
"8","GB40695",432,366,2088,304,574,321,2235,3434,1351,774,2040,1248,-1.5355314159801,7.33705903442428,-3.24130955460673,0.00594245347008094,0.871935060372874,-4.21597979508962
"9","GB40842",30,11,67,50,31,40,61,92,43,152,26,99,-0.794346999282118,3.07393171577196,-3.38004277540276,0.00451146599462829,0.871935060372874,-4.258567621925
"10","GB41016",116,53,174,117,135,117,199,283,175,257,88,180,-0.506094315306846,4.66243832437116,-3.38115950071604,0.00450147382577051,0.871935060372874,-4.05575112713972
"11","GB41233",136,81,302,155,155,136,283,334,181,337,128,301,-0.512340821942271,5.07171042710838,-3.49542843854241,0.00358810619821775,0.871935060372874,-4.01219825406617
"12","GB41388",265,129,436,222,234,278,363,603,294,768,193,506,-0.509183330541211,5.79918188843048,-2.97858612119315,0.0100040864986336,0.871935060372874,-4.14921915442555
"13","GB41642",342,173,613,445,260,259,481,584,788,955,275,850,-0.710187144519586,6.27283032840167,-3.01194862602397,0.00936507429025926,0.871935060372874,-4.17508548706567
"14","GB41921",30,24,59,50,46,29,89,109,76,104,30,77,-0.782079655524567,3.23309701357324,-4.13623176816385,0.00101691361055607,0.871935060372874,-4.14067800519046
"15","GB42084",729,230,1014,636,428,629,911,1336,977,2166,521,972,-0.694412657142455,7.06086412568116,-3.10680004103359,0.00776062344258048,0.871935060372874,-4.21650566257406
"16","GB42141",627,194,1363,464,680,488,1066,1568,1015,1845,558,1241,-0.871785906119973,7.10616356801465,-3.70770416206116,0.00235693857459056,0.871935060372874,-4.11993193131391
"17","GB42157",20,28,47,28,17,21,14,9,13,17,8,21,1.16182120772889,1.70826802972939,3.43658053551566,0.00403249507097462,0.871935060372874,-4.38425102860036
"18","GB42217",894,1353,1565,995,1007,1013,2538,4581,1992,5719,1379,2054,-0.974772352566402,8.24461454089849,-3.20093150624831,0.00643845991668917,0.871935060372874,-4.2800558019687
"19","GB42218",3768,3790,5346,3534,3048,3221,8726,12191,8369,18593,4086,8521,-1.02122634329036,9.99545377084321,-3.59683483911466,0.00293482051474486,0.871935060372874,-4.32415109965931
"20","GB42239",136,50,288,250,126,119,200,271,265,427,144,498,-0.739682094723007,5.1069657066765,-2.98134933574429,0.00994956570664763,0.871935060372874,-4.13670500756481
"21","GB42380",14,11,14,17,15,15,15,7,4,14,3,8,1.05927268587848,0.908973714174929,3.33660435086091,0.00491788708061308,0.871935060372874,-4.43874174249918
"22","GB42412",28,36,58,45,44,53,32,26,17,36,13,60,0.827773767017415,2.60065793777035,3.02600344688755,0.00910810136304252,0.871935060372874,-4.35105145411573
"23","GB42493",313,40,290,53,150,212,293,411,271,2869,328,856,-1.73949861995648,5.57692186335682,-3.28889040076273,0.00540668050895612,0.871935060372874,-4.10810375737412
"24","GB42515",230,90,513,207,209,245,376,422,260,772,217,512,-0.601451848904731,5.68423673702623,-3.02997849850664,0.0090366960346992,0.871935060372874,-4.13254705004868
"25","GB42551",93,56,123,55,43,72,128,291,162,302,67,207,-1.16036054886029,4.26093586767113,-4.28941279994922,0.000755689649320451,0.871935060372874,-3.95829800935279
"26","GB42673",129,39,193,143,78,85,160,328,115,367,80,267,-0.71362377097268,4.59122281588699,-3.106446339102,0.00776606847827056,0.871935060372874,-4.1280863483939
