"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB48961",570,1299,463,1237,382,783,146,437,578,301,295,355,1.0880288173503,6.39417046061957,6.48349970492044,1.45866991731055e-05,0.0688273400482983,3.05668861261548
"2","GB50865",114,149,87,319,80,187,11,50,67,32,13,57,2.06923580444044,3.5369800900636,6.55680842190715,1.2930312144588e-05,0.0688273400482983,2.86601923018123
"3","GB41912",472,1914,249,1766,200,757,92,163,117,61,81,252,2.40102762182752,5.55234656649881,5.53182222563952,7.46085327844614e-05,0.117485826967702,1.70602876018107
"4","GB44223",324,428,270,921,280,282,76,123,213,62,115,166,1.69737224738186,5.18949571389357,5.9200384226363,3.77624556571869e-05,0.117485826967702,2.32288946088335
"5","GB47694",663,1027,820,1359,492,1161,244,574,746,503,311,420,0.970539135801317,6.75493945548701,5.53115725500552,7.46969335388587e-05,0.117485826967702,1.66836024431935
"6","GB55515",5161,6252,5075,13612,5090,5675,1008,2723,4231,2302,3224,2989,1.3243596760036,9.45185809973791,5.63612860196998,6.20077156307558e-05,0.117485826967702,1.42027858978908
"7","GB53755",1105,2199,1392,3264,711,1643,324,484,884,505,729,1016,1.26397788702169,7.40553107897088,5.42820638970024,8.97921569519873e-05,0.121052655022272,1.43942950372201
"8","GB42385",4028,7683,2061,8145,2516,5030,783,2066,3296,1285,1319,2157,1.36172002532112,8.86731011637112,5.33468225663324,0.00010626625806778,0.125354334673205,1.11440789108471
"9","GB47133",39,67,35,125,32,68,12,26,39,8,12,24,1.61376277171543,2.45754562521023,5.10151251181288,0.000162552615715997,0.154425200838268,0.667172774735121
"10","GB55300",369,471,314,778,318,513,108,263,381,242,308,262,0.821036852118726,5.84032909660356,5.09789268920291,0.000163638021445659,0.154425200838268,1.06465015250667
"11","GB46366",7567,5186,5989,15243,4121,7505,1672,1993,4310,923,1686,2078,1.82354103561612,9.31118860953146,4.99113069701679,0.000199277787712899,0.164635074919435,0.572588820989566
