"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40273",79,80,126,208,46,105,32,73,78,64,133,90,0.648503406487156,3.87717160687489,3.1305683247817,0.00739926331225268,0.991793504210505,-4.19212718931992
"2","GB40274",28,55,35,93,28,63,21,37,50,33,54,30,0.608291800054231,2.83920852181554,3.00621679298107,0.00946728816695241,0.991793504210505,-4.3314178300684
"3","GB40537",263,199,155,474,130,233,237,349,749,397,363,467,-0.655016958560867,5.70791336390782,-3.08247913769533,0.00813974998172008,0.991793504210505,-4.13383984899487
"4","GB40673",4151,11316,10579,7202,5306,7132,1909,5889,5927,5528,8378,4552,0.800196010496034,10.0219119205874,2.86444458404645,0.0125271431203849,0.991793504210505,-4.40088112147195
"5","GB40771",15,14,21,55,9,12,20,38,94,44,94,75,-1.36254217737421,2.43618979283555,-4.55745972829155,0.000451438783123071,0.991793504210505,-4.23002830518595
"6","GB41440",24,32,34,31,13,23,6,13,15,4,8,29,1.46417980103537,1.53571559451699,3.68971362809289,0.00244024069862433,0.991793504210505,-4.37842612212336
"7","GB41450",16,85,23,73,18,67,4,22,26,36,41,13,1.16966841139699,2.25490842986323,2.98136584761488,0.00994448072564788,0.991793504210505,-4.38613251651547
"8","GB41708",118,29,261,168,73,53,51,895,902,8153,291,320,-2.35514878910041,5.31683679426508,-2.72732676340921,0.0164008287726059,0.991793504210505,-4.26250091164657
"9","GB41798",735,909,387,1613,511,826,607,1323,3233,1119,1632,1753,-0.700631793267898,7.49958077153026,-2.91416765643,0.0113568218757209,0.991793504210505,-4.28631543623773
"10","GB41917",619,505,657,495,293,507,131,292,682,398,581,287,0.797177821091672,6.18638813263776,3.18689441337122,0.00661663058629357,0.991793504210505,-4.14036703589312
"11","GB42470",23,21,40,57,25,23,6,17,38,24,27,12,0.867566628104804,2.03135976643737,2.93303118148909,0.0109415417606016,0.991793504210505,-4.40552729850501
"12","GB42607",265,192,587,458,305,188,281,1418,1325,938,699,695,-1.10736729482356,6.42386597028967,-3.07261617564389,0.00830046913804134,0.991793504210505,-4.18798626452963
"13","GB42759",120,157,98,239,87,122,109,197,364,207,232,216,-0.458426243305744,4.84992524539906,-3.00905962840693,0.00941416183198724,0.991793504210505,-4.14076239032504
"14","GB42792",5354,2769,1423,4897,2230,2363,5340,5619,17986,10850,4304,6763,-1.17339006697935,9.65881729990207,-2.91643932081701,0.0113060016715218,0.991793504210505,-4.38375655390068
"15","GB42968",97,160,104,217,74,104,107,161,362,182,215,217,-0.478418324850278,4.7327317657671,-2.78123221118908,0.0147553995762755,0.991793504210505,-4.19927565963081
"16","GB43213",56,165,96,104,44,119,27,58,92,55,78,66,0.805719661878583,3.67011517017341,3.28148455082378,0.00548343908266756,0.991793504210505,-4.1946510852383
"17","GB43685",50,180,64,139,29,128,24,39,70,62,117,58,0.82274087477037,3.56625540759531,2.75569472304787,0.0155137990453195,0.991793504210505,-4.29851437020452
"18","GB43790",14,29,4,30,9,33,15,42,51,46,40,70,-1.07350042920816,2.17255211230752,-2.93206923773661,0.0109623526286486,0.991793504210505,-4.39890130224324
"19","GB43818",174,115,86,340,108,132,115,348,321,216,365,485,-0.774601618639151,5.13531355800628,-3.18444306120409,0.00664891060363729,0.991793504210505,-4.10330222209832
"20","GB44006",45,44,29,239,24,92,17,19,28,15,75,30,1.4390602153504,2.76114435236137,3.37839490791916,0.00452328386489391,0.991793504210505,-4.29793495511711
"21","GB44198",2914,2675,2559,6228,1539,2725,865,2065,2151,1734,2917,3833,0.68442463281813,8.72368554378196,3.02503771390822,0.00912100098604773,0.991793504210505,-4.33180910084608
"22","GB44430",572,776,296,1453,398,598,462,964,3137,901,1431,1350,-0.730693240938137,7.18921796727515,-2.72798240836927,0.0163797808503724,0.991793504210505,-4.3003263918014
"23","GB44498",18,85,44,77,23,55,7,27,42,25,33,35,0.996129183622783,2.54672880434859,3.46567667474452,0.00380359906273633,0.991793504210505,-4.3080960977615
"24","GB44507",59,144,51,126,43,100,14,63,80,61,105,52,0.713849830242507,3.51961240221965,2.96723157675658,0.0102263968735957,0.991793504210505,-4.26641528360009
"25","GB44662",108,154,112,178,60,106,30,92,89,99,178,64,0.679678584532449,4.07503246738583,3.26167589483884,0.00570349338096921,0.991793504210505,-4.1429856663234
"26","GB44745",4,36,20,34,7,34,1,11,13,8,19,4,1.45707486554602,1.00784311789974,2.92850982055466,0.0110396970036649,0.991793504210505,-4.46021498698864
"27","GB45034",55,99,57,132,27,106,12,61,79,73,64,59,0.671952623204513,3.39117447960001,2.87288192019791,0.0123205351763201,0.991793504210505,-4.29580329809477
"28","GB45297",134,257,164,357,127,211,80,189,232,174,200,213,0.398709291398755,5.00665562789735,2.96933544149148,0.0101839402374871,0.991793504210505,-4.13597908144272
"29","GB45455",7,59,13,40,14,42,3,12,16,8,12,16,1.38159563029998,1.44015087474993,3.27984137584185,0.00550136596485612,0.991793504210505,-4.41381541599973
"30","GB45954",979,4142,1105,115,382,2165,62,216,385,149,886,36,2.62681355910084,6.078441027811,3.14912193719832,0.00713180169912516,0.991793504210505,-4.17505071327512
"31","GB46017",117,107,138,286,94,131,133,246,282,226,246,234,-0.495002266271041,4.92826508658138,-2.95107857716606,0.0105582333271956,0.991793504210505,-4.15287117777079
"32","GB46368",841,912,1675,2734,492,1182,504,645,1030,690,981,1027,0.692435331954682,7.36446612541342,2.7966574152369,0.0143149715298598,0.991793504210505,-4.29995898335306
"33","GB47214",13,104,33,25,18,70,4,19,15,12,14,14,1.62402842943469,1.84714849296814,3.19840991099599,0.00646706731030858,0.991793504210505,-4.3966207420664
"34","GB47381",27,85,33,45,21,53,8,38,35,21,38,27,0.825451829231787,2.48049246922807,2.76559714237417,0.0152153126224331,0.991793504210505,-4.3928615869122
"35","GB47394",57,117,116,174,53,128,21,97,81,121,86,88,0.630972247583049,3.90303431068097,2.84626433945914,0.0129839441155674,0.991793504210505,-4.2442782988351
"36","GB47545",111,24,65,158,16,39,51,321,453,882,106,176,-1.88881788002914,4.23133680167818,-3.17349207367684,0.0067950406317964,0.991793504210505,-4.20200218904791
"37","GB47564",43,26,41,115,14,26,11,17,25,22,33,35,0.950166754430929,2.32193232619386,2.979638123767,0.00997852562106436,0.991793504210505,-4.38014893837251
"38","GB47931",302,1006,418,736,453,891,201,300,454,566,425,494,0.809465427095303,6.37200335305974,3.13083268866986,0.00739538324519409,0.991793504210505,-4.16709860359795
"39","GB47932",48,22,34,93,21,38,16,11,31,26,31,36,0.936833439163407,2.39393095055276,2.86646974710927,0.0124772444264628,0.991793504210505,-4.38742119079145
"40","GB47958",8,72,34,20,11,43,3,6,14,15,11,10,1.58454739582348,1.3985399574426,3.12741873409369,0.0074456456460372,0.991793504210505,-4.42833995081591
"41","GB48199",96,123,121,151,87,120,117,195,373,228,217,257,-0.726334854349869,4.79678685572626,-3.96699247715843,0.00141370341203375,0.991793504210505,-3.95136064366107
"42","GB48337",73,138,126,182,70,110,38,91,123,136,126,75,0.49283736493157,4.13560816973628,2.80796137943378,0.0140003972864517,0.991793504210505,-4.22725987262747
"43","GB48505",1079,2484,1549,2732,1461,1294,223,1347,1179,859,1534,1600,1.09672919898699,7.78716182184767,3.76636479769475,0.0020974668698609,0.991793504210505,-4.18001045579829
"44","GB48557",81,103,52,254,56,132,66,166,517,182,252,178,-0.726521090573595,4.57386938816065,-2.76135948385971,0.0153423555433107,0.991793504210505,-4.21768813162018
"45","GB48687",1231,1771,1932,6973,800,2592,615,1647,1745,832,1382,1922,0.833196992706464,8.11138977557867,2.96939799710293,0.0101826805101002,0.991793504210505,-4.31050380747089
"46","GB49080",71,43,98,143,61,62,65,158,243,162,282,118,-0.881132867701075,4.23245274140262,-3.54985948621819,0.00321866362476097,0.991793504210505,-4.08583988321199
"47","GB49123",417,533,354,832,240,425,190,287,475,306,593,462,0.484881196360214,6.11550264632975,2.89346030202296,0.0118305474450997,0.991793504210505,-4.19593610381169
"48","GB49305",116,141,131,247,107,99,125,280,249,205,288,227,-0.517135522877449,4.91516510244864,-3.0155330220523,0.00929428469000467,0.991793504210505,-4.13846138183142
"49","GB49372",273,198,288,528,153,273,167,661,629,701,602,432,-0.628533385935203,5.97100798541047,-3.09752448892828,0.00790050504184112,0.991793504210505,-4.1451520531482
"50","GB49392",964,776,611,880,647,480,762,3095,2769,4839,1230,2764,-1.35476786521349,7.76592541060926,-3.83447402637061,0.00183401451191087,0.991793504210505,-4.17024179053219
"51","GB49559",60,92,49,129,35,75,26,47,86,79,75,49,0.500472034435313,3.43702369915015,2.74131546576934,0.0159574154638142,0.991793504210505,-4.31202077682414
"52","GB49661",117,246,134,262,91,196,56,118,167,171,217,142,0.493524986011324,4.69575419845086,3.03413029440126,0.0089582210100505,0.991793504210505,-4.13210545223413
"53","GB49885",989,1367,1013,1947,588,886,337,754,827,1000,1043,1182,0.623818139767388,7.33100415306061,3.44321148919299,0.00397704079332469,0.991793504210505,-4.19174721826202
"54","GB49890",552,2680,518,1666,574,1726,169,702,721,741,703,1090,1.02005909262935,7.11876915747727,2.99694090330754,0.00964270167204389,0.991793504210505,-4.25020961560485
"55","GB49900",17,47,23,60,8,57,9,27,13,10,27,16,1.17270515029547,1.91287199261762,3.19490280577197,0.00651225755163342,0.991793504210505,-4.38921834527858
"56","GB49901",106,179,114,160,88,146,27,79,98,120,108,85,0.894047510439834,4.14215060214951,4.72742633447331,0.000327206669981194,0.991793504210505,-3.8959987142396
"57","GB49911",64,209,63,140,57,168,18,64,57,88,79,74,1.04956987780761,3.74997846218859,3.60138807110613,0.00290625281623892,0.991793504210505,-4.13507298463601
"58","GB50110",25,24,20,33,13,10,26,52,46,53,41,61,-0.955056567199498,2.39541677772704,-3.37920739229887,0.00451599089751869,0.991793504210505,-4.33433981003615
"59","GB50117",24,61,11,82,6,41,8,14,14,8,16,17,1.45607246286707,1.70281889987497,3.36233352893144,0.00466990122697094,0.991793504210505,-4.39053514609367
"60","GB50121",10557,5664,9741,22529,7692,6514,3132,5520,7883,4453,8748,10116,0.826856779725627,10.3730656962512,2.75640985953661,0.0154920529156575,0.991793504210505,-4.42285373312954
"61","GB50156",971,1412,1565,2028,656,1452,352,960,1247,937,1574,1587,0.588057207073123,7.6230164864691,2.89550386129951,0.0117829461225618,0.991793504210505,-4.29711831082897
"62","GB50238",86,102,58,141,40,86,85,152,233,247,130,244,-0.855415487627263,4.3500801578174,-3.73818016998739,0.00221743660265378,0.991793504210505,-4.03951865674202
"63","GB50352",356,248,254,625,209,237,459,488,1083,459,528,538,-0.738435263450151,6.16538459782728,-2.79716180388982,0.014300788980155,0.991793504210505,-4.22350885617652
"64","GB50526",585,2627,385,441,1231,675,106,470,387,330,550,735,1.37404725998429,6.55408700486473,2.91258250746326,0.0113924167855733,0.991793504210505,-4.22836489465864
"65","GB50609",1461,770,990,2687,412,796,2033,2241,5963,3133,3429,3366,-1.47770501597362,8.27964332162295,-4.84679965849893,0.000261541053114721,0.991793504210505,-4.10645210426289
"66","GB50638",11,27,25,31,13,21,8,11,15,16,18,14,0.814742042353487,1.55495859166024,3.22527244124144,0.00613113806178145,0.991793504210505,-4.40937577637496
"67","GB50681",24,156,28,94,36,86,7,49,29,30,80,17,1.21004699615592,2.79840131115149,2.77101092006684,0.0150545023503599,0.991793504210505,-4.36989908887316
"68","GB50682",7,51,23,26,9,34,1,8,3,9,23,1,2.27642659416824,0.828857154110071,3.8586323549736,0.00174886458040772,0.991793504210505,-4.41324101695503
"69","GB50816",12,22,15,29,7,19,1,7,15,7,23,17,1.00305739674533,1.08736063762222,2.80074528346501,0.0142004222211988,0.991793504210505,-4.46580392092814
"70","GB51048",20,34,21,27,15,21,5,5,14,20,15,19,1.12640929242518,1.52290259009803,3.43338118762392,0.00405541451205191,0.991793504210505,-4.39655607314175
"71","GB51109",15,36,12,30,10,23,1,8,10,9,17,23,1.26697390244579,1.2090614281727,3.36903195153183,0.00460818388840621,0.991793504210505,-4.4199789305354
"72","GB51821",22,55,17,36,13,62,1,9,22,10,15,11,1.81482242333044,1.5306284537702,4.36703852764564,0.000649919944017825,0.991793504210505,-4.33781426948945
"73","GB52017",88,30,114,118,65,47,42,234,195,223,238,178,-1.11988729483411,4.22098828682357,-3.31546471121144,0.00512553187213781,0.991793504210505,-4.13736604558572
"74","GB52087",65,33,43,67,22,50,42,671,435,138,103,158,-1.84067278892457,3.94156181433527,-3.54228378924001,0.00326736808342066,0.991793504210505,-4.16021388833324
"75","GB52269",25,20,3,17,5,6,4,50,56,27,120,115,-1.95634951154343,1.8472895400288,-3.23593165646515,0.00600271132364726,0.991793504210505,-4.39760446461972
