"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40355",72,50,157,124,125,59,77,107,89,149,83,84,0.404220201372004,4.02725704964651,2.6654892858752,0.0184747988132761,0.999272692346683,-4.26857816775261
"2","GB40508",24,26,54,34,42,18,47,74,56,111,45,58,-0.544504684740814,2.95609333775883,-2.63785931474096,0.0194985979970651,0.999272692346683,-4.37794624034031
"3","GB40536",8,7,29,30,10,13,3,17,14,12,5,9,1.13330302265025,0.995620610408884,2.74991434657875,0.0156594260830024,0.999272692346683,-4.47647287155594
"4","GB40618",2231,6287,26234,3632,686,866,1117,1370,417,1954,832,2298,1.89151330466866,8.360782099569,2.91837301439382,0.0112367208446681,0.999272692346683,-4.33292279179404
"5","GB40842",30,11,67,50,31,26,61,92,43,152,40,99,-0.739756433425859,3.07393171577196,-2.94194143074574,0.0107250825188481,0.999272692346683,-4.32630986346449
"6","GB41647",124,17,59,151,39,42,53,78,19,24,12,26,1.39982589408185,2.84125826190933,2.87399431478388,0.0122660675507709,0.999272692346683,-4.35588836402337
"7","GB41741",108,386,496,178,105,72,120,134,42,157,81,60,1.34598878011482,4.45829422097177,3.0687137144431,0.00834278530453827,0.999272692346683,-4.15774137762081
"8","GB41809",161,130,271,195,110,95,159,169,69,172,101,154,0.639212368999517,4.6233234908648,3.01735208808583,0.00923739502918625,0.999272692346683,-4.1400320546141
"9","GB42157",20,28,47,28,17,8,14,9,13,17,21,21,1.00087402183863,1.70826802972939,2.68225835517306,0.017879053350471,0.999272692346683,-4.45070968704283
"10","GB42551",93,56,123,55,43,67,128,291,162,302,72,207,-0.959261147814593,4.26093586767113,-2.90300780322382,0.0115831256632548,0.999272692346683,-4.21541641844753
"11","GB42676",346,295,1180,407,243,166,321,291,167,340,229,396,0.795366144898311,5.78853981333449,2.9104157652175,0.0114148242600858,0.999272692346683,-4.16535426114045
"12","GB42792",5354,5340,17986,10850,2769,2230,5619,4304,1423,4897,2363,6763,1.09214035932171,9.65881729990207,2.63981748087804,0.0194242671009471,0.999272692346683,-4.41576531951709
"13","GB42904",16,3,16,9,12,10,20,30,19,53,15,23,-0.84031082201155,1.48757185970629,-2.75020581365458,0.0156504700585472,0.999272692346683,-4.45734042613595
"14","GB42920",104,135,320,161,126,58,97,123,29,162,141,123,0.831196641550113,4.33539780552072,2.73123184244903,0.0162440253618918,0.999272692346683,-4.23012269509152
"15","GB43337",5,2,8,4,11,0,12,27,6,24,20,11,-1.55252606288094,0.419205271558346,-3.10637830047633,0.00774179396859535,0.999272692346683,-4.47066358698865
"16","GB43482",4247,7569,22777,5861,3959,2786,4055,3428,2007,5934,3028,5701,1.16213637923166,9.7041171867665,3.10694759824413,0.00773304744906522,0.999272692346683,-4.36508475009815
"17","GB43575",51,25,150,114,195,66,158,311,97,561,204,194,-0.87151891009779,4.54635118118804,-2.90255044752512,0.0115935958656375,0.999272692346683,-4.19689262548335
"18","GB43576",39,14,91,60,80,40,81,171,81,216,100,112,-0.834798652305712,3.70469526598461,-3.76202415078741,0.00210628312142613,0.999272692346683,-4.1302286211832
"19","GB44144",545,881,1840,770,349,289,516,478,195,696,328,762,1.02411061693651,6.5573645759185,2.74406077326053,0.0158403518954505,0.999272692346683,-4.25606054353543
"20","GB44462",6124,6837,20373,7824,3912,3451,5229,4717,1940,7454,3446,8513,1.01470262697203,9.93751678378332,2.80319419101163,0.0141026346862121,0.999272692346683,-4.40608029743128
"21","GB44774",69,20,60,17,40,34,57,90,91,185,70,87,-0.93839658544867,3.31723014404854,-2.65606977063779,0.018817836161782,0.999272692346683,-4.34833540148617
"22","GB44829",281,124,377,239,270,221,548,614,393,503,348,553,-0.54216628086657,5.89955573946783,-2.77530888086356,0.0148975677171645,0.999272692346683,-4.21477284787662
"23","GB44888",93,45,203,133,208,88,263,343,121,646,166,425,-0.794776728771868,4.97016597103262,-3.0801957749417,0.0081548327749214,0.999272692346683,-4.13424828928439
"24","GB44892",67,95,100,122,62,55,88,62,35,67,66,58,0.817571771877053,3.61953401940504,2.96192796153349,0.0103092249124614,0.999272692346683,-4.25776144294514
"25","GB44967",377,348,1392,437,420,278,514,523,259,527,341,455,0.589051355589233,6.27123819539063,2.69436912179092,0.0174604375578892,0.999272692346683,-4.24628501302932
"26","GB45194",26,18,83,50,54,23,34,16,28,44,28,49,0.789712834959064,2.58937714563164,2.65384089200928,0.0188999053736253,0.999272692346683,-4.40120228082807
"27","GB45312",387,327,456,482,296,320,427,354,215,485,342,356,0.5916938449974,5.98891794632489,2.67270901861802,0.018215984008393,0.999272692346683,-4.23288187362346
"28","GB45437",65,45,117,76,79,25,128,152,149,497,114,144,-0.975909002120108,4.16350657419296,-3.55814973830108,0.00315410983554395,0.999272692346683,-4.10442235376901
"29","GB45444",57,54,114,80,67,30,78,56,47,65,55,48,0.610115182558129,3.39586911053784,2.8279387780306,0.0134320575499013,0.999272692346683,-4.3039018690199
"30","GB45734",27,19,45,61,42,27,30,21,8,10,45,40,1.19452940756996,2.26991025392997,2.82393394899817,0.0135384323179634,0.999272692346683,-4.40465010144692
"31","GB45740",236,354,744,320,222,171,251,256,236,372,180,267,0.722287130449475,5.60411000752321,2.7205640765063,0.0165873053363643,0.999272692346683,-4.20198985738214
"32","GB45763",106,293,606,171,66,54,62,100,32,105,50,155,1.4108274374161,4.21398176879679,2.78462238288159,0.0146273179275153,0.999272692346683,-4.24148186760561
"33","GB46095",63,34,90,29,49,53,95,163,98,282,56,99,-0.849758395261386,3.73739450999357,-2.61711988072921,0.0203029372159434,0.999272692346683,-4.31621420824606
"34","GB46189",157,106,281,258,265,130,193,255,140,268,201,168,0.378385726319588,5.07999101946463,2.78285779864837,0.0146781507109434,0.999272692346683,-4.17840000633418
