"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40009",331,265,382,263,402,665,3020,775,903,2023,429,547,-1.93530072280859,6.72741869930638,-3.47383061340189,0.00373462014721202,0.961000168341397,-4.14548921071809
"2","GB40306",245,177,234,53,231,127,392,273,278,401,90,251,-1.09746015163513,5.13992147552125,-2.47451538110632,0.0267823637108378,0.961000168341397,-4.26481297490118
"3","GB40857",142,108,226,150,231,121,108,313,199,260,93,268,-0.662178781088495,4.911220130582,-3.0098157343069,0.0093861748899507,0.961000168341397,-4.13208293947417
"4","GB41000",202,130,184,115,267,191,690,374,182,447,102,270,-1.17147899919046,5.30141342059957,-2.44270987767874,0.0284724876909014,0.961000168341397,-4.27359030943451
"5","GB41015",26,37,26,5,17,8,17,19,123,18,11,78,-1.34647864701847,1.96651666121828,-2.46440171014515,0.0273091142276076,0.961000168341397,-4.45672926944813
"6","GB41385",25,48,63,60,104,52,10,30,79,10,21,30,0.794790302158756,2.65278519240143,2.58722457134989,0.0215340826381779,0.961000168341397,-4.4044083380088
"7","GB41466",88,86,152,100,131,142,110,146,183,163,80,129,-0.562804770460151,4.42079416482038,-2.56137507622912,0.0226423271175861,0.961000168341397,-4.2614134972634
"8","GB41590",22,37,36,64,56,44,12,30,31,9,11,18,0.885090933097968,2.21642721672271,3.03763977699832,0.00888268844697601,0.961000168341397,-4.38421420062089
"9","GB41684",63,96,82,73,84,86,38,178,134,73,59,122,-0.592336527024397,3.88987295680532,-2.80065733816937,0.0141854499670028,0.961000168341397,-4.25261140075286
"10","GB41694",18,32,63,57,89,40,6,22,52,4,23,28,1.01679570456778,2.26668985134495,2.48157702629212,0.0264203507012042,0.961000168341397,-4.44176272705094
"11","GB42264",361,561,630,457,520,617,873,822,682,1378,790,381,-1.04759217348396,6.78416366594729,-2.73250626520482,0.0162165986940664,0.961000168341397,-4.28108847686967
"12","GB42557",1588,323,1032,266,1092,519,606,1884,1400,1239,556,1787,-1.10382605602515,7.23146875267503,-2.46632510014811,0.0272081812505449,0.961000168341397,-4.35729260323462
"13","GB42744",49,99,120,101,142,113,26,85,98,30,42,80,0.50001775492624,3.67592644594143,2.43096061581608,0.0291222272893028,0.961000168341397,-4.34918260384319
"14","GB42770",35,56,53,70,90,67,17,36,53,34,25,35,0.534418052143028,2.93879597546078,2.51355058017569,0.0248390841509568,0.961000168341397,-4.39240752021142
"15","GB42868",2,4,4,9,8,29,11,18,11,13,5,24,-1.24996448347836,0.734341005390146,-2.43960671553791,0.0286427367172291,0.961000168341397,-4.50493405961053
"16","GB43176",33,58,73,89,92,45,18,55,56,21,25,38,0.537892294359181,2.97460977373455,2.44272764135052,0.0284715159073991,0.961000168341397,-4.40028485349691
"17","GB43330",17369,17062,14700,4963,16825,5691,16983,12748,21723,25417,13981,19351,-1.07643823625294,11.2804114864267,-2.52490752990033,0.0242995886511431,0.961000168341397,-4.47540843052852
"18","GB43615",16,25,23,25,36,13,3,6,27,9,6,14,0.876894752121625,1.3192268847211,2.79048448398735,0.014472051088043,0.961000168341397,-4.45911910406211
"19","GB43661",6,11,27,7,12,28,55,37,28,23,13,22,-1.31003405243574,1.74109387738728,-2.82475699313827,0.0135284467919332,0.961000168341397,-4.4343246504429
"20","GB43702",16,16,14,13,33,27,43,28,33,45,13,31,-0.974477658310144,2.08147206054323,-2.59663998074122,0.0211435621747933,0.961000168341397,-4.43654378255222
"21","GB43872",5,11,17,31,33,20,1,8,24,3,3,9,1.12622285783063,0.7924703811713,2.48101458699649,0.0264490114295647,0.961000168341397,-4.49958320571839
"22","GB43905",27,52,85,69,79,34,13,32,70,15,9,43,0.710266775820039,2.65519621152731,2.53441894362685,0.0238564385828603,0.961000168341397,-4.41073043301967
"23","GB43945",90,99,110,201,229,119,41,87,141,62,35,75,0.598234523302113,4.04114545805324,2.56540689520423,0.0224659250148826,0.961000168341397,-4.29461122552545
"24","GB44118",83,41,54,48,200,76,107,114,102,121,54,155,-0.865847071125743,3.92658381798607,-2.48514891447425,0.0262390276560224,0.961000168341397,-4.31721984496978
"25","GB44305",202,250,317,201,438,170,451,519,343,401,185,250,-0.875459073167903,5.67077964461293,-2.89542621510444,0.0117689777693739,0.961000168341397,-4.17034975242865
"26","GB44334",16,26,26,62,35,28,2,23,26,10,6,14,0.974163438076736,1.65420885868225,2.60843623972354,0.0206639315197461,0.961000168341397,-4.45984030169858
"27","GB44535",11,15,22,38,40,24,4,19,19,10,4,10,0.829795008422468,1.39441011306917,2.56996292849694,0.0222681802342383,0.961000168341397,-4.47343854230904
"28","GB44646",20,41,35,54,55,44,6,25,60,10,9,20,0.787928348306544,2.17140597799881,2.46832641664521,0.0271035377196195,0.961000168341397,-4.44758414017276
"29","GB44656",66,98,103,155,236,126,17,117,132,25,27,84,0.772603852254072,3.77310577129626,2.48427159722477,0.0262834530016558,0.961000168341397,-4.33663456994414
"30","GB44739",8,18,27,14,15,11,2,11,12,5,4,6,0.866349860496767,0.756652673425855,2.89267896672515,0.0118329770501319,0.961000168341397,-4.47286414654063
"31","GB44831",54,77,118,43,182,55,50,134,105,102,61,184,-0.656401781758323,3.92742358000261,-2.67440254525599,0.0181696688455898,0.961000168341397,-4.27598734118118
"32","GB45215",20,38,43,47,75,43,7,31,41,13,17,22,0.718096420134561,2.31669948089625,2.86912117524471,0.0123959862725026,0.961000168341397,-4.39383057356604
"33","GB45515",96,130,146,63,157,95,49,161,192,100,70,214,-0.487119194265589,4.30133451942363,-2.507465736081,0.0251328465481446,0.961000168341397,-4.28084460433502
"34","GB45708",78,54,196,90,56,143,72,418,272,126,138,246,-1.41645651905131,4.50284013097061,-3.90219911216914,0.00160085457905341,0.961000168341397,-3.99036279461761
"35","GB46038",16,22,20,20,24,20,14,49,49,37,26,36,-1.0781110546077,2.19446211108988,-4.84288203962901,0.000262290318189895,0.961000168341397,-4.23117934737948
"36","GB46174",8,9,12,15,20,16,12,31,26,19,12,22,-0.944712255775845,1.49601928098597,-3.69088389452829,0.00242864070888248,0.961000168341397,-4.37896641870703
"37","GB46203",18,41,41,11,55,7,10,75,78,81,21,28,-1.10203518390575,2.38035840005224,-2.4252553239976,0.0294428105639436,0.961000168341397,-4.43941363657011
"38","GB46325",112,129,159,155,239,137,89,247,229,154,72,204,-0.388699184888266,4.72394973530403,-2.47382759429199,0.0268178754911603,0.961000168341397,-4.26718911226124
"39","GB46597",97,169,160,78,211,85,130,428,157,146,93,250,-0.877626851226511,4.7002621848063,-3.21373436647939,0.0062622814405219,0.961000168341397,-4.09767425077717
"40","GB46877",60,107,149,203,180,126,21,92,106,58,43,97,0.653259065189951,3.95820500264424,2.85626880519428,0.0127141405845246,0.961000168341397,-4.24398599696337
"41","GB47217",92,133,206,94,209,114,112,174,277,213,91,117,-0.540488489472167,4.64570997941412,-2.46526123758776,0.0272639649747253,0.961000168341397,-4.27288294065924
"42","GB47541",276,596,358,102,332,82,757,175,404,917,416,387,-1.45701232212371,5.82577043294327,-2.4985614761469,0.025568737169263,0.961000168341397,-4.27606513191913
"43","GB47667",71,141,169,159,247,94,28,122,122,51,51,96,0.578160833744167,4.08824242497491,3.04195628240783,0.00880700979788854,0.961000168341397,-4.19198471603973
"44","GB47717",199,159,146,163,158,159,183,293,190,278,119,278,-0.790888827828982,5.03436843084286,-2.79347874976203,0.014387110868003,0.961000168341397,-4.18300930563212
"45","GB47718",977,1063,981,796,1370,750,1386,1959,1375,1446,704,1328,-0.838050991158459,7.62636938445634,-3.08590091247243,0.00807196603030733,0.961000168341397,-4.27781927279656
"46","GB47829",196,259,294,288,433,263,101,211,337,127,96,222,0.40271345690938,5.23615122336421,2.74572120841435,0.015801770694613,0.961000168341397,-4.20008593415139
"47","GB47939",23,50,64,160,89,96,14,27,56,14,21,43,1.00518599507486,2.88834276070402,2.55388216332508,0.0229737092179192,0.961000168341397,-4.39404670830101
"48","GB47977",6885,4062,3709,4221,8498,5498,15172,9268,12015,7455,3290,7360,-1.05037959398999,10.1646837521587,-2.44586499895599,0.0283003786547042,0.961000168341397,-4.45871669024022
"49","GB48009",19,49,51,71,54,29,4,21,63,6,11,30,0.950269756884217,2.16652048765957,2.43586402623638,0.0288493647810145,0.961000168341397,-4.45218425726101
"50","GB48237",15,25,21,36,45,30,2,12,36,9,8,15,0.891322634649195,1.58109273104334,2.55139274223156,0.0230848359636782,0.961000168341397,-4.46766778929094
"51","GB48363",66,54,38,29,44,30,25,93,82,46,33,64,-0.768694618258273,3.03567989267943,-2.8017930845065,0.0141537986852007,0.961000168341397,-4.33978888844155
"52","GB48953",14,32,40,15,47,28,15,37,55,43,33,32,-0.641169572510337,2.41105386922384,-2.46533993459534,0.0272598347473213,0.961000168341397,-4.43188627899407
"53","GB49019",10,11,31,16,36,16,2,19,19,3,3,5,1.12179223370607,0.915443367957669,2.90197456929342,0.0116177967353999,0.961000168341397,-4.46687542566084
"54","GB49324",12,14,22,25,33,23,4,13,16,3,8,10,0.950643550681081,1.19915081621541,2.98859801811537,0.00978896829175767,0.961000168341397,-4.44952118924209
"55","GB49330",36,90,100,87,163,46,16,46,76,24,29,61,0.699874196053147,3.23431011481259,2.89922013193748,0.0116811541884232,0.961000168341397,-4.31029144414306
"56","GB49503",7,11,14,3,13,4,6,20,45,17,7,15,-1.34332380591756,0.951952631545814,-3.68796029844427,0.00244272790139852,0.961000168341397,-4.41614053662861
"57","GB49723",265,143,246,172,272,217,434,323,343,366,140,289,-0.900842540100266,5.47079545834064,-2.66159284560656,0.0186300118241039,0.961000168341397,-4.2196199749972
"58","GB49727",17,22,21,19,37,14,2,5,30,8,3,12,1.06832550484763,1.12642067473564,3.00293178068782,0.00951503191543883,0.961000168341397,-4.45198386848791
"59","GB49801",134,174,283,201,325,215,222,758,380,295,124,185,-0.754053928033818,5.40865248526308,-2.66890065542045,0.018366023060825,0.961000168341397,-4.21559648934335
"60","GB49884",69,174,176,120,186,126,34,108,156,59,52,100,0.44060131794215,4.14461226932393,2.59029380193418,0.0214060226506767,0.961000168341397,-4.27874230237487
"61","GB49906",14,34,34,37,79,18,2,13,66,6,5,15,1.11219014667028,1.65991874333379,2.49483850526895,0.025753128531649,0.961000168341397,-4.47028707342823
"62","GB49915",70,46,71,71,115,56,10,57,54,20,25,40,0.772601973156865,2.99107285908868,3.02738500416416,0.00906506747484554,0.961000168341397,-4.31757934878294
"63","GB50104",35,61,55,67,118,60,14,48,64,20,17,43,0.6392702259475,2.91805612539687,2.82025390646696,0.0136489056771726,0.961000168341397,-4.35150395285247
"64","GB50222",5,7,24,16,37,16,2,9,18,1,1,11,1.24409776640078,0.551509103269007,2.47193039840922,0.0269160651224229,0.961000168341397,-4.50568652380245
"65","GB50234",19,30,33,20,47,13,2,14,16,1,11,14,1.39495937169867,1.2501672369558,3.1164214740461,0.00759756746595498,0.961000168341397,-4.43909804700361
"66","GB50257",171,155,216,104,224,154,178,737,205,195,76,330,-0.837721501550719,5.08527667119222,-2.47812674989439,0.0265966389211691,0.961000168341397,-4.26158078970032
"67","GB50351",24,43,73,31,62,24,7,26,42,5,14,25,0.897177330190552,2.14131783327653,2.72553507307247,0.0164396823753979,0.961000168341397,-4.42183655458553
"68","GB50397",226,230,289,243,408,328,401,365,425,497,133,431,-0.708229429256558,5.77718902672195,-2.43524306584093,0.0288837843088121,0.961000168341397,-4.28465290205489
"69","GB50641",65,108,127,97,147,72,36,87,102,47,42,61,0.394910202652073,3.73917411325627,2.52542339469501,0.0242753523247264,0.961000168341397,-4.32428735086195
"70","GB50820",33,25,39,18,43,27,27,56,43,78,16,50,-0.796201059150433,2.61370289154952,-2.59091987695364,0.0213799907867514,0.961000168341397,-4.40350124399346
