"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40498",252,403,566,1048,939,337,124,417,253,163,166,451,0.692103726680297,5.92836322690586,3.1395303795138,0.00730103928351825,0.837343488752643,-4.12881504368467
"2","GB40639",479,206,260,518,125,267,11,296,153,102,33,19,1.75871748019903,4.46240452314686,2.7532912183584,0.0156362313521429,0.837343488752643,-4.25896338209162
"3","GB40754",8,7,11,10,11,15,10,16,19,20,6,18,-0.875217730167962,1.10201868764343,-2.76796782209376,0.0151930964727255,0.837343488752643,-4.46667458081903
"4","GB40761",5,7,12,8,12,7,8,18,11,14,6,16,-0.880512620995797,0.826529612201049,-3.35286242322943,0.00478342827239161,0.837343488752643,-4.43964098132245
"5","GB40816",223,369,434,552,896,311,90,471,278,136,130,358,0.582855384288832,5.68779273781667,2.86622233181528,0.0125270567706657,0.837343488752643,-4.17451914078157
"6","GB40997",213,183,149,306,503,195,188,547,454,238,148,425,-0.760602214387609,5.54195606552544,-3.51710411352174,0.00345481316137521,0.837343488752643,-4.00151584877271
"7","GB41549",17,21,16,34,48,18,6,5,25,12,3,6,1.24117193406709,1.27903786537651,2.99197459767464,0.00977606374405543,0.837343488752643,-4.44461908853872
"8","GB41687",36,58,56,56,84,55,45,160,95,70,44,69,-0.816357885490319,3.49069963646388,-4.31295101957465,0.000728078945593404,0.837343488752643,-4.05897489767023
"9","GB41751",85,62,100,204,202,104,10,82,94,26,37,50,1.03544822917878,3.57185748023109,3.24982181779041,0.0058675862106748,0.837343488752643,-4.22062636857571
"10","GB41757",22,47,85,34,55,36,88,183,47,46,111,104,-1.35942165173772,3.41862630634302,-3.43523214235632,0.0040629360702384,0.837343488752643,-4.20361572837782
"11","GB41835",221,329,356,436,512,296,91,308,253,189,114,262,0.464564278954087,5.47291369633572,3.8688083789449,0.00172682719383961,0.837343488752643,-3.94019207019381
"12","GB41876",15,21,12,48,56,6,2,8,9,3,4,8,1.53598815929341,0.892798692677808,3.40755564499028,0.0042919803113456,0.837343488752643,-4.43343494033045
"13","GB42057",189,288,332,306,472,280,210,515,272,293,206,640,-0.533159452056584,5.77216866881484,-3.082236990819,0.00817807306489476,0.837343488752643,-4.1134429144286
"14","GB42138",26,48,55,125,134,55,6,39,80,13,24,17,1.12944675256043,2.72003024781745,2.82272525341584,0.0136454689804222,0.837343488752643,-4.36920523801783
"15","GB42424",103,219,333,188,644,223,124,278,536,391,387,694,-0.998592200932,5.68284094440222,-2.95231309410958,0.0105723467494544,0.837343488752643,-4.14131377155832
"16","GB42495",126,178,198,434,474,188,38,179,243,95,54,135,0.703502513170455,4.77204228699437,2.80441307463886,0.014145049272353,0.837343488752643,-4.18960187112424
"17","GB42579",359,337,508,710,934,350,121,352,318,101,142,395,0.821882365557401,5.80570930727391,3.3507032146286,0.0048039474998988,0.837343488752643,-4.07837030194701
