"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40032",265,514,338,639,370,222,298,290,227,255,211,252,0.835049979704408,5.74138421583013,2.77194857345036,0.0150800151476357,0.838381565571044,-4.18951583929876
"2","GB40392",44,25,61,97,57,19,79,124,140,154,107,63,-0.985149784545281,3.59093516282231,-3.10689814931157,0.00779189066676359,0.838381565571044,-4.23479896004605
"3","GB40606",1,3,5,15,10,8,17,16,24,26,36,19,-1.63330155540767,1.01032784572926,-3.57896520601972,0.00305878106860799,0.838381565571044,-4.41757054881509
"4","GB40686",260,289,295,816,398,172,290,323,216,169,202,315,0.681277268958098,5.63709170898939,2.99691888790801,0.00968496245490509,0.838381565571044,-4.12950489847302
"5","GB40929",78,47,94,119,169,62,158,154,188,110,139,117,-0.476666490778339,4.28932910387633,-2.76871276376343,0.015175933028572,0.838381565571044,-4.21794005243596
"6","GB41068",833,1051,947,2007,973,596,859,774,415,752,460,970,0.863989369218097,7.16357476594016,2.78684213914608,0.0146461090108213,0.838381565571044,-4.28366325474069
"7","GB41284",132,95,159,239,205,156,3327,233,619,603,530,198,-1.64480164312313,5.70267798743825,-3.08108455810039,0.00820030936603506,0.838381565571044,-4.15703620100643
"8","GB41285",22,24,48,70,86,36,106,79,146,55,90,91,-0.842991829065264,3.44745543861603,-3.33844495221652,0.00492473837260226,0.838381565571044,-4.21244261040465
"9","GB41335",170,122,231,422,350,143,177,227,149,168,123,289,0.493491739635144,5.12004873648082,2.76615957877899,0.0152520361515227,0.838381565571044,-4.17659279708993
"10","GB41494",117,75,124,136,156,68,89,125,73,38,64,107,0.64244889768392,4.00697036089377,3.15116448475493,0.00713798645973023,0.838381565571044,-4.17032113419035
"11","GB41660",8,10,9,15,24,4,4,11,2,3,5,11,1.15213457980328,0.426581400229228,3.00520610829953,0.00952770068322997,0.838381565571044,-4.47805014455492
"12","GB41988",18,16,21,54,49,16,45,62,63,53,64,41,-0.803577514168873,2.71322657574198,-3.23980888385586,0.00598817471807457,0.838381565571044,-4.31523099732691
"13","GB42178",257,137,499,502,588,338,696,810,883,448,685,792,-0.763565897164992,6.43780003596212,-3.70372017542943,0.00239102077102489,0.838381565571044,-4.0624092325308
"14","GB42184",440,172,395,507,1147,215,658,956,699,484,523,933,-0.566713072941798,6.51037427542134,-2.82329652755888,0.0136348923511194,0.838381565571044,-4.23522963724067
"15","GB42306",49,32,111,122,135,54,129,137,150,93,142,137,-0.551617035951224,4.10374884238057,-3.27310171066183,0.00560576718186195,0.838381565571044,-4.13107676759765
