"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40112",123,68,173,200,89,73,100,121,126,41,96,117,0.648772896487241,4.17214026837776,3.01095018100299,0.00936131137783971,0.967990134015265,-4.17383703472714
"2","GB40538",80,92,157,191,143,179,151,192,160,72,106,96,0.537088498906115,4.49229350611028,2.77768743334204,0.0148357503664098,0.967990134015265,-4.19753441327407
"3","GB40758",832,386,1210,1352,1218,615,2334,2359,4353,833,842,2004,-0.652801003660858,7.76444437629899,-2.71834482646294,0.0166677304409721,0.967990134015265,-4.34031393658343
"4","GB40773",230,73,280,186,266,131,371,404,898,211,238,365,-0.620590239398227,5.48428708249439,-2.68157538140972,0.0179113750948615,0.967990134015265,-4.21809675131418
"5","GB41266",106,147,214,307,255,219,220,316,188,65,199,116,0.647054477017901,4.97978828862815,2.61201348992691,0.020514844817992,0.967990134015265,-4.21968393515861
"6","GB41292",76,44,114,101,107,54,261,178,250,61,106,156,-0.549575446598032,4.25392246995596,-3.13018210690124,0.0073895206383472,0.967990134015265,-4.15523340117488
"7","GB41361",49,72,809,2747,457,359,434,90,19,28,294,40,2.42959693440234,4.83262760613993,2.6460040925343,0.0191999417112006,0.967990134015265,-4.26223808710082
"8","GB41386",335,207,606,468,503,315,820,934,1067,290,513,934,-0.439961738700707,6.49921003696943,-2.76328613925834,0.0152614178226502,0.967990134015265,-4.25298822842605
"9","GB41616",24,16,54,40,50,52,117,104,198,40,40,137,-0.922586238596009,3.33217739180986,-3.24368181612874,0.00589756339922228,0.967990134015265,-4.25315454884516
"10","GB41671",574,1037,663,955,578,1168,745,757,957,347,665,444,0.837846908030489,6.94149265333412,2.63844005764018,0.0194853041759208,0.967990134015265,-4.30709431670385
"11","GB41695",43,18,45,58,60,44,39,64,59,10,30,23,0.75883293445593,2.69660804905195,3.16406230766857,0.00690861893635055,0.967990134015265,-4.32544281467676
"12","GB41792",23,30,36,28,38,27,105,77,189,31,34,165,-1.10566422728954,3.11855256299481,-3.12680574545124,0.00743923024184554,0.967990134015265,-4.29536985875023
"13","GB42170",67,223,136,213,120,149,116,132,134,50,120,73,0.880963349050695,4.37096929748977,2.75744437742738,0.0154374616868912,0.967990134015265,-4.2145217468851
"14","GB42174",92,43,153,124,156,72,219,232,363,84,138,168,-0.459285850303361,4.54743549699246,-2.65499332455699,0.0188660720359255,0.967990134015265,-4.23579709460543
"15","GB42203",130,43,202,162,194,74,279,437,460,83,204,294,-0.663287720355706,4.92958990488752,-2.81639422953524,0.0137483029069995,0.967990134015265,-4.18740571998567
"16","GB42303",10,6,12,7,6,5,18,35,112,8,10,33,-1.36856380547037,1.28074172617617,-2.81326627878702,0.0138332068763484,0.967990134015265,-4.46039165175192
"17","GB42334",75,170,92,157,120,163,87,114,117,53,137,52,0.889993945798258,4.19343873234579,2.63902655833634,0.0194630316953034,0.967990134015265,-4.25592461894663
"18","GB42670",5,2,19,12,12,6,19,30,38,7,15,26,-0.894908575895472,1.16446015066259,-2.82356401454022,0.0135556074987376,0.967990134015265,-4.46351030929926
"19","GB42897",10,16,17,19,13,13,13,18,15,8,6,4,0.962590723870625,1.09035090345662,2.74655911258678,0.0157707892031879,0.967990134015265,-4.47060703791756
"20","GB43084",271,304,304,501,425,485,330,447,389,192,373,318,0.5826588791269,5.94059056032318,2.60497571095958,0.0207977723560884,0.967990134015265,-4.24822037259902
"21","GB43246",130,68,273,180,205,55,324,399,568,140,277,419,-0.882838388799504,5.17830959009621,-3.32100762445295,0.00505716813270833,0.967990134015265,-4.07466468390718
"22","GB43258",274,283,359,518,296,398,397,482,424,123,339,319,0.541055866655128,5.86725316454901,2.68196338384485,0.0178977930271289,0.967990134015265,-4.22575806069571
"23","GB43412",113,83,163,175,119,133,134,176,151,76,116,116,0.46009627188845,4.46590706139441,2.93304111630246,0.0109220462547115,0.967990134015265,-4.16281303875439
"24","GB43579",46,28,179,109,65,18,233,313,751,54,63,248,-1.29557931988386,4.17928561046649,-2.60724416434697,0.0207061685697182,0.967990134015265,-4.29674797475736
"25","GB43586",55,28,81,31,86,52,112,159,240,61,73,175,-0.872800291558817,3.79895524858132,-3.06248260766921,0.00845219585151312,0.967990134015265,-4.22779214102647
"26","GB43626",143,92,252,296,244,221,275,220,292,109,173,160,0.423360374477631,5.09022405758172,2.8555083169042,0.0127287179528337,0.967990134015265,-4.15668603689558
"27","GB43851",9,6,22,13,17,5,17,44,51,17,21,34,-0.912794082147821,1.63217383244791,-2.6753960274221,0.018129036804772,0.967990134015265,-4.45501262531217
"28","GB44420",191,114,389,170,216,204,402,609,727,188,255,408,-0.534670961611901,5.61344080572842,-2.60333096818784,0.0208644343229422,0.967990134015265,-4.23940419767395
"29","GB44512",196,474,408,485,345,452,420,367,319,178,280,169,0.909832753723351,5.81509774784155,2.935081211221,0.0108780828606858,0.967990134015265,-4.16541684272979
"30","GB44710",376,86,225,204,123,112,488,371,1997,219,351,817,-1.24361791924916,5.70307029590152,-3.23987711661749,0.00594233716267083,0.967990134015265,-4.11671391879729
"31","GB44791",22,15,35,28,45,16,67,65,79,27,38,45,-0.585715542866347,2.65055100570242,-2.81285637573702,0.01384437106869,0.967990134015265,-4.37605059220032
"32","GB44798",62,21,100,77,70,22,122,179,249,38,105,126,-0.818802331340265,3.76296309891668,-2.94149272479687,0.0107410475162458,0.967990134015265,-4.25286337271863
"33","GB44849",122,247,166,444,138,260,143,152,114,100,237,139,0.990045081025481,4.91438579432022,2.61187345603017,0.0205204379287283,0.967990134015265,-4.22360107889168
"34","GB45092",140,148,135,169,119,135,131,189,181,42,96,128,0.616970990741013,4.48183311692503,2.77498610301848,0.0149147025227081,0.967990134015265,-4.19967436960505
"35","GB45413",51,62,72,58,85,23,103,219,240,42,142,149,-0.914296315155463,3.89094518319957,-2.92140504225967,0.0111761623683748,0.967990134015265,-4.24368597617158
"36","GB45796",657,115,123,46,943,681,4639,2513,4713,2413,936,468,-2.49892867400767,6.9582512651243,-2.84411708620755,0.0130177539570836,0.967990134015265,-4.28508942654135
"37","GB45797",33,4,13,0,292,4,99,239,888,127,140,37,-3.49066170727124,2.82442722583799,-2.9285520385465,0.011019400991978,0.967990134015265,-4.39511010065426
"38","GB45969",48,6,39,47,8,41,60,98,274,42,36,109,-1.33325845594006,2.95822878833197,-2.61492797100641,0.0203987709667637,0.967990134015265,-4.38539690601876
"39","GB46146",55,64,135,149,137,62,320,207,309,122,121,296,-0.771446494633444,4.61631855498468,-3.37564742996997,0.00453660180373014,0.967990134015265,-4.08112548626341
"40","GB46211",253,405,370,529,362,718,316,346,503,173,366,301,0.826470733095197,5.99830576093816,2.98391119125638,0.00987630558302522,0.967990134015265,-4.16613302154465
"41","GB46960",5,0,12,15,14,0,12,28,46,7,20,17,-1.84842300427108,0.597647505528382,-2.6585568721156,0.0187352807443831,0.967990134015265,-4.49260031039764
"42","GB46975",3,1,16,16,13,0,18,23,61,10,14,17,-1.70124560419869,0.764067136779276,-2.68960026604669,0.0176324888641524,0.967990134015265,-4.48704872595816
"43","GB47411",88,56,127,104,114,85,198,287,284,75,163,156,-0.537270761255617,4.49395802513774,-3.53333464779356,0.00331651794447114,0.967990134015265,-4.04784936511936
"44","GB47423",148,62,175,141,148,114,264,293,426,105,159,247,-0.43819530819965,4.88756876263945,-2.82688294283215,0.0134673050083147,0.967990134015265,-4.17839811173581
"45","GB47557",15,7,13,11,11,10,4,13,13,6,7,6,0.924022911116154,0.740796675075554,2.68818175598695,0.0176814772691875,0.967990134015265,-4.48693021872839
"46","GB47566",200,105,159,206,197,96,290,328,583,141,276,477,-0.652023703213681,5.27722433302483,-2.88802931783317,0.0119377298146477,0.967990134015265,-4.164629567165
"47","GB47734",52,38,73,93,91,42,131,131,201,50,93,127,-0.47529747289984,3.86927477869272,-2.82901093352837,0.0134109847040321,0.967990134015265,-4.25483620549251
"48","GB47742",12,18,24,27,41,37,15,20,20,10,35,8,1.04041168737355,1.83322827151985,2.74063173893229,0.0159552348319016,0.967990134015265,-4.43643132551056
"49","GB47779",3,7,18,36,73,3,57,71,51,47,63,36,-1.46412002611646,2.20062098317943,-2.62939118964397,0.0198320783530557,0.967990134015265,-4.43441949234625
"50","GB47998",227,157,558,342,416,223,919,718,909,273,349,658,-0.562215152091183,6.17477897212448,-2.9577599840651,0.0104009431297508,0.967990134015265,-4.18975186674548
"51","GB48303",1,2,10,7,12,3,29,20,20,7,10,14,-1.25238582738826,0.604910009844669,-3.22900166210411,0.00607219779302207,0.967990134015265,-4.45823313105424
"52","GB48343",38,7,39,31,15,13,94,136,377,25,22,188,-1.82165658616842,2.91237729097075,-3.09309853749899,0.00795405444084782,0.967990134015265,-4.33207866721412
"53","GB48811",834,1466,1188,2017,1309,1566,1180,1360,1132,611,1280,1197,0.72918684731569,7.73299346077535,2.61560317526437,0.0203719705624161,0.967990134015265,-4.35436494781907
"54","GB48969",131693,9284,262270,123739,57146,42287,336960,322154,501127,193274,76460,766957,-1.75821581447231,14.5873340398562,-2.73143168777394,0.0162456862192148,0.967990134015265,-4.50806063504207
"55","GB49190",47,88,42,73,80,77,45,62,62,26,60,27,0.91379342181545,3.2473122214881,2.73588338516632,0.0161045062398658,0.967990134015265,-4.33109672864222
"56","GB49368",18,8,38,25,42,19,50,60,106,25,37,52,-0.727466359939365,2.55873912126053,-2.96462695822652,0.010260578202678,0.967990134015265,-4.36615411159956
"57","GB49369",65,23,129,57,78,47,134,178,350,55,77,182,-0.796327643078421,3.97902225460431,-2.81478636770963,0.0137918822760353,0.967990134015265,-4.25458908476051
