"1","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6"
"2","NR.1","NR.2","NR.3","NR.5","NR.6","VS.3","NR.4","VS.1","VS.2","VS.4","VS.5","VS.6"
"3","NR.1","NR.3","NR.4","NR.5","NR.6","VS.6","NR.2","VS.1","VS.2","VS.3","VS.4","VS.5"
"4","NR.1","NR.2","NR.3","NR.5","VS.2","VS.5","NR.4","NR.6","VS.1","VS.3","VS.4","VS.6"
"5","NR.1","NR.3","NR.5","VS.1","VS.4","VS.6","NR.2","NR.4","NR.6","VS.2","VS.3","VS.5"
"6","NR.1","NR.2","NR.5","VS.1","VS.4","VS.6","NR.3","NR.4","NR.6","VS.2","VS.3","VS.5"
"7","NR.1","NR.5","NR.6","VS.3","VS.5","VS.6","NR.2","NR.3","NR.4","VS.1","VS.2","VS.4"
"8","NR.1","NR.2","NR.3","NR.4","NR.6","VS.1","NR.5","VS.2","VS.3","VS.4","VS.5","VS.6"
"9","NR.1","NR.2","NR.5","NR.6","VS.2","VS.3","NR.3","NR.4","VS.1","VS.4","VS.5","VS.6"
"10","NR.1","NR.2","NR.3","NR.5","VS.3","VS.5","NR.4","NR.6","VS.1","VS.2","VS.4","VS.6"
"11","NR.1","NR.2","NR.3","NR.4","NR.6","VS.4","NR.5","VS.1","VS.2","VS.3","VS.5","VS.6"
"12","NR.1","NR.2","NR.3","NR.5","VS.1","VS.2","NR.4","NR.6","VS.3","VS.4","VS.5","VS.6"
"13","NR.1","NR.3","NR.6","VS.1","VS.2","VS.3","NR.2","NR.4","NR.5","VS.4","VS.5","VS.6"
"14","NR.1","NR.4","NR.5","VS.2","VS.3","VS.6","NR.2","NR.3","NR.6","VS.1","VS.4","VS.5"
"15","NR.1","NR.3","NR.5","NR.6","VS.3","VS.6","NR.2","NR.4","VS.1","VS.2","VS.4","VS.5"
"16","NR.1","NR.3","NR.4","VS.4","VS.5","VS.6","NR.2","NR.5","NR.6","VS.1","VS.2","VS.3"
"17","NR.1","NR.3","NR.6","VS.1","VS.3","VS.4","NR.2","NR.4","NR.5","VS.2","VS.5","VS.6"
"18","NR.1","NR.3","NR.4","NR.5","VS.3","VS.4","NR.2","NR.6","VS.1","VS.2","VS.5","VS.6"
"19","NR.1","NR.2","NR.4","VS.1","VS.3","VS.4","NR.3","NR.5","NR.6","VS.2","VS.5","VS.6"
"20","NR.1","NR.4","VS.1","VS.3","VS.5","VS.6","NR.2","NR.3","NR.5","NR.6","VS.2","VS.4"
