"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40421",23,24,41,14,27,26,33,3,7,7,11,22,1.0536103444165,1.09137618028276,3.29602448905886,0.00568287945131813,0.988572121461601,-4.35161754416389
"2","GB40425",76,31,70,31,83,102,21,18,22,26,38,57,0.998894477339471,2.4053938511544,4.44062865850987,0.000641525691885365,0.988572121461601,-4.05234055799866
"3","GB40609",33,22,57,11,51,51,17,13,13,18,28,14,1.00193895768068,1.61013768843894,3.6512953053505,0.00285987513356695,0.988572121461601,-4.2620868010549
"4","GB40624",206,120,388,92,347,270,609,135,189,351,375,706,-0.740570253337085,5.09274577016632,-2.99619693997087,0.0101606499206117,0.988572121461601,-3.92217396091693
"5","GB40773",372,210,781,127,443,469,625,166,749,582,575,860,-0.705917500761311,5.77792679550393,-2.83740024696384,0.0138095317026116,0.988572121461601,-3.99277003668758
"6","GB40823",77,54,104,42,63,85,46,27,40,32,59,96,0.446599759629613,2.8516568048307,2.81257152416891,0.0144864479260461,0.988572121461601,-4.23382909657021
"7","GB40972",460,305,405,145,604,575,796,236,525,448,507,787,-0.511201182366749,5.81826689220243,-2.61901136059391,0.0210024488458598,0.988572121461601,-4.07013206446311
"8","GB41297",688,490,285,479,332,874,48,182,94,246,156,826,1.485742732505,5.22168311206189,2.67137977371221,0.0190007260760989,0.988572121461601,-4.06066186029209
"9","GB41439",360,235,523,156,444,381,501,220,377,423,456,491,-0.379909834121982,5.53051391927827,-2.9743168605505,0.0106001177982822,0.988572121461601,-3.9299479551279
"10","GB41643",847,520,262,646,340,941,9,205,110,318,99,454,2.20793232535409,5.03290351639523,2.7544342788201,0.0162014605741198,0.988572121461601,-4.06746849656008
"11","GB41699",13,8,13,9,12,14,27,11,13,8,26,29,-0.69876938380573,0.882259381480208,-2.57644907421741,0.0227788370991075,0.988572121461601,-4.43698544392612
"12","GB41754",430,256,1016,156,585,605,853,273,1081,623,731,723,-0.731389332382882,6.09659601193148,-2.84321666092436,0.0136555085451971,0.988572121461601,-4.01027198222686
"13","GB42084",814,539,2106,353,1296,1157,1537,621,1446,1302,1444,1355,-0.595502924194709,7.0719407964141,-2.78851316486394,0.0151734074695459,0.988572121461601,-4.10541058041454
"14","GB42195",305,263,413,172,424,357,391,221,360,361,420,458,-0.306652829592262,5.42208808919321,-2.66294177289495,0.0193102193844422,0.988572121461601,-4.03868122143995
"15","GB42260",18,16,25,9,41,22,8,3,3,2,18,35,1.26834517269286,0.658889054198704,2.91347988455634,0.01192337502131,0.988572121461601,-4.41703096876373
"16","GB42385",3222,1495,6527,957,5280,4731,9267,1873,9907,6872,5240,4856,-1.01649061704122,9.04201958284016,-2.78099996105177,0.0153944149494335,0.988572121461601,-4.23494451442477
"17","GB42481",38,49,83,32,55,94,34,21,27,19,60,60,0.597709152287484,2.46503547434861,2.58323671986575,0.0224860976582187,0.988572121461601,-4.32223050015173
"18","GB42580",231,169,368,78,379,176,558,148,220,392,421,403,-0.732929894601006,5.0592196945691,-3.0088705989599,0.00991440646918105,0.988572121461601,-3.91792832774917
"19","GB42742",98,77,133,60,126,126,85,44,64,75,95,96,0.351125211770559,3.46992507215872,2.69831354902234,0.0180448292276771,0.988572121461601,-4.17740818287113
"20","GB42797",210,45,222,65,167,170,427,86,199,287,249,454,-1.04145669504464,4.50946497757832,-3.64461663233937,0.00289688527649388,0.988572121461601,-3.76632130733777
"21","GB42855",90,65,121,42,125,99,48,46,60,55,74,91,0.439493456695219,3.21209451128695,3.06978214686377,0.00881112657483834,0.988572121461601,-4.12540364838116
"22","GB42907",77,56,117,19,81,108,180,45,75,95,133,135,-0.625544109913481,3.40109205368326,-2.715670623909,0.0174538472261516,0.988572121461601,-4.18433418113021
"23","GB42964",83,91,107,53,99,103,67,40,57,40,87,88,0.429582360557029,3.22685603144919,2.66557765304186,0.0192130157359772,0.988572121461601,-4.21865338172938
"24","GB43070",17,15,16,13,8,31,9,1,3,8,7,19,1.1578199186152,0.362481568538858,2.61058360710976,0.0213431717603664,0.988572121461601,-4.45625640315277
