"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40217",98,93,55,63,161,321,161,314,103,63,377,187,-0.685705503856669,4.12699537140395,-2.14527078054716,0.0511387316852697,0.999790706853166,-4.27866163884339
"2","GB40340",11,10,5,6,14,15,9,21,15,12,10,21,-0.543184281850639,0.621752456986298,-2.12750038772953,0.0528286466814553,0.999790706853166,-4.4955521316704
"3","GB40386",168,189,80,124,256,202,114,164,75,90,156,154,0.388706294491423,4.15844377690925,2.63528992385057,0.0203994776097663,0.999790706853166,-4.11360213505152
"4","GB40538",136,125,109,102,169,147,173,228,149,72,168,193,-0.34817104341413,4.1901752072881,-2.28817334699797,0.0392786054955852,0.999790706853166,-4.22339348396049
"5","GB40541",72,57,30,38,160,76,55,30,20,38,87,27,0.807148478434462,2.65592312004449,2.16323660563323,0.0494816555369046,0.999790706853166,-4.39055286221715
"6","GB40625",121,101,43,79,213,165,91,67,44,67,137,70,0.588833381531569,3.52707772328612,2.13305193082723,0.0522951957043633,0.999790706853166,-4.32831946489533
"7","GB40695",406,1129,410,309,1408,3406,1144,3032,1692,611,3729,2475,-1.20117903369901,7.27384334959341,-2.67412730576165,0.0189398389116439,0.999790706853166,-4.16509478478317
"8","GB40696",1752,3876,2367,2753,7197,16942,5572,16311,7526,4630,15927,7039,-1.06657696624258,9.57573059177619,-2.6063976317664,0.0215557168959968,0.999790706853166,-4.31050346787595
"9","GB40697",3385,4644,4671,2757,9901,21503,8100,20974,9770,6326,18846,10161,-0.974116399827544,10.0339711029525,-2.5413006458712,0.0243984409431515,0.999790706853166,-4.34237454830811
"10","GB40703",497,578,304,443,999,549,278,789,331,195,581,539,0.336456660818186,5.89303840691167,2.44360005997408,0.0293544979908284,0.999790706853166,-4.1442834948265
"11","GB41201",5,11,3,4,10,12,7,19,7,5,12,13,-0.558018681176925,0.119673362360109,-2.16231231816203,0.0495656671462745,0.999790706853166,-4.50583524592964
