"","ID","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB49806",89,121,106,146,89,58,77,29,30,69,34,42,1.67283532585256,3.26797197224397,6.58877071029498,1.24331652353617e-05,0.0610468413056258,2.98859295234312
"2","GB55730",295,370,512,413,207,154,266,188,185,179,235,115,1.20564572331018,5.13081780120084,6.63956494459495,1.14463440313443e-05,0.0610468413056258,3.47946374451551
"3","GB42249",461,614,836,768,315,283,539,445,327,346,410,229,0.98010868438176,5.98697663826328,6.04192105201328,3.09739843769649e-05,0.0711740689881465,2.60354111784358
"4","GB49397",581,859,1184,1339,547,551,977,798,860,646,635,415,0.719099396921194,6.76663186333908,5.95028869225954,3.6239342661989e-05,0.0711740689881465,2.41057770101066
"5","GB52788",72,80,122,144,65,58,87,74,75,69,52,54,0.874369267143923,3.48611331285527,6.08913951816898,2.85798276817775e-05,0.0711740689881465,2.43050798991418
"6","GB40626",3032,2564,2967,3533,2072,1685,2546,1415,1805,1244,1590,1470,1.21469084251657,8.23200814420246,5.72766301212,5.33263522247251e-05,0.0862530007659282,1.91578239829694
"7","GB40975",87,82,145,121,62,41,66,48,51,43,77,46,1.16476857417635,3.3054162135356,5.21835314541935,0.000132388408502631,0.0862530007659282,1.13413709448673
"8","GB42233",146,110,144,212,131,79,147,58,89,48,78,59,1.29895487830324,3.86548635201026,5.21831200515325,0.000132398320064768,0.0862530007659282,1.22149672049819
"9","GB42550",158,190,249,262,126,179,262,207,133,150,137,77,0.826462510338378,4.62964879680713,5.08970167420873,0.00016749294646723,0.0862530007659282,1.08122775960842
"10","GB44121",915,801,1102,1490,696,679,1140,730,820,784,737,543,0.797136455636847,6.94660588710345,5.17777356109922,0.000142550033831721,0.0862530007659282,1.20051914126932
"11","GB44220",355,231,280,428,257,201,286,198,198,99,155,104,1.32169991890005,4.97640087839341,5.37215277035573,0.000100227505998405,0.0862530007659282,1.5506359759402
"12","GB44412",87,107,157,200,90,99,153,88,78,87,120,77,0.801592906683739,3.97867617235797,5.18366573703923,0.000141025616991113,0.0862530007659282,1.18759654029612
"13","GB46145",4452,3281,3960,5400,2995,2562,4522,2227,2309,2385,2185,2060,1.11643415449123,8.79832583544162,5.11894898924247,0.000158742080655533,0.0862530007659282,0.958519980479356
