"","ID","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB44548",379,1496,1496,1341,1016,530,163,47,265,114,144,207,2.17855549768932,5.74083478900527,6.40417968004801,1.77732350184949e-05,0.085427054116396,1.93825286697317
"2","GB48020",9563,34984,51234,23179,30870,17060,4161,1949,11066,2108,3351,2380,2.31630859168757,10.4084324828028,6.45539736383285,1.63419777989678e-05,0.085427054116396,0.690144861064329
"3","GB53374",108,117,213,277,183,246,54,44,92,30,52,101,1.07191007321207,3.92946737349407,6.01947039289025,3.37808438072822e-05,0.108245083839801,1.29769601071683
"4","GB42540",487,1682,1511,1217,1118,1408,1902,2851,3249,1205,1244,2842,-1.38787024863218,7.84847659042511,-5.16126503557858,0.000152357530959441,0.366153236278276,0.318242252554521
"5","GB40021",4390,9801,10062,16038,7788,8769,15677,11881,26255,7928,9222,10859,-1.06085773450687,10.6203614639787,-4.83282837141712,0.000278343884781609,0.382245680629372,-0.682573495454867
"6","GB44549",32273,70904,44588,105886,60123,43229,7399,6136,24770,11254,8539,3966,2.09473504559891,11.6765433264077,4.95859208435225,0.0002206257040813,0.382245680629372,-0.871946953857086
"7","GB51558",83,92,218,286,159,207,62,41,66,38,58,79,0.99368438007529,3.81832442187387,4.85227665883884,0.000268483786969763,0.382245680629372,-0.0347512690211449
"8","GB43560",24,44,48,72,34,50,82,77,83,29,119,63,-1.23950970908124,3.04547938392408,-4.70177904420157,0.000355348583746456,0.426995741944336,-0.474494313995595
"9","GB45851",224,590,646,1149,806,356,304,149,285,74,170,165,1.08695403134504,5.53320733934947,4.51068160324626,0.000509234754041171,0.445024880963434,-0.243595425068655
"10","GB46068",124,162,221,344,224,218,225,167,281,127,218,301,-0.606212283602001,4.96334476071598,-4.55732316612538,0.000466240632315829,0.445024880963434,-0.136419968812302
"11","GB49885",472,965,1330,1295,1131,902,1367,1013,1947,588,886,1182,-0.724417219117368,7.25991017139409,-4.56188436610546,0.000462242233039909,0.445024880963434,-0.315684594154516
"12","GB42311",76,349,124,436,270,292,46,9,174,31,27,16,2.16227434536082,3.6546469311145,4.40304686784285,0.000624769764401409,0.458743830776853,-0.7716632318836
"13","GB49890",256,648,868,1370,893,427,2680,518,1666,574,1726,1090,-1.40357845926769,7.02498507676688,-4.40944266094443,0.000617203054281864,0.458743830776853,-0.488376090751913
"14","GB50037",13,17,37,40,16,13,41,61,39,40,43,43,-1.56629530764827,2.18413320980189,-4.36789401009586,0.000668096705594085,0.458743830776853,-1.23180488104679
"15","GB41301",490,883,896,1196,1100,936,1408,887,1370,454,967,1116,-0.677994063731781,7.11570836375061,-4.32126735072844,0.000730380807860819,0.46807671373107,-0.61824289295375
"16","GB50026",1608,611,793,4523,5974,1038,328,119,949,93,144,51,2.71746779181957,6.32652283968831,4.25652614816633,0.000826907627952656,0.496816439219305,-0.704241857624686
"17","GB43908",391,1667,1842,2092,1387,1059,495,341,808,257,472,347,0.977360026433979,6.7628084645989,4.21858998014634,0.000889463851840817,0.502965647514457,-0.726459872955103
"18","GB50003",117,162,243,372,309,255,134,66,141,69,116,109,0.621030462185606,4.50836548617498,4.11090670441395,0.00109483436839302,0.560826094976639,-0.850013048907925
"19","GB54549",13353,46911,47978,88640,66343,51570,10755,10208,36066,9303,5718,14404,1.34475045772941,11.7765456660357,4.10450909465597,0.0011084672635552,0.560826094976639,-1.66447500734614
"20","GB43401",45,63,74,133,71,73,33,14,62,14,30,23,0.878921180647906,2.70662125995978,4.05359951204096,0.00122333515951311,0.587996044419978,-1.38462101740965
"21","GB46310",88,110,128,225,298,184,22,38,51,64,11,87,1.58989880761785,3.53072724174465,3.99779529082976,0.00136330674886379,0.595703080764891,-1.24220250128665
"22","GB55196",47,42,73,181,73,85,39,10,51,6,18,27,1.24631520534106,2.54037724888528,4.02001414636857,0.00130571319900342,0.595703080764891,-1.5000827234204
"23","GB41540",4,11,33,5,5,41,68,17,52,8,56,80,-2.36520167204461,1.61200034334141,-3.9595582617862,0.00146856605415052,0.611620378803732,-1.89180041268333
"24","GB49963",581,3963,840,4378,3759,4895,479,669,1050,118,441,176,2.0185832939158,7.13826801551411,3.93952668965743,0.00152698315731713,0.611620378803732,-1.1707865608463
"25","GB42761",125,125,297,356,195,351,94,36,127,43,119,108,0.900819605073823,4.30568207244342,3.69253244524724,0.00247567475813828,0.627119865969364,-1.49550390515093
"26","GB45406",92,74,106,228,121,200,39,58,73,18,52,50,0.91742376310016,3.49664292242778,3.76554520803623,0.00214529332607883,0.627119865969364,-1.52277746215988
"27","GB46956",5,16,35,80,30,41,4,0,20,6,2,3,2.37947182349718,0.563156020819819,3.90043720598559,0.00164789540256053,0.627119865969364,-2.2334964233113
"28","GB48346",204,258,279,413,368,278,396,243,385,194,275,349,-0.591619929800769,5.46450928270891,-3.75953654000567,0.00217070668400062,0.627119865969364,-1.31513840310809
"29","GB48555",24,22,61,35,43,36,38,31,122,22,39,63,-1.01256444211248,2.57558512988837,-3.74020926552953,0.00225454187963077,0.627119865969364,-1.76907488477705
"30","GB48850",17,94,65,104,80,69,18,14,39,18,10,33,1.12760164333699,2.41930388479901,3.70354789472738,0.00242270394350932,0.627119865969364,-1.88954016003057
"31","GB50099",399,705,1317,2302,946,1400,500,201,824,166,396,585,0.8455210650094,6.54991969792093,3.68518761980204,0.00251164514426091,0.627119865969364,-1.4810088548035
"32","GB50118",1284,730,904,4171,1140,946,475,204,677,293,352,169,1.41712435544483,6.57304563292932,3.6786256818743,0.00254422914519975,0.627119865969364,-1.49866721794092
