"","ID","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40069",24,195,41,20,7,24,17,26,19,20,4,13,1.1413835941646,1.66794189332267,2.24637566878251,0.0416884896182797,0.999845721319881,-4.47970839344995
"2","GB40109",422,1364,1169,1165,323,572,1202,1038,1094,699,738,819,-0.305130006791731,6.92749423756503,-2.02039210300637,0.0633028321101247,0.999845721319881,-4.38771384598593
"3","GB40384",13,30,18,19,8,23,8,16,17,16,2,10,0.737427671141854,0.996059811324198,2.07931785265189,0.0568389252371846,0.999845721319881,-4.51617835972118
"4","GB40464",6,18,19,23,5,6,4,8,11,5,6,0,1.39371013277972,0.0800818858985738,2.44113896293717,0.02883176089149,0.999845721319881,-4.50864696378211
"5","GB41352",10,31,24,16,5,7,15,38,36,18,11,13,-0.538748994870843,1.28367831349799,-1.93614984096822,0.0737190121643922,0.999845721319881,-4.52083064729513
"6","GB41440",12,27,21,31,13,23,20,36,38,32,34,29,-0.612261845989787,1.92302844690587,-2.24464422973832,0.041823995201246,0.999845721319881,-4.46800983828051
"7","GB41447",48,242,119,148,44,55,85,99,105,72,49,49,0.371385867890739,3.60264113865309,1.9209754203419,0.075753283529245,0.999845721319881,-4.43349899337928
"8","GB41521",220,617,601,373,130,293,360,481,563,332,338,498,-0.326091560605375,5.78775297595496,-2.08757629291301,0.0559833250049342,0.999845721319881,-4.33733696809696
"9","GB41522",64,144,194,141,55,102,137,165,206,102,168,133,-0.439056998150589,4.23495779123147,-2.17636197753104,0.0475095380387054,0.999845721319881,-4.33847683021927
"10","GB41540",4,5,5,52,8,56,11,33,41,68,17,80,-1.58092217870524,1.61200034334141,-2.09417059735221,0.0553087057453653,0.999845721319881,-4.49808962952152
"11","GB41552",15,149,30,28,12,28,4,23,38,31,10,15,0.95379234731905,1.73700596624158,1.93259452048023,0.0741911362200037,0.999845721319881,-4.50955512628359
"12","GB41639",122,446,250,240,97,147,142,233,231,162,87,113,0.351304210910247,4.66992019852629,2.28459614551808,0.0388004490772429,0.999845721319881,-4.29007230513146
"13","GB41732",169,626,678,644,209,468,882,674,783,407,398,483,-0.452898647238432,6.17925434999407,-2.15643047008564,0.049300707328412,0.999845721319881,-4.32946804697261
"14","GB42332",57,181,129,105,27,70,133,156,132,89,93,78,-0.359337221484082,3.82036955412817,-2.01611367474809,0.0637975268269126,0.999845721319881,-4.40037827859671
"15","GB42561",66,152,167,121,54,80,121,137,149,99,98,159,-0.320520332467803,4.0548729919951,-1.93847781475371,0.0734113522214138,0.999845721319881,-4.40580721370749
