"","ID","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB48130",181,191,181,292,166,278,205,47,29,68,70,21,2.64974202299773,4.01598368270008,5.65452749031139,6.39631725934008e-05,0.415954809803603,-1.57971034426361
"2","GB48147",767,1368,819,559,466,613,741,351,430,308,390,113,1.79860870715528,6.20770525182382,5.25481574822142,0.000129810093561927,0.415954809803603,-1.34525804713805
"3","GB49753",295,374,211,179,108,211,258,102,101,59,58,25,2.13205747335809,4.28009212643155,5.37829391724422,0.000104074602296343,0.415954809803603,-1.48992193566305
"4","GB42657",5,8,11,4,3,7,22,28,28,18,21,15,-1.08576896989084,0.81771504121639,-4.83306308195044,0.000280333907205466,0.482613377814144,-3.40648409694608
"5","GB46773",3,13,14,2,4,6,30,34,26,25,28,22,-1.42763964496866,0.957272744946341,-4.79431309530227,0.000301225451668039,0.482613377814144,-3.37905015880253
"6","GB48146",413,504,306,228,300,215,401,118,105,138,141,84,1.88559811622737,4.98148310843994,4.80562051726977,0.000294967627318985,0.482613377814144,-1.56045202770764
"7","GB40007",68,73,124,50,76,102,356,501,753,147,259,97,-1.18359376880209,4.48333431949933,-3.24465897085079,0.00600466786390411,0.523724594049534,-2.9411822479437
"8","GB40063",102,158,244,193,84,140,165,166,210,149,166,98,0.595560575705897,4.48804877992348,3.12991325870994,0.00752937518316495,0.523724594049534,-2.95342208004494
"9","GB40225",9,20,38,6,15,27,62,132,134,38,55,25,-1.25873809749448,2.26994922922179,-3.30308787703209,0.00535098275540851,0.523724594049534,-3.50096554213067
"10","GB40342",5,12,11,2,8,11,22,48,27,26,41,12,-1.16767645557889,1.10751253237971,-3.22325969417821,0.0062635503050726,0.523724594049534,-3.81117057293267
"11","GB40592",91,185,256,56,64,107,296,650,367,229,306,176,-0.760699110252604,4.78235893862247,-3.72630605549295,0.00232680772584309,0.523724594049534,-2.45938628335849
"12","GB40594",36,22,77,11,23,55,117,218,135,70,110,53,-1.09692189368337,3.11165425786217,-3.42143958036902,0.00423715408963575,0.523724594049534,-3.16854698789148
"13","GB41010",3,1,11,1,2,12,20,36,25,8,14,11,-1.53517311745532,0.272153322190838,-3.26071124355154,0.00581751194205142,0.523724594049534,-3.9006744417533
"14","GB41115",12,13,29,4,2,24,57,65,53,19,47,22,-1.1801273594267,1.62215388735977,-3.17102714086463,0.0069431672007374,0.523724594049534,-3.72707889335106
"15","GB41166",24,43,62,62,21,38,43,48,26,25,27,38,0.905497857448655,2.44033563313681,3.52906290747294,0.0034277363585378,0.523724594049534,-3.28822207654699
