"","ID","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40021",4390,9801,10062,7788,8769,15677,16038,11881,26255,7928,9222,10859,-0.718831874020148,10.6203614639787,-2.32507003008276,0.0358621803228455,0.999589892733211,-4.44076399552092
"2","GB40136",1768,9561,9507,23412,10108,5434,10304,1064,16820,1375,871,602,1.59879050049559,9.2846322624964,2.44673983948515,0.0284461886024599,0.999589892733211,-4.38479631555453
"3","GB40442",61,115,171,126,140,61,260,86,208,57,100,122,-0.41975188497268,4.08195998015291,-2.59512583132029,0.0213760331890188,0.999589892733211,-4.24639482777924
"4","GB40973",145,268,338,42,404,220,126,29,28,38,201,29,1.71415778927464,3.92697379829717,2.53797517659887,0.0238717831063027,0.999589892733211,-4.29647264691836
"5","GB40996",37,45,113,71,130,56,74,8,24,15,76,9,1.35166433048485,2.58853141585552,3.12219928187993,0.00760877743814166,0.999589892733211,-4.31722791668317
"6","GB41352",10,15,38,24,36,18,31,11,16,5,7,13,0.63240506685429,1.28367831349799,2.39776769935359,0.0312360898087631,0.999589892733211,-4.47809440029784
"7","GB41360",17,36,35,55,43,16,27,12,16,15,17,19,0.741874610056442,1.80829214582545,2.71705042008828,0.0168668284525825,0.999589892733211,-4.42084523126881
"8","GB41543",9,19,26,16,40,25,36,4,6,5,13,5,1.04409035132716,1.0135221394293,2.5564636116244,0.0230351609820177,0.999589892733211,-4.47494593359075
"9","GB41741",131,124,148,299,142,105,121,42,157,72,81,60,0.707375085445083,4.04224062304393,2.66134558190772,0.0187989822876318,0.999589892733211,-4.23817741761059
"10","GB41776",111,1330,1304,916,406,369,1135,79,369,105,126,89,1.32802969023432,5.57118392795756,2.51253004451936,0.0250711403414856,0.999589892733211,-4.23137158394473
"11","GB41777",1892,10436,6083,6559,5953,1607,4537,2372,2312,1493,1035,697,1.10938000757459,8.69398083553351,2.47134518701967,0.0271359100460077,0.999589892733211,-4.35759709908179
"12","GB42177",35,70,112,128,167,51,72,27,70,43,34,41,0.785646616463087,3.19341296407679,3.26356561023539,0.00575446070966399,0.999589892733211,-4.21920528264168
"13","GB42219",4,40,26,37,38,27,8,16,27,6,10,5,1.15228826906351,1.25753932012189,2.39791910028534,0.0312270757611635,0.999589892733211,-4.47957873522493
"14","GB42359",7,16,22,10,20,18,49,14,18,15,23,34,-0.819993242995995,1.48558060068065,-2.49311770899369,0.02602485212856,0.999589892733211,-4.4603860896308
"15","GB42417",66,116,142,185,146,139,287,100,237,62,102,187,-0.37939145644896,4.32875924550217,-2.49420235681682,0.0259706584724364,0.999589892733211,-4.25078293420724
"16","GB42434",10881,18407,11854,30329,20955,38991,53868,8690,16863,2787,4979,3378,1.11000362070277,10.9173499228214,2.31441007540938,0.0365928086789816,0.999589892733211,-4.4500479063194
"17","GB42903",7,7,8,8,8,9,27,9,10,7,8,19,-0.771579847583788,0.594655294837189,-2.40613794574988,0.0307414458030902,0.999589892733211,-4.5002020693667
"18","GB42907",19,95,133,81,108,31,135,130,257,51,67,201,-1.03220083656235,3.72149400880699,-2.85013848089673,0.013001119772478,0.999589892733211,-4.23615988086907
"19","GB42909",36,65,22,47,29,32,29,22,0,5,34,4,2.08789501308106,1.36772919618202,2.40373941962368,0.030882419953918,0.999589892733211,-4.47782238568492
"20","GB42984",399,354,739,87,774,399,180,60,14,117,727,20,2.31695348096345,4.70470514443758,2.58074281095438,0.02197932236223,0.999589892733211,-4.2506268220144
"21","GB43158",163,186,295,272,357,219,372,108,263,87,150,149,0.333709878654699,4.90139395109868,2.38858740380993,0.0317873150425531,0.999589892733211,-4.25234297331016
"22","GB43248",6804,12307,8074,19967,14735,8201,26673,1985,14428,2439,1706,2770,1.14262493551963,10.0369415273804,2.60657947768328,0.0209070866333217,0.999589892733211,-4.38603050992586
"23","GB43487",16,25,36,32,24,15,21,10,26,3,14,16,0.640042115779908,1.40537972170789,2.3820049424639,0.0321882391389732,0.999589892733211,-4.47482856643212
"24","GB43519",14,15,28,42,39,12,30,10,13,5,16,9,0.70269966148055,1.32851639265664,2.41628682449463,0.0301517008744071,0.999589892733211,-4.47469563667971
"25","GB43910",13,21,24,29,20,34,60,23,34,20,29,45,-0.712393350175256,2.0487461546512,-2.75498191020548,0.0156632534881228,0.999589892733211,-4.40070517958287
"26","GB44041",31,16,46,20,75,33,37,0,8,8,26,2,1.98579339325329,1.14890647624841,2.72524202894489,0.0165995083260278,0.999589892733211,-4.45748738638236
"27","GB44056",427,612,761,1082,983,722,1251,307,726,219,478,460,0.406887798546136,6.48220441310485,2.79078595209564,0.0146042907325539,0.999589892733211,-4.17671466032476
"28","GB44344",88,100,136,77,92,127,179,188,197,61,128,128,-0.667803421384202,4.14578440690674,-2.29887094617718,0.0376831026757747,0.999589892733211,-4.31505210720713
"29","GB44548",379,1496,1496,1016,530,163,1341,47,265,114,144,207,1.50545912354294,5.74083478900527,2.75647755428527,0.0156175540951742,0.999589892733211,-4.17352219199834
"30","GB44631",21,21,23,25,40,26,32,15,19,4,12,12,0.646339013839714,1.49811032399475,2.40736627696521,0.0306694878468094,0.999589892733211,-4.46859717455679
"31","GB45748",5,36,17,17,18,48,119,77,208,18,29,15,-1.66680140892486,2.22956516128893,-2.8115106338943,0.0140236463370963,0.999589892733211,-4.38592928371054
"32","GB45749",46,58,90,78,94,74,119,23,62,17,45,37,0.509063292343398,3.031911950623,2.54082862473769,0.0237407791526054,0.999589892733211,-4.35564774279054
"33","GB45775",396,620,1069,673,798,535,1408,694,1858,407,529,1124,-0.607207138855579,6.81641045824136,-3.16158572036859,0.00703930387825675,0.999589892733211,-4.11041578805178
