"","ID","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40012",190,125,158,76,123,140,155,162,106,80,31,36,1.19388396630409,3.93015956908459,3.45723898402226,0.00395815968130602,0.999353063180202,-4.06687536687514
"2","GB40080",54,46,86,11,68,31,46,32,25,28,27,8,1.39104252931414,2.28224298877111,3.09009442387687,0.00815900336797753,0.999353063180202,-4.33898573553376
"3","GB40135",13,33,58,18,39,35,31,50,21,19,14,27,0.777210543434316,2.03760231151252,3.28362818897414,0.00557233723601987,0.999353063180202,-4.337695241993
"4","GB40145",457,458,726,256,529,326,558,667,361,315,213,226,0.83186893795949,5.88039307903085,3.3507469599461,0.00488190372966964,0.999353063180202,-3.98692040321567
"5","GB40266",230,281,348,119,228,262,308,425,266,115,139,212,0.610380847116645,5.09012073216681,3.54182888471763,0.00335134263526602,0.999353063180202,-3.91894584759974
"6","GB40440",142,168,244,94,155,168,200,210,233,144,97,154,0.43550942860019,4.59343917818932,2.87043746463603,0.0125601799811067,0.999353063180202,-4.11994954249679
"7","GB40445",16,19,34,15,23,21,17,29,33,14,9,16,0.685110093266082,1.55934121671885,2.92162494884322,0.011361358338857,0.999353063180202,-4.41103082312641
"8","GB40727",218,291,443,172,209,279,287,407,309,204,126,330,0.506264651754391,5.27244403022374,4.02368584683647,0.00130761083128428,0.999353063180202,-3.80293514767265
"9","GB40923",75,77,123,37,98,60,93,87,69,66,40,59,0.687851966792052,3.39583608114288,3.13269347378291,0.00750254229360545,0.999353063180202,-4.20156158957702
"10","GB40975",87,82,121,26,165,54,145,66,48,45,32,25,1.16506285000721,3.23018353631609,2.79771223647854,0.0144796176011216,0.999353063180202,-4.28557084352166
"11","GB41296",33,16,111,37,36,79,14,74,9,27,8,13,1.78518733034366,2.05850854204459,3.40740997041235,0.00436623215831682,0.999353063180202,-4.32844802371103
"12","GB41689",29,48,63,30,45,53,51,41,35,22,28,37,0.863304558604763,2.54387453547296,4.15337924193595,0.00101790977900429,0.999353063180202,-4.18590973130877
"13","GB41756",48,81,101,63,87,26,99,40,20,54,19,16,1.43242869210639,2.77701720516513,2.93230388733859,0.0111258384316301,0.999353063180202,-4.31348290097677
