"","ID","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40027",62,82,137,176,34,73,135,66,59,23,43,37,0.869593871771542,3.29801014704645,3.0729512976533,0.00835302883785983,0.886117496039711,-4.23448592365985
"2","GB40076",141,184,571,341,61,169,201,183,104,95,211,86,0.729357058801956,4.61022925002362,3.63036371976964,0.00277325490217365,0.886117496039711,-3.94656818570661
"3","GB40101",24,33,31,41,18,34,69,71,39,67,58,80,-0.925810199411951,2.69351604736844,-3.1347960024147,0.00739150011129145,0.886117496039711,-4.29577962150983
"4","GB40139",264,230,433,498,132,171,181,202,113,178,53,83,1.36419892406333,4.73304232632635,3.78284963388121,0.00205406122270109,0.886117496039711,-3.91923756993712
"5","GB40145",457,458,667,726,256,529,558,361,315,213,226,326,0.870657872366012,5.88039307903085,3.63526300879867,0.0027465857312496,0.886117496039711,-3.92163310432311
"6","GB40614",28,43,66,53,20,72,41,23,38,7,20,6,1.38372510700905,2.07347893106687,3.52419645491212,0.00342004479807764,0.886117496039711,-4.31595374787813
"7","GB40704",25,19,33,38,9,22,28,13,14,8,14,10,0.890116081348978,1.41036747304489,3.01607994280073,0.0093461819256156,0.886117496039711,-4.41293197829629
"8","GB40809",53,95,233,155,34,83,118,79,76,29,93,52,0.644435967533266,3.55603142929056,3.15621342165761,0.00708482930956582,0.886117496039711,-4.18334847125648
"9","GB41182",333,237,580,705,158,187,231,271,171,127,106,82,1.28461207600655,5.0286333176769,4.20393623622621,0.000903870585726561,0.886117496039711,-3.80461529189201
"10","GB41289",245,168,800,830,145,257,271,199,254,20,114,73,1.59343384147591,4.8412909352312,3.62930432754431,0.00277905602782702,0.886117496039711,-3.96071264995892
"11","GB41297",479,246,826,874,90,217,156,332,144,176,75,31,1.75300876888135,4.93420866687615,3.48245586981034,0.00371424699998987,0.886117496039711,-3.98905444441946
"12","GB41303",63,113,183,153,70,96,152,251,144,167,212,188,-0.587711596081625,4.37659511670876,-3.25306910633523,0.0058487531686969,0.886117496039711,-4.06008058166889
"13","GB41610",76,54,122,145,26,83,80,45,66,9,47,35,1.067060238475,3.01922003297316,3.10487924615745,0.00784207053098938,0.886117496039711,-4.26500882125727
"14","GB41643",646,318,454,941,163,282,99,340,135,276,72,60,1.90395072793048,5.10870520210632,3.86639868407503,0.00174350219005633,0.886117496039711,-3.89668192980681
"15","GB41758",109,54,121,163,28,56,19,70,31,50,15,21,1.61554932682132,2.83544264473584,3.73004162968205,0.00227879172270718,0.886117496039711,-4.20710915136402
"16","GB41898",76,62,197,238,26,83,114,54,80,13,18,20,1.54486842247142,3.10241292008562,3.38582636627351,0.00449682896029668,0.886117496039711,-4.21837837432477
"17","GB42086",64,104,141,113,48,51,77,71,34,53,75,63,0.610181155461254,3.38330742520775,3.10733181739091,0.00780412850329811,0.886117496039711,-4.21496701445229
"18","GB42202",102,61,144,216,22,71,35,58,48,76,8,13,1.78648292825502,2.91975306722736,3.26520691229715,0.00570986248696582,0.886117496039711,-4.26009466130212
"19","GB42220",456,473,1550,1239,299,532,604,727,477,348,443,294,0.662949658065613,6.33957464984902,3.31039492529093,0.00522114712734413,0.886117496039711,-4.03047557284177
"20","GB42233",146,110,147,212,32,176,144,58,53,36,30,73,1.29170526795715,3.63515328410988,3.18790046486709,0.0066541797574086,0.886117496039711,-4.1793126226403
"21","GB42310",19,145,546,757,368,626,738,3778,749,776,2311,4217,-2.43645471381516,6.56966830327937,-3.12671222184097,0.007510649041376,0.886117496039711,-4.12701653295069
"22","GB42319",134,194,463,335,83,196,209,252,177,97,169,80,0.629010926377117,4.7116824059999,3.1588022438783,0.00704862846864382,0.886117496039711,-4.04909702886824
"23","GB42596",294,266,425,303,104,158,110,235,103,192,27,60,1.58485595481624,4.50122484115026,3.28921973009523,0.00544472220586493,0.886117496039711,-4.06123277780034
"24","GB43075",116,133,333,274,59,102,118,160,116,61,84,66,0.832080414992195,4.13081887427575,3.96952599210213,0.00142505836719845,0.886117496039711,-3.94566234364044
"25","GB43087",308,155,483,634,47,164,120,185,106,38,34,35,1.90712241060222,4.21057364324042,3.98570536536252,0.00138077152417662,0.886117496039711,-3.97830221436343
"26","GB43293",651,516,615,856,233,596,688,247,472,79,112,149,1.55195822003221,5.68163894670691,3.34524464595007,0.00487301828000067,0.886117496039711,-3.99707124982572
"27","GB43672",14,8,43,86,9,23,5,25,14,1,2,0,2.72213443967665,0.469388873374665,3.6238057603628,0.00280936332986874,0.886117496039711,-4.41349166030302
"28","GB43718",1582,1383,5924,4364,378,999,676,1412,929,274,443,250,1.76094322354568,7.15951709003466,4.11641684409437,0.00107075286436684,0.886117496039711,-3.95208143515946
"29","GB43991",29,43,92,70,12,29,23,30,16,24,16,16,1.20339927798867,2.07222024940499,4.62577197640351,0.000403750828480701,0.886117496039711,-4.21658391104029
"30","GB44163",398,319,517,650,119,278,277,260,151,142,75,152,1.30892781002892,5.12352337094547,3.89006624641747,0.00166453052151371,0.886117496039711,-3.86524023455941
"31","GB44219",194,98,407,477,56,155,52,130,111,96,19,27,1.95710490133047,3.93410978808398,3.7738441139811,0.00209073037943184,0.886117496039711,-4.05299308891551
"32","GB44295",146,129,193,234,62,242,201,68,102,30,39,92,1.28260749634418,3.98977316616016,3.17457134565288,0.00683206203246334,0.886117496039711,-4.13795095657572
"33","GB44505",172,98,273,325,55,119,72,127,92,66,26,28,1.59165979788096,3.80182005809973,3.86506735788935,0.00174805609062982,0.886117496039711,-4.04431316716852
"34","GB44596",99,85,125,188,69,116,91,64,97,9,34,49,1.35469103489338,3.39983671849596,3.39184559573411,0.00444356789490004,0.886117496039711,-4.17880608912776
"35","GB45265",1502,1255,3198,3917,684,1581,1731,1440,1423,198,683,547,1.33907103929532,7.45453156386952,3.33714661539303,0.00495178082977132,0.886117496039711,-4.11933950213983
"36","GB45292",19,11,53,34,7,19,18,15,15,4,16,6,1.02504775911797,1.16618827184003,3.06812719754802,0.00843304992891417,0.886117496039711,-4.42321531806248
"37","GB45486",17,23,57,54,6,28,39,13,16,1,4,13,1.620876281292,1.21284327957018,3.07880805540281,0.00825688921539102,0.886117496039711,-4.42216573705297
"38","GB45512",174,127,473,470,56,139,104,161,140,103,31,22,1.61565397702126,4.13343418783341,3.32174410451837,0.00510512389313174,0.886117496039711,-4.09795859780878
"39","GB45884",513,422,935,1066,166,382,297,438,273,321,184,133,1.15441261910114,5.72748451486628,3.57399060974443,0.00309962350236822,0.886117496039711,-3.93357768813074
"40","GB45911",455,329,606,906,273,462,522,357,347,121,302,317,0.871941900681672,5.8126044974758,3.32329936618975,0.00508942673696528,0.886117496039711,-3.99407033682733
"41","GB46301",22,9,46,56,10,6,6,12,8,10,3,2,1.81395476441463,0.687970059772727,3.29878184155659,0.00534260021043841,0.886117496039711,-4.43160301016368
"42","GB46302",477,282,695,1019,179,201,195,450,166,142,116,76,1.48206787734839,5.23433978065777,3.90608248542001,0.00161316391844303,0.886117496039711,-3.86580094953519
"43","GB46365",3909,2731,6164,7725,1444,1496,1035,2711,1296,2106,476,773,1.59967624114978,8.19176498225863,3.27250306497843,0.00562796455639513,0.886117496039711,-4.18587496644478
"44","GB46612",231,152,366,609,53,195,115,206,154,93,34,55,1.46926961262121,4.38355235217461,3.17932589421457,0.00676807396488398,0.886117496039711,-4.09466779506332
"45","GB46642",158,222,402,313,84,211,213,219,185,101,208,170,0.451037566560431,4.84343988673304,3.24769350718083,0.00591133830956311,0.886117496039711,-4.01534793394676
"46","GB46918",199,192,332,295,65,173,168,142,145,124,76,95,0.908344682819948,4.49391017638264,3.303020601754,0.00529794585693748,0.886117496039711,-4.03759648879242
"47","GB46971",26,73,106,83,24,59,123,113,66,54,132,77,-0.504762562901207,3.38252464646397,-3.0508714976697,0.00872555092782021,0.886117496039711,-4.22485359703899
"48","GB47767",93,62,105,149,40,105,92,54,42,19,15,56,1.29823849172511,3.11648908469238,3.1238168596365,0.00755378706360827,0.886117496039711,-4.2543688395435
"49","GB47779",66,88,239,219,47,63,162,42,73,3,51,36,1.50657779215757,3.20923603809467,3.02468080487669,0.00918880742110481,0.886117496039711,-4.26437369200293
"50","GB47942",1378,708,1655,2244,289,711,300,867,413,681,116,167,1.69944513393975,6.40281172367297,3.06626418497178,0.00846415610439593,0.886117496039711,-4.10293565170076
"51","GB48151",464,337,528,709,174,419,415,259,335,197,177,209,0.913484271144076,5.58011400725536,3.13111742759218,0.00744548488632292,0.886117496039711,-4.03654529901523
"52","GB48162",455,586,839,862,258,614,860,529,382,216,336,354,0.696566934592123,6.15665994153031,3.13517021566498,0.00738603020634444,0.886117496039711,-4.06008358912843
"53","GB48632",26,62,129,99,16,66,66,33,56,6,32,14,1.23738995078409,2.50662994342941,3.23823230509436,0.00602311806287264,0.886117496039711,-4.30250331816938
"54","GB48684",38,39,131,129,23,64,79,29,58,5,20,15,1.45155907346589,2.51163227791584,3.35076904707263,0.00482000862289169,0.886117496039711,-4.29065174815925
"55","GB48697",324,188,287,464,105,207,69,204,161,187,47,54,1.5472199504256,4.53958301762004,3.36009350689396,0.00473184293871764,0.886117496039711,-4.03917048734438
