"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40159",242,314,157,262,351,338,131,250,224,215,312,292,0.491945161789144,4.98822669691372,2.61211214818818,0.0207526043002088,0.999611493408769,-4.12897455279183
"2","GB40442",102,92,61,115,126,140,113,103,201,208,171,260,-0.461984698390695,4.07023386599925,-3.71495893430114,0.00238109438849489,0.999611493408769,-3.91761022350139
"3","GB40609",13,8,11,18,51,51,3,8,8,9,28,14,1.29215570689736,0.855327321820411,2.67423779055358,0.0183981409377681,0.999611493408769,-4.44143930791007
"4","GB40809",62,70,53,95,79,155,128,79,230,157,118,233,-0.630113348783788,3.802893970325,-2.84997095273834,0.0130595775800666,0.999611493408769,-4.16554255112047
"5","GB41581",14,15,5,3,8,7,7,14,20,27,21,24,-0.918501328991985,0.617713100487408,-2.65310856763192,0.0191682481964659,0.999611493408769,-4.45279019198323
"6","GB41646",515,711,195,591,926,757,158,221,425,553,460,1034,0.739843741521313,5.91048091684393,2.83725871370714,0.0133885756613901,0.999611493408769,-4.0758955664422
"7","GB42434",34034,12097,10881,18407,30329,20955,4143,5391,10965,10764,11854,53868,1.11423366837111,10.8592307736369,2.75291473759932,0.015786462605524,0.999611493408769,-4.32806041298384
"8","GB42463",24,29,8,26,30,34,17,13,17,17,17,34,0.624788234255266,1.42725200211981,2.68468393133269,0.0180285897506934,0.999611493408769,-4.40984348955091
"9","GB42527",139,79,56,144,121,140,47,70,80,89,98,136,0.626316058785556,3.59373152728546,3.0490039552696,0.00883489869755965,0.999611493408769,-4.13916839729975
"10","GB42592",33,27,34,24,37,44,13,31,8,13,31,16,1.24621729846424,1.60549242944652,3.17739407064794,0.00686042232391367,0.999611493408769,-4.34349252301702
"11","GB42693",380,403,189,271,412,352,216,180,383,337,339,405,0.373974479640244,5.31083185614814,2.91790418801172,0.0114315529315415,0.999611493408769,-4.02866331595167
"12","GB42825",14,17,4,11,18,19,2,1,13,14,5,16,1.26264483761067,0.216139450003576,3.08218557399322,0.00827617355012134,0.999611493408769,-4.43265879885405
"13","GB42979",57,48,30,41,52,63,81,44,98,104,100,102,-0.589946107029041,3.02774968408194,-3.46317087397515,0.00390537680173038,0.999611493408769,-4.14639512894978
"14","GB43097",370,247,164,332,399,335,549,383,578,671,359,536,-0.5175628986882,5.62168574281602,-2.69083721354746,0.0178142933262519,0.999611493408769,-4.11176069419547
"15","GB43173",67,48,33,53,89,80,74,87,107,115,81,177,-0.529830736019736,3.31535201487362,-3.02889591636506,0.00919150996945745,0.999611493408769,-4.18661677851613
"16","GB43248",17788,18311,6804,12307,19967,14735,3330,2051,6522,8983,8074,26673,1.38046113133804,10.2763361780953,3.86322274917462,0.00178195012433891,0.999611493408769,-4.13641765052659
"17","GB43285",702,433,265,306,564,331,320,196,330,471,275,487,0.563607277414594,5.55534034558862,2.61221744448151,0.0207483770052741,0.999611493408769,-4.13071742569538
"18","GB43584",291,293,183,219,521,507,341,319,697,632,630,739,-0.516479466753895,5.70064129011071,-3.339093489697,0.00498733006542282,0.999611493408769,-3.92183322943309
"19","GB44100",68060,30585,11281,40479,87305,49430,6806,8044,27225,21929,19808,109527,1.24728342492805,11.8331293861009,2.64691594543604,0.019399819720017,0.999611493408769,-4.37231133601184
"20","GB44418",154,150,94,125,155,163,178,137,240,258,204,247,-0.336200176572715,4.43345763899866,-2.62386237948772,0.0202859782328389,0.999611493408769,-4.15678800989138
"21","GB44539",155,153,68,128,223,243,189,177,268,288,264,260,-0.380612821998986,4.593675979966,-2.71282549028363,0.0170685788635921,0.999611493408769,-4.12007289142421
"22","GB44559",127,151,50,97,199,180,80,100,109,101,133,109,0.564116650414704,3.85760214436632,2.89056297292746,0.0120612802240828,0.999611493408769,-4.1396869850745
"23","GB44841",703,539,135,545,508,425,220,250,401,475,218,404,0.708291223282188,5.54603468334093,2.88562128202438,0.0121786842317745,0.999611493408769,-4.04574164725314
"24","GB44911",22,30,7,17,27,31,28,30,40,57,31,45,-0.569343733011759,1.8371606389842,-2.6988488166463,0.0175389872037981,0.999611493408769,-4.38430133164434
"25","GB44960",622,611,226,509,718,675,311,353,547,550,468,796,0.379770346684947,6.0080822556361,2.78806771043435,0.0147399246480942,0.999611493408769,-4.09435436078465
"26","GB45019",65,50,32,80,97,92,64,88,145,133,131,126,-0.486588976644232,3.44370246740596,-2.69165584630574,0.0177859706505173,0.999611493408769,-4.24285640043884
"27","GB45040",932,832,515,1053,1417,1006,570,232,839,857,638,1643,0.713942473002493,6.66095533284887,2.9670870014828,0.0103792517536993,0.999611493408769,-4.08925298022915
"28","GB45283",501,276,62,260,453,344,100,95,200,246,95,494,0.914076080045187,4.7557170547456,2.63790700057111,0.0197415570765504,0.999611493408769,-4.13439472942486
"29","GB45318",335,290,223,456,521,497,727,576,852,688,505,678,-0.610498985090094,5.98494541205195,-2.91973518694286,0.0113905568157404,0.999611493408769,-4.05918900011483
"30","GB45437",111,194,63,139,159,197,110,85,119,165,128,112,0.491166067679687,4.01263756207483,2.70443186044442,0.0173495863978857,0.999611493408769,-4.16956504037262
"31","GB45565",3343,1225,430,1032,2737,1293,271,327,1011,461,722,2716,1.31812555308276,6.92127477526576,3.03444175151316,0.00909175631861156,0.999611493408769,-4.08924932199825
"32","GB45661",499,552,270,527,709,578,353,376,533,557,503,566,0.333108103066137,5.96366855472382,2.76436283221079,0.0154379137224305,0.999611493408769,-4.09894717661255
"33","GB45689",300,320,215,281,360,362,155,141,246,394,295,539,0.439478857956678,5.17594661306219,2.65690027543676,0.0190277841499777,0.999611493408769,-4.11157298933988
"34","GB45954",1314,1377,176,521,884,343,189,166,363,732,134,855,1.20408142536909,5.80546373316485,2.64662026966599,0.0194109440355682,0.999611493408769,-4.13456992276636
