"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40169",156,106,115,191,154,104,27,77,44,119,110,80,0.727158005786964,4.04354889591098,3.2651630875446,0.00586138934925791,0.762582125257818,-4.05787950949436
"2","GB40412",12,24,20,23,31,24,25,19,34,76,56,46,-0.986623240056749,2.33157974973529,-3.58377245062343,0.00314153237622818,0.762582125257818,-4.26251431282571
"3","GB40705",58,129,73,99,99,90,45,106,84,193,146,187,-0.571031371399143,4.11485002317736,-3.07509320750331,0.00850664403779975,0.762582125257818,-4.08179456685774
"4","GB40933",4,14,7,7,11,12,6,12,9,25,26,17,-0.90044572128539,0.972011689471053,-3.29341255904112,0.00554564186957704,0.762582125257818,-4.40491944506612
"5","GB40972",375,323,1040,483,445,262,60,139,189,377,223,145,1.26453147578359,5.52981167113068,4.02451120200746,0.00133623562985836,0.762582125257818,-3.78548248843235
"6","GB40980",97,236,260,257,379,154,42,82,87,209,259,110,0.723314822467149,4.72036838863478,3.44763028039128,0.00409961787585557,0.762582125257818,-3.91775091204589
"7","GB41127",1839,1638,2143,3459,2608,741,262,1145,500,1895,1841,935,0.982448062573152,7.79430271937766,3.20818378450963,0.0065540295562934,0.762582125257818,-4.20490869404281
"8","GB41240",165,326,459,529,343,241,37,188,162,323,289,175,0.746888037128945,5.29909723820421,3.12756377949932,0.00767582945281248,0.762582125257818,-3.98598990850406
"9","GB41418",4725,3172,1867,5056,4203,1441,383,1817,798,3180,2048,1743,1.09582169427807,8.46062637973213,3.15308217762923,0.00730146656385022,0.762582125257818,-4.26936811845154
"10","GB41490",123,331,196,252,319,210,119,258,247,419,365,482,-0.523197181532746,5.45809169521781,-3.08514185837155,0.00834089717828194,0.762582125257818,-3.98737925352562
"11","GB41653",23,34,31,44,68,35,32,48,45,67,67,64,-0.616144606306714,2.93266852629345,-3.2247847752224,0.00634418558431412,0.762582125257818,-4.23376588292642
"12","GB41670",247,506,474,1621,976,262,61,126,107,359,507,179,1.37969587555804,5.71904718723651,4.07702847376377,0.00120798407475434,0.762582125257818,-3.80318990964318
"13","GB41714",37,97,52,71,90,69,56,69,102,189,155,93,-0.774653794557485,3.82287957721043,-3.73877153191436,0.00232253280670742,0.762582125257818,-3.99223706492902
"14","GB41735",255,250,500,565,438,135,91,151,173,246,206,106,0.919864649722216,5.25300313569255,3.26626280865534,0.00584876742774639,0.762582125257818,-3.94947774669514
"15","GB42556",865,745,794,1236,748,598,219,669,202,455,778,156,1.11307974420249,6.50536066050256,3.10144562004648,0.00807877534297217,0.762582125257818,-4.09477198334962
"16","GB42708",45,126,93,113,182,93,67,118,93,187,219,130,-0.468623816508139,4.27710368318723,-3.02895925264836,0.00931053937558548,0.762582125257818,-4.06970958219412
"17","GB42801",39,37,17,24,40,19,6,18,6,21,9,14,1.10037061922204,1.63146110765494,3.28263196165218,0.00566407677404233,0.762582125257818,-4.36345568039103
"18","GB42869",4,14,12,9,11,17,10,10,20,33,42,20,-1.10117527430926,1.34007802994785,-3.20013586892089,0.00665823935182797,0.762582125257818,-4.39007490079872
"19","GB42894",594,628,640,968,930,458,189,318,259,728,698,453,0.654800122382504,6.47270353656233,3.79966974342059,0.00206340554304583,0.762582125257818,-3.92272126082885
"20","GB42900",560,1799,1597,1006,990,651,168,717,432,743,514,297,1.06087824016011,6.81628817029576,3.90901729981964,0.00166957218270218,0.762582125257818,-3.96338677691643
"21","GB43091",413,934,397,1081,1663,611,171,641,200,493,496,300,0.917324911067944,6.44095224400572,3.57369668058471,0.00320395663489409,0.762582125257818,-3.97517640804936
"22","GB43093",173,464,302,327,537,200,104,186,151,332,320,236,0.408575914107134,5.43549029415251,3.07020563405335,0.00858844005521768,0.762582125257818,-3.99529700788955
"23","GB43208",1315,2449,2319,2921,1986,1254,514,1195,971,1330,1592,959,0.727235574941512,7.93077638904067,4.10519280533081,0.0011444679784892,0.762582125257818,-4.08227448363538
"24","GB43500",514,836,373,2035,747,207,54,562,167,390,312,142,1.28005433782394,5.94759008827885,2.96714358493105,0.010506792045321,0.762582125257818,-4.08571791381538
"25","GB43712",233,308,380,402,368,158,88,304,147,169,139,148,0.781356240899861,5.19950854898324,2.98289800767461,0.0101882026999849,0.762582125257818,-4.02608532394518
"26","GB43761",8,19,15,9,24,15,13,11,23,50,42,39,-1.03462090221981,1.7401249350504,-3.07027111233723,0.00858733909915098,0.762582125257818,-4.37434382495765
"27","GB43772",11,21,29,29,36,27,9,8,12,21,12,8,0.972129207525485,1.52969250977318,3.26493711004799,0.00586398635394306,0.762582125257818,-4.37160016361125
"28","GB43988",3,14,8,7,12,7,6,12,11,17,32,16,-0.977226172154576,0.900626804827241,-3.59485939904411,0.00307426370877792,0.762582125257818,-4.3875764839789
"29","GB44104",4005,6695,4145,7152,8388,3217,1228,4066,1913,4641,5131,2217,0.738870114754306,9.37432668145325,3.49678993597401,0.00372364346126614,0.762582125257818,-4.28993790624096
"30","GB44145",22,29,20,31,23,10,4,11,11,17,13,2,1.19856353137325,1.21771371508441,3.03011417760422,0.00928952372433851,0.762582125257818,-4.4128777226566
"31","GB44232",12,19,20,26,42,12,2,9,5,19,17,13,0.92652132354467,1.23333505532204,3.40925974150512,0.00441947389780843,0.762582125257818,-4.37906959820351
"32","GB44494",175,221,129,245,372,132,41,114,72,222,153,83,0.776263215456235,4.59705153783438,3.78730192326829,0.00211354016762041,0.762582125257818,-3.8495482737555
"33","GB44894",416,1148,515,876,956,475,196,520,345,631,718,405,0.466622599132857,6.54258127080676,3.17024468362992,0.00705997402025248,0.762582125257818,-4.07150080984548
"34","GB44917",14,56,43,37,81,44,40,59,76,93,160,70,-1.01434596964746,3.26770811188114,-3.88026411581493,0.00176504306536574,0.762582125257818,-4.08330905524636
"35","GB45170",822,875,589,872,955,318,167,418,167,881,650,179,0.963626362965769,6.3567349428886,2.94071739284985,0.0110634312990992,0.762582125257818,-4.11590892086037
"36","GB45253",6,9,5,11,10,5,9,9,9,17,25,11,-0.866678644605271,0.782112117349516,-3.2344399279299,0.00622524138886348,0.762582125257818,-4.42009283963016
"37","GB45337",25,48,44,46,70,31,25,50,47,75,75,68,-0.497636089617596,3.0343815334993,-3.31963552276853,0.00526781252632887,0.762582125257818,-4.20397748689005
"38","GB45713",199,259,230,264,289,158,34,124,125,285,175,162,0.611272028772922,4.88096364973562,3.19879173194468,0.00667580462930325,0.762582125257818,-3.96953481640668
"39","GB46639",70,147,115,136,168,105,62,154,117,210,196,165,-0.414677652799383,4.48000241211096,-3.76697450172184,0.00219864735701733,0.762582125257818,-3.85082669976136
"40","GB46673",4,22,11,27,12,26,20,18,23,45,40,30,-1.0660336028324,1.81430294328811,-2.99907399092191,0.00987102827442339,0.762582125257818,-4.37683152839026
"41","GB46681",69,146,119,136,203,77,46,87,74,102,83,91,0.479334628925034,4.04782805370398,2.99586862565335,0.00993309233752756,0.762582125257818,-4.11190780403548
"42","GB47022",43,103,59,92,96,76,49,88,79,120,140,114,-0.472209445527722,3.85350181936023,-3.08773338559741,0.00829867428658246,0.762582125257818,-4.11909886206277
"43","GB47303",2170,2745,1701,4736,7531,900,316,1142,388,2753,3478,656,1.31279910233587,8.10759260974903,2.96102919293753,0.0106330732420056,0.762582125257818,-4.273881508829
"44","GB47432",406,939,566,799,1403,404,205,542,294,531,754,389,0.505960052783927,6.5139266194914,3.0016556876615,0.0098213191621195,0.762582125257818,-4.11001156372716
"45","GB47753",39,90,59,96,109,57,36,99,57,122,128,110,-0.420865376867763,3.73720546079439,-3.0760224762115,0.00849117999799161,0.762582125257818,-4.13969837728352
"46","GB47791",74,231,124,168,140,72,43,110,51,99,89,37,0.799090473517861,3.96206395026086,3.16030927581374,0.00719878701209707,0.762582125257818,-4.09310305098266
"47","GB48046",49,92,55,102,109,52,22,41,25,46,70,17,0.984429831602923,3.08368003158446,4.12315877439507,0.0011057486301657,0.762582125257818,-4.0860994190678
"48","GB48268",102,185,167,171,184,122,81,188,146,271,258,197,-0.406198923793839,4.82071488341732,-3.73592035014456,0.00233544544733038,0.762582125257818,-3.81586031053835
"49","GB48537",10,31,12,16,20,14,8,22,20,41,33,34,-0.73744670116612,1.77442369842778,-3.18482073686868,0.0068611396371633,0.762582125257818,-4.35871401970059
"50","GB48603",3,31,12,6,27,21,18,16,39,58,51,59,-1.57446088802297,1.90658743084451,-3.47047025585315,0.00392039891458271,0.762582125257818,-4.32347905606421
"51","GB49689",55,71,81,136,48,14,11,20,19,17,20,31,1.44190671129961,2.50145668044911,3.25432715593039,0.00598722416688911,0.762582125257818,-4.28949564523685
"52","GB49726",320,518,506,677,610,379,96,333,184,492,558,202,0.728158217457755,5.94320925526535,3.95386734455648,0.00153105131421259,0.762582125257818,-3.81451439649501
"53","GB50074",25,129,45,73,58,141,107,57,225,397,264,272,-1.63795199864079,4.26063501567021,-3.474633811526,0.00388858965978719,0.762582125257818,-4.00795081273142
"54","GB50447",304,403,184,540,347,193,47,146,99,349,269,123,0.892819226704961,5.1629572622449,3.47157541675349,0.00391193008542156,0.762582125257818,-3.89577630727341
"55","GB50475",67,127,114,99,133,68,61,111,78,184,153,165,-0.42314138921588,4.20310021456519,-2.94160356554577,0.011044301730341,0.762582125257818,-4.10173122921995
"56","GB50700",952,965,998,2254,972,496,99,537,372,893,611,640,1.07973475371441,6.82981122869085,3.38030235255701,0.00467738711729081,0.762582125257818,-4.06864252621384
"57","GB50845",1,12,5,7,4,7,4,10,11,35,16,17,-1.51012222715277,0.551197320256136,-3.79490696799585,0.00208256725960888,0.762582125257818,-4.39355736925769
"58","GB50859",21,29,20,30,26,16,4,12,13,14,16,18,0.759232809381876,1.54859929990475,3.24254604426343,0.00612710313144547,0.762582125257818,-4.37161341249948
"59","GB50890",542,910,696,1158,1487,368,135,595,296,567,880,187,0.919187377773987,6.51056595569201,3.08519804105755,0.00833997955313148,0.762582125257818,-4.09628023140891
"60","GB50995",166,358,239,319,345,219,196,310,259,541,495,353,-0.528242327297208,5.68734285383467,-4.38659385336931,0.000669962924763412,0.762582125257818,-3.66873164852114
"61","GB51015",766,924,483,1446,1893,448,125,538,272,873,809,469,0.879784379688128,6.71003098195837,3.19288296408914,0.00675357099645449,0.762582125257818,-4.0921452093532
"62","GB51037",61,117,69,83,122,89,74,121,106,193,170,131,-0.699288472163308,4.18356171310985,-4.56995855568634,0.000474759892162985,0.762582125257818,-3.75359816187701
"63","GB51366",43,101,87,93,156,101,58,99,97,195,193,169,-0.617846742773799,4.19346651037761,-3.46925582364219,0.00392972640006919,0.762582125257818,-3.97497725154917
"64","GB51383",39,17,146,78,19,6,14,149,55,139,240,222,-2.00187630664307,3.26246170564691,-3.19602677738235,0.00671208281433642,0.762582125257818,-4.21024711202361
"65","GB51428",3,43,11,14,28,31,30,29,43,62,48,33,-1.30648793697777,2.15527535100258,-3.18699490536329,0.00683196402474932,0.762582125257818,-4.32962265808832
"66","GB51578",231,589,368,470,477,201,122,296,146,307,364,261,0.46173121688696,5.64142763279007,3.0053581702844,0.00975046209146117,0.762582125257818,-4.02553429810924
"67","GB51668",20,27,23,32,45,21,6,19,14,25,25,15,0.559846333894067,1.86049836745044,2.97286750977688,0.0103899186426608,0.762582125257818,-4.37545692420619
"68","GB51737",25,81,36,68,110,41,6,43,22,38,59,25,0.804714201493898,2.70620006585585,2.95109731331117,0.0108413999888353,0.762582125257818,-4.30531944400421
"69","GB51845",129,158,208,279,552,70,15,46,25,150,162,78,1.4144460562349,4.16471973941832,3.64664800212839,0.0027788389902812,0.762582125257818,-3.99051787728899
"70","GB51947",25,47,44,55,87,33,7,32,13,53,34,29,0.718009660748871,2.49830780487046,3.23039823248829,0.00627475840214514,0.762582125257818,-4.28772020199698
