"","ID","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","VR.1","VR.2","VR.3","VR.4","VR.5","VR.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40013",246,91,248,46,114,344,73,106,90,22,50,31,1.41262908928099,3.71529733329865,2.50772686380175,0.025266434709075,0.999734931416587,-4.2702424306257
"2","GB40028",48,108,94,41,105,96,73,120,115,123,71,89,-0.312812313314583,3.663807865084,-2.20134887271991,0.0452090256044693,0.999734931416587,-4.33495967715318
"3","GB40389",1329,5162,6491,1675,2408,2711,4002,4831,4916,6733,2510,2638,-0.514477020715523,8.94715128350974,-2.31815916466841,0.0362907200458175,0.999734931416587,-4.35576312875922
"4","GB40619",9029,16313,11096,3943,6953,9886,6267,10111,9583,6480,2839,1586,0.836037655157881,9.93814543080954,2.2669304830744,0.0399760744481434,0.999734931416587,-4.40418675143465
"5","GB40839",6,39,30,7,16,21,20,29,34,40,18,17,-0.542427270041705,1.59473669387419,-2.24327875371562,0.0417940169104076,0.999734931416587,-4.46062825035043
"6","GB41440",12,27,21,12,24,20,20,36,38,24,18,40,-0.582156117413053,1.77023351417123,-2.48828586304694,0.0262294617853327,0.999734931416587,-4.42137579254499
"7","GB41523",25,45,38,18,11,21,39,89,46,47,25,19,-0.774238263799829,2.18814602180756,-2.18837314832088,0.0463176781008968,0.999734931416587,-4.43991551524573
"8","GB41617",74,330,239,81,195,132,289,351,265,235,100,146,-0.453700278883234,4.7259121457082,-2.22802074708811,0.0430077045507718,0.999734931416587,-4.24393370007772
"9","GB41639",122,446,250,142,271,223,142,233,231,247,103,188,0.283891092685526,4.8857302824866,2.20576240452042,0.0448376225906041,0.999734931416587,-4.24330957998722
"10","GB41901",325,656,705,245,449,688,396,406,485,440,281,255,0.388135813175105,5.94021238437332,2.43935308992792,0.0288115135509027,0.999734931416587,-4.15647152579215
"11","GB42234",285,493,686,224,433,721,267,384,405,284,281,245,0.536021401535376,5.74436331844276,2.71450858255707,0.0169195930544099,0.999734931416587,-4.05520394604274
"12","GB42238",52,122,110,50,96,111,91,129,119,149,72,93,-0.313198597031727,3.80596347923132,-2.38726672272849,0.0318260136379904,0.999734931416587,-4.2739898266301
"13","GB42598",13,93,73,33,18,19,18,47,9,12,14,11,1.07274193126259,1.74267182224356,2.20970370576221,0.0445083737014991,0.999734931416587,-4.45943120925073
"14","GB42689",52,99,112,40,106,85,45,71,96,79,38,37,0.407563824853057,3.29355848540558,2.27741666334391,0.0391941172143895,0.999734931416587,-4.34985075735803
"15","GB42690",114,241,265,85,177,194,99,149,173,183,88,128,0.344141017678734,4.44917641234705,2.40000842212218,0.0310619822167855,0.999734931416587,-4.2085501427454
"16","GB42706",23,68,67,33,57,39,54,63,82,59,45,54,-0.371364173520246,2.91965096933918,-2.19568372427007,0.0456899717554195,0.999734931416587,-4.3946762894
"17","GB42869",23,33,24,20,33,42,14,19,26,11,17,20,0.682344459205448,1.72892898503006,2.2716439932019,0.0396227863570248,0.999734931416587,-4.451368365944
"18","GB42920",86,202,218,91,182,256,99,149,151,117,106,115,0.429699602175873,4.35516386214274,2.47996740346895,0.0266521886647671,0.999734931416587,-4.19313982051977
"19","GB43122",154,467,398,148,281,278,296,393,403,500,193,241,-0.271205370385009,5.41803506506348,-2.24339738481218,0.0417847077231777,0.999734931416587,-4.21694573546876
"20","GB43171",119,589,436,161,314,285,355,540,363,492,183,349,-0.365264396287424,5.53593051934046,-2.21284305381083,0.0442477394746894,0.999734931416587,-4.22879936497792
"21","GB43173",33,177,89,38,73,92,53,81,80,49,27,22,0.650808520221165,3.09501076113049,2.68073682008298,0.0180711044068861,0.999734931416587,-4.28584492501647
"22","GB43482",4173,4693,8532,3643,5016,11079,3300,4288,5281,3896,3582,2484,0.655564470132896,9.39778021115135,2.40684141169039,0.0306594805412241,0.999734931416587,-4.35789123563291
"23","GB43733",97,171,120,78,137,238,60,126,101,81,71,58,0.702121526321537,3.915101877161,3.04059801578384,0.00891628645676779,0.999734931416587,-4.09905638792526
"24","GB44000",92,350,313,124,209,195,198,318,285,411,144,201,-0.324092006793737,4.9979696727783,-2.2370051899042,0.0422890985636,0.999734931416587,-4.22740074167194
"25","GB44006",6,48,74,21,67,51,90,121,66,93,26,43,-0.844564845237936,2.80865236274498,-2.40000309947554,0.03106229770323,0.999734931416587,-4.36646804883592
"26","GB44086",32,102,105,69,91,76,74,105,124,145,83,98,-0.455436978205522,3.68357534231174,-2.54456667082638,0.0235338757708934,0.999734931416587,-4.24798938965924
"27","GB44367",60,89,58,25,88,19,14,36,172,3,9,0,2.06218756095608,1.75242037857806,2.25779706083623,0.0406690995005856,0.999734931416587,-4.45920475008271
"28","GB44552",9477,1103,1302,1265,1960,11272,1635,313,325,228,478,174,2.93576644567993,7.22209452318194,3.70385514263232,0.00240451217384551,0.999734931416587,-3.93566118043746
"29","GB44950",45,55,73,26,87,87,82,109,106,92,53,82,-0.586002449580624,3.37035352013105,-2.67250819396631,0.0183630093299982,0.999734931416587,-4.25571265995743
"30","GB44967",338,652,920,272,533,749,406,529,394,426,320,386,0.395572181387128,6.09081464329041,2.21781887114445,0.0438375648450731,0.999734931416587,-4.2391267728228
"31","GB45018",85,362,247,111,201,206,138,191,197,175,108,128,0.280315610768024,4.61305750536066,2.4396324457318,0.0287961054323376,0.999734931416587,-4.18129109239968
"32","GB45153",74,161,125,34,79,63,55,71,103,53,22,37,0.614214990653177,3.23692788487663,2.40671408095888,0.0306669354064355,0.999734931416587,-4.32805422119834
"33","GB45159",143,388,163,114,184,98,88,135,116,71,74,144,0.701562121789629,4.23945754889592,2.41003860371646,0.0304728586736418,0.999734931416587,-4.22998176421843
"34","GB45280",175,470,426,149,309,318,208,250,325,300,151,235,0.266601097366245,5.25440138086216,2.29072937250379,0.038222140121295,0.999734931416587,-4.20146136349585
"35","GB45434",275,444,531,213,378,759,276,340,322,311,210,143,0.664930452706968,5.55379356425727,3.02959875239569,0.00911199183182529,0.999734931416587,-3.94635283239106
"36","GB45437",63,112,159,40,70,96,139,128,197,165,56,78,-0.542214900809584,3.85247548860255,-2.45358377290385,0.0280365432257192,0.999734931416587,-4.25251338524789
"37","GB45614",544,6261,3553,1205,2777,2990,6097,4316,4114,4968,2163,6048,-1.0356451387148,8.84087905590759,-3.16408872847016,0.00698553815525165,0.999734931416587,-4.18303832853188
"38","GB45625",12,37,21,11,23,25,20,32,78,25,20,32,-0.605626267266683,1.88111905562988,-2.18570654588684,0.0465486388912039,0.999734931416587,-4.45498996530743
"39","GB45741",7,8,9,4,9,8,28,19,17,12,30,7,-1.12903773142908,0.772806903006686,-2.70728046625368,0.0171598855827425,0.999734931416587,-4.44895690124069
"40","GB45809",15,41,42,15,23,34,15,30,19,25,8,16,0.55590294160182,1.67729846856916,2.49226063904853,0.0260297482735591,0.999734931416587,-4.42627101352484
"41","GB45874",11,29,17,2,13,26,5,8,10,19,1,5,1.03872156223487,0.450521620965701,2.2060361766862,0.0448146787031704,0.999734931416587,-4.50446222228516
"42","GB46095",19,76,130,36,86,83,120,124,126,109,48,66,-0.579373019236298,3.47181228951007,-2.46334454598319,0.0275165596244235,0.999734931416587,-4.29167213956739
"43","GB46180",19,81,74,28,94,59,82,153,112,74,37,52,-0.550592664434334,3.21205893595249,-2.28420183054457,0.0386958487618887,0.999734931416587,-4.35532236749973
"44","GB46216",37,137,65,36,85,107,39,52,75,66,36,60,0.425257942935944,3.16156898477902,2.19207973370101,0.0459984199816904,0.999734931416587,-4.37821495465405
"45","GB46516",117,562,351,100,232,254,302,142,160,181,105,119,0.572966106698874,4.80151044789462,2.36257890771333,0.0333575132451993,0.999734931416587,-4.19720401932355
"46","GB46626",29,135,49,33,46,28,20,26,35,19,19,31,0.925606640342196,2.30105148526331,3.00741785503269,0.00951966253835559,0.999734931416587,-4.31331238243483
"47","GB46835",6,14,12,6,14,17,8,7,13,6,5,5,0.59159407848538,0.421295973701542,2.23023398855673,0.0428296261436111,0.999734931416587,-4.50313222220694
"48","GB47334",8,28,24,10,23,26,7,8,17,14,4,15,0.866910496030584,1.00938794550283,3.23087355284284,0.00612099080759387,0.999734931416587,-4.39102147586533
"49","GB47493",24,88,126,49,120,86,145,250,164,109,48,83,-0.703387011996005,3.75942503447195,-2.50658170589419,0.0253222079254076,0.999734931416587,-4.25063853724564
"50","GB47824",9,15,29,22,24,48,5,0,14,15,19,9,1.67865071417158,0.866100705750447,2.18543911711145,0.0465718607934213,0.999734931416587,-4.49595943655141
"51","GB48331",113,204,163,77,213,125,59,133,205,90,77,59,0.560123708130347,4.07897800463686,2.37096710733971,0.0328294668790909,0.999734931416587,-4.25505904509663
"52","GB48370",170,414,363,192,321,395,199,279,329,248,193,229,0.29467503381303,5.29027871531167,2.25511877661721,0.0408744553181059,0.999734931416587,-4.21368847836778
"53","GB48527",1210,2482,3322,696,1413,2976,1005,1617,1803,1132,856,716,0.649441981231973,7.69039513608456,2.67740852098736,0.0181886268508762,0.999734931416587,-4.20563305651758
"54","GB48687",594,2188,1961,1280,1541,427,4600,2738,2852,2043,1339,1793,-1.02828966903873,7.91300362322304,-2.73132842004794,0.0163730404212883,0.999734931416587,-4.2073994457403
"55","GB48784",5855,7383,15757,4019,5584,12106,4895,6139,6572,4510,4553,3270,0.656847547532342,9.79837089566667,2.33549318223901,0.0351181529226663,0.999734931416587,-4.38719251121881
"56","GB48943",1607,3051,3815,1065,2263,3784,1768,2081,2504,1917,1234,1204,0.465554516445446,8.20992473590516,2.39139272511066,0.0315766692503094,0.999734931416587,-4.30552493241691
"57","GB49392",2567,3631,2164,862,1713,2516,797,1605,1345,1832,939,485,0.996441713383997,7.76186719394244,3.13674930343964,0.00737359123721242,0.999734931416587,-4.10075187382022
"58","GB49626",321,1384,801,110,940,954,329,408,328,630,108,169,0.959760280783996,5.88635999602305,2.54962859020027,0.0233049371917002,0.999734931416587,-4.12444960942614
"59","GB49750",29,51,116,34,54,63,164,202,181,128,42,49,-1.11908066122521,3.47230583843035,-3.34832519599884,0.00485159342988583,0.999734931416587,-4.1042252321927
"60","GB49769",133,319,259,119,184,168,228,243,279,299,168,217,-0.344398979397512,4.9416963239691,-2.57085154895537,0.022368209968496,0.999734931416587,-4.1141387694238
"61","GB49786",359,590,899,257,567,1079,322,460,586,365,328,294,0.569470582483452,6.08254179538487,2.56424178926036,0.0226559868517191,0.999734931416587,-4.12128468725688
"62","GB49787",332,427,724,300,465,711,310,382,468,350,337,239,0.491082793923204,5.87241712219861,2.25593333736802,0.0408118964101714,0.999734931416587,-4.21879981460163
"63","GB49808",12,23,18,6,19,16,21,19,22,38,15,31,-0.635552804978385,1.46974537205352,-2.42848582951287,0.0294170540943469,0.999734931416587,-4.44473026466467
"64","GB50069",104,233,212,98,173,215,96,155,167,192,92,124,0.297309307241027,4.43805957596444,2.20263980014948,0.0451000960387559,0.999734931416587,-4.27119273744662
"65","GB50087",493,1387,1287,500,1023,1210,670,732,863,900,484,636,0.371077845626442,6.86910450650723,3.11272671162437,0.00773220784228778,0.999734931416587,-4.01573150991836
"66","GB50118",1284,4171,1140,2824,519,1143,730,904,946,611,397,199,1.50455900050255,7.05843837447545,3.08830853936362,0.00811447784072318,0.999734931416587,-4.04644432670252
"67","GB50195",321,1167,556,309,532,534,396,419,482,573,260,425,0.315209831651648,6.08395999969316,2.22367158160635,0.0433596651779553,0.999734931416587,-4.23663348698238
"68","GB50297",45,127,79,37,70,76,46,57,58,59,37,60,0.390172967865396,3.12794411228058,2.42071025864483,0.0298577546743578,0.999734931416587,-4.33374360170564
"69","GB50767",42,112,88,35,74,70,38,59,51,68,41,40,0.451584966509952,3.05477484790875,2.88608829595923,0.0120893408357143,0.999734931416587,-4.24974510388229
"70","GB50943",1379,2330,2634,763,1629,2967,1153,1720,2094,1123,1021,724,0.548596023097787,7.76186073915087,2.26086244665054,0.0404352538928147,0.999734931416587,-4.31537450100822
"71","GB51191",12,30,17,12,15,17,6,17,18,7,3,6,0.935631136103784,0.806841712886236,3.0967268039306,0.00798061594288145,0.999734931416587,-4.41524334014582
"72","GB51399",143,569,264,147,263,263,181,250,312,233,126,132,0.335401826307632,5.00923543744499,2.29052108413324,0.0382371709104765,0.999734931416587,-4.20924817875349
"73","GB51478",22,112,63,26,77,44,29,44,48,38,14,35,0.632974707382846,2.56699403330739,2.97149357316602,0.0102184835410357,0.999734931416587,-4.29037121548973
"74","GB51807",202,384,444,119,200,307,134,199,261,157,133,140,0.621221787748218,4.90759643260592,3.05142248685808,0.00872775445652593,0.999734931416587,-3.96374984122575
"75","GB51895",50,157,114,79,117,118,81,89,122,83,48,69,0.329500358837599,3.71196113954914,2.30631759585636,0.0371129318935629,0.999734931416587,-4.30530215854546
"76","GB52073",4278,8650,13798,3688,6179,11331,4414,6483,7311,4917,4576,2872,0.556053370953768,9.75993541128207,2.25069566614933,0.0412157306559016,0.999734931416587,-4.40049794795471
"77","GB52159",6,30,33,7,23,18,7,11,19,14,8,11,0.605554393045566,1.02917389823025,2.30184892067283,0.0374277612769344,0.999734931416587,-4.4771604493073
"78","GB52454",665,1121,1279,566,1089,1495,748,913,825,756,581,641,0.42963263291233,6.96283967584964,2.56241591941172,0.0227361088893652,0.999734931416587,-4.18239529664518
"79","GB52750",5,16,21,9,12,13,16,19,15,30,15,22,-0.645615013977542,1.16954735397418,-2.40408311006143,0.0308213585276636,0.999734931416587,-4.46123249487961
"80","GB52854",48,91,43,23,48,108,28,36,44,36,27,13,0.864349537644238,2.54134633649433,2.79362734405903,0.0144946385758931,0.999734931416587,-4.32252715712086
"81","GB53188",103,216,213,91,169,251,131,140,196,165,60,93,0.389205310632978,4.37585511629477,2.34185529620562,0.0346968546942272,0.999734931416587,-4.23394265432575
"82","GB53268",47,111,68,25,96,77,66,52,50,68,30,20,0.550737743723316,2.96840686612581,2.21902654757092,0.0437385503468323,0.999734931416587,-4.38717887892456
"83","GB53371",3941,3085,14550,2840,8071,6463,20887,14372,11769,14410,4685,5423,-0.88225632792463,10.1140204691444,-2.20632914050182,0.0447901386016762,0.999734931416587,-4.42039272646594
"84","GB53420",60,149,109,34,68,105,55,101,89,57,28,37,0.490607275325868,3.29109176438731,2.20219850099544,0.0451373055877346,0.999734931416587,-4.36668747262495
"85","GB53485",5,36,13,5,15,20,5,11,11,16,4,6,0.67972985201222,0.616138761644974,2.21855255893708,0.0437773865295199,0.999734931416587,-4.49886503287596
"86","GB53792",6,27,25,15,16,13,26,17,38,43,15,29,-0.73536462977994,1.59237522750584,-2.63138239017841,0.0198918393949759,0.999734931416587,-4.4147733693776
"87","GB53827",246,491,449,181,399,508,262,256,300,289,189,361,0.408362929308905,5.51193437681007,2.26006579655072,0.0404959050897393,0.999734931416587,-4.21130778166837
"88","GB53947",794,1021,1581,739,1034,1825,685,902,842,846,705,556,0.594534969386242,7.0582597814312,2.69553737808593,0.0175573683699615,0.999734931416587,-4.1515208079625
"89","GB53987",29,78,23,81,31,25,2,1,7,64,14,21,2.05764054697362,1.46971395190225,2.63196853575688,0.0198692074212824,0.999734931416587,-4.42960048064015
"90","GB54276",5,22,20,7,14,16,3,15,11,12,4,5,0.767765011673942,0.539454632063241,2.59912874434413,0.0211763930050805,0.999734931416587,-4.4686753102684
"91","GB54423",725,1927,1485,431,1239,1653,646,1015,1295,816,542,613,0.49968859780089,7.09588799597731,2.75974332144274,0.0154885458933601,0.999734931416587,-4.13652873769678
"92","GB54524",4,7,18,8,2,4,13,12,21,15,7,7,-0.989013806707258,0.354633167102289,-2.29564692719698,0.0378688880737424,0.999734931416587,-4.49790268118147
"93","GB54586",5,15,15,6,21,15,3,10,7,7,7,2,1.04937308595684,0.290668700492822,3.09420368561347,0.00802050537565481,0.999734931416587,-4.43917492739718
"94","GB54687",7572,11877,16414,5528,7981,15363,7292,8320,9241,6623,5598,4250,0.608955900427281,10.2292272396793,2.53247664588302,0.0240894703782097,0.999734931416587,-4.37155639511245
"95","GB54752",56,133,88,41,118,51,28,34,65,54,30,63,0.789584868145977,3.06318621916083,3.06052152465075,0.00857233275287674,0.999734931416587,-4.21832641881555
"96","GB54767",2,4,9,3,7,8,15,13,13,12,6,6,-1.00922075410707,0.153935255515326,-3.21690128365488,0.00629256972054954,0.999734931416587,-4.43398470676623
"97","GB54868",16,39,67,13,49,28,123,101,37,46,35,63,-0.897740820601721,2.66327201786402,-2.34025393235472,0.0348024435351962,0.999734931416587,-4.38807846819571
"98","GB55329",5,21,13,4,15,28,1,17,12,13,2,3,1.06798848253278,0.303074548730795,2.19729347296771,0.0455528267920074,0.999734931416587,-4.5083029370324
"99","GB55749",13,14,23,15,33,32,35,35,36,32,29,28,-0.698032797025802,1.93619645783414,-2.31059947755783,0.0368136109097098,0.999734931416587,-4.43566683829045
"100","GB55776",5,27,23,8,25,25,21,41,34,41,12,16,-0.594086252424298,1.58315327075531,-2.34765675533475,0.0343168615088319,0.999734931416587,-4.44862647157264
