"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40007",103,219,836,356,501,753,90,115,112,68,73,124,1.60770426930489,4.74482163310703,4.57999231620578,0.000476120758855973,0.53436939341252,-1.14474485089521
"2","GB40132",7,17,21,32,76,40,1,8,5,9,6,14,1.69600751767314,0.862492721263214,4.35517435173148,0.0007248970499109,0.53436939341252,-2.84422763986021
"3","GB40498",252,566,1048,890,1701,773,124,403,417,245,386,625,0.728723043327316,6.14674967543007,3.72603244613561,0.00241362766019682,0.53436939341252,-2.02248157900597
"4","GB40781",23,27,30,28,44,32,22,36,63,34,39,40,-0.709641889885483,2.27915484606023,-3.21426856306684,0.00653875645761642,0.53436939341252,-3.01832320150879
"5","GB40798",54,59,92,86,117,94,36,84,111,59,89,128,-0.394894548102159,3.51444138115406,-3.20706062747295,0.00663144296882454,0.53436939341252,-2.67256630235539
"6","GB40925",17,27,38,41,74,44,4,22,21,17,24,25,0.70314320008028,1.84012459595183,3.27456852115695,0.00581241379224535,0.53436939341252,-3.1189058614966
"7","GB41110",76,26,65,53,118,53,74,131,583,136,109,179,-1.86628092439771,3.793511046023,-4.59581959430688,0.000462338210276161,0.53436939341252,-1.31972077619897
"8","GB41115",20,21,22,57,65,53,7,12,7,12,13,29,1.1679338910943,1.5803947882334,3.58738377121552,0.00315878742272308,0.53436939341252,-3.00399218013131
"9","GB41444",44,50,84,100,152,90,15,51,47,17,47,71,0.696278318016815,2.94480110088703,3.84894859533081,0.00190326459400287,0.53436939341252,-2.27824581127273
"10","GB41495",817,831,1895,2701,3295,3106,301,971,901,592,761,1859,0.789960961700608,7.40832609827798,3.44218773011295,0.0041908190399634,0.53436939341252,-2.51507774550368
"11","GB41687",36,56,56,49,86,49,45,58,160,43,68,82,-0.777273179210466,3.12208950278684,-3.17240739109282,0.00709569798237353,0.53436939341252,-2.8114272420493
"12","GB41730",61,51,96,108,171,153,18,26,16,36,50,83,1.20791920444499,3.01752955245089,3.72966471136051,0.00239670945260725,0.53436939341252,-2.37750211335036
"13","GB41731",76,52,145,168,246,179,40,51,35,24,69,117,0.992673932336252,3.50852719246686,3.29791001766915,0.00555345561767436,0.53436939341252,-2.61729586033548
"14","GB41767",68,196,182,168,415,246,34,69,71,43,120,208,0.857966726948503,4.08713835309135,3.44376992844824,0.00417791177179583,0.53436939341252,-2.33518994082659
"15","GB41847",60,137,192,217,392,273,23,108,112,84,73,173,0.717511880769614,4.13221762413239,3.2044998121739,0.00666468745933737,0.53436939341252,-2.58228187070982
"16","GB41869",11,15,34,26,56,30,1,16,10,11,8,19,1.11544266731966,1.10940699823063,3.26159945922559,0.00596148979863795,0.53436939341252,-3.33524349101409
"17","GB41875",21,42,51,63,119,59,7,32,27,14,32,42,0.795966853198972,2.30304556537629,3.80405452811764,0.00207553674946529,0.53436939341252,-2.57855024015237
"18","GB41891",17,24,96,60,243,86,1,13,14,13,24,57,1.76015196914634,2.03002509687778,3.22390854219716,0.00641681696116763,0.53436939341252,-3.13876701603481
"19","GB42038",48,103,92,147,139,135,56,109,192,115,136,143,-0.574249198928309,3.98819833051846,-3.26804239400661,0.00588695733995479,0.53436939341252,-2.50813333337375
"20","GB42138",26,55,125,127,261,123,6,48,39,21,31,104,1.17628758348655,2.95933068669325,3.33601405936353,0.00515533688735207,0.53436939341252,-2.74526859000285
"21","GB42265",63,93,116,124,131,148,44,128,166,88,131,161,-0.462553324084281,3.97044333472935,-3.45728169180546,0.00406930462258892,0.53436939341252,-2.30129552324498
"22","GB42360",130,183,219,333,455,338,72,102,135,110,173,259,0.554907743167917,4.70491403422401,3.29442492790746,0.00559137315324281,0.53436939341252,-2.41378608466521
"23","GB42436",10,11,22,28,45,23,1,8,13,6,9,19,1.00466213701435,0.857812643147052,3.30895059020549,0.00543502869238168,0.53436939341252,-3.36591619003352
"24","GB42652",146,123,238,306,370,362,15,130,145,72,91,220,0.903190815047715,4.35939704905076,3.41852025598477,0.00438875927842232,0.53436939341252,-2.33037087778322
"25","GB42761",134,182,172,297,356,351,36,128,103,125,125,195,0.693897942668372,4.4948553320383,3.49543349895357,0.00377776165715812,0.53436939341252,-2.20775940631267
"26","GB42784",13,17,22,47,58,51,10,14,7,14,5,16,1.23166925588419,1.36261697159584,3.23659269247081,0.00625982779574096,0.53436939341252,-3.28646831486257
"27","GB42909",1,9,26,22,29,29,6,33,45,36,65,47,-1.53668227335946,1.60125331860862,-3.41427318756549,0.00442526305864089,0.53436939341252,-3.10260995487951
"28","GB43052",2565,2271,4593,6007,9452,7307,343,2925,1958,1320,1992,4345,1.10895325276728,8.65419943256503,3.3610721381152,0.00490926787746318,0.53436939341252,-2.78001033579338
"29","GB43137",20,42,69,123,164,103,3,24,31,12,20,60,1.46538711445279,2.37824679496791,4.20281232404395,0.000966835267521604,0.53436939341252,-2.31003085648298
"30","GB43140",13,20,17,55,75,76,3,10,16,10,11,28,1.20236682767777,1.48786918927216,3.26426017952502,0.00593059648713556,0.53436939341252,-3.23778901297575
"31","GB43407",20,18,33,60,102,64,3,14,8,6,25,34,1.41438341357873,1.65054307251755,3.789023880851,0.00213669724428178,0.53436939341252,-2.86645809681617
"32","GB44090",91,78,140,191,424,258,22,43,31,74,64,107,1.36473187322553,3.70749310719324,4.12953035392996,0.0011114002801031,0.53436939341252,-1.78796366632982
"33","GB44229",11,22,15,30,39,29,3,2,5,8,18,17,1.25997609873596,0.869279149938177,3.19380643784287,0.0068053173649649,0.53436939341252,-3.42869278974095
"34","GB44252",11,24,76,38,142,73,5,19,12,12,8,33,1.49857350174358,1.79439152734846,3.54931275286923,0.0034015644029235,0.53436939341252,-2.96853737890018
"35","GB44552",399,808,452,313,1103,325,2444,213,46973,9477,1635,1302,-2.94528409116263,7.41209577666894,-3.21023122581216,0.00659051174881222,0.53436939341252,-2.74827902585924
"36","GB44712",38,30,40,41,53,55,28,54,148,37,44,88,-0.911734198718072,2.81379256154204,-3.4948997461313,0.00378169143322463,0.53436939341252,-2.61070818403953
"37","GB44761",26,35,70,68,196,96,14,36,42,18,27,52,0.846396801530863,2.65150100649126,3.19015381553184,0.00685402934823588,0.53436939341252,-2.94507227785923
"38","GB44962",18,32,33,74,104,85,5,14,25,24,19,38,1.03642463068217,2.09405754482742,3.47264148784641,0.00394929506603808,0.53436939341252,-2.90487907171153
"39","GB44978",31,37,59,61,91,84,11,39,36,14,33,46,0.640034137975226,2.48083915491608,3.72985863116661,0.0023958096175789,0.53436939341252,-2.55755972503861
"40","GB45094",12,28,44,40,91,47,4,21,32,7,8,20,1.16873874863125,1.63983429475262,3.75690499934248,0.00227361270578504,0.53436939341252,-2.88043177811072
"41","GB45140",43,70,118,241,306,259,18,63,54,49,47,102,1.10489779454166,3.57009413459171,3.67355400055581,0.00267205048462147,0.53436939341252,-2.23599203672243
"42","GB45158",42,67,54,55,51,68,37,56,113,45,82,103,-0.7607090682987,3.13384606071511,-3.40294614184942,0.004524121283747,0.53436939341252,-2.58568168697217
"43","GB45287",110,184,324,288,405,281,63,84,121,113,168,245,0.629401893453495,4.61976695915148,3.23076226864953,0.00633150701897563,0.53436939341252,-2.49521136042741
"44","GB45387",53,124,203,193,516,246,28,88,79,45,83,180,0.889738773394744,4.02125066293259,3.40534360102877,0.00450301335952817,0.53436939341252,-2.38976894720194
"45","GB45530",8,23,26,42,69,42,0,23,1,8,2,19,2.39086494449914,0.705975253488754,3.7140419857503,0.00247034272707381,0.53436939341252,-3.16809335614008
"46","GB45617",549,1022,885,1277,1934,1320,192,660,600,434,541,1224,0.621926713233729,6.75931255737193,3.56402305859624,0.00330559570109181,0.53436939341252,-2.28639573264994
"47","GB45812",33,77,152,171,350,154,12,47,54,20,18,114,1.47199956163182,3.20495384828941,3.98935295955481,0.0014528892231035,0.53436939341252,-2.11237897884069
"48","GB45819",103,139,166,241,355,272,64,90,111,73,123,214,0.513859378860991,4.3509328402369,3.20801939109232,0.00661903897608906,0.53436939341252,-2.54007145684189
"49","GB45821",113,173,250,343,449,315,58,127,141,91,159,268,0.548576476189917,4.66773145780535,3.79807055031359,0.00209966943673965,0.53436939341252,-1.84637343623111
"50","GB46164",23,28,29,38,80,46,7,22,15,9,9,28,1.05068937447385,1.70152771920625,4.14652288403486,0.00107601354606769,0.53436939341252,-2.62153649796896
"51","GB46251",17,33,73,72,172,84,7,21,23,16,23,53,1.17148422596261,2.33034526930029,3.78312065740253,0.00216121673590049,0.53436939341252,-2.59733058257358
"52","GB46253",156,367,423,538,915,458,61,334,206,118,141,355,0.827307761100059,5.26208162838759,3.49100406248043,0.00381049879262205,0.53436939341252,-2.19720753686413
"53","GB46296",16,27,43,36,103,50,3,22,12,13,14,31,1.14025133323366,1.72275803323268,3.80761664653873,0.00206130543309148,0.53436939341252,-2.81900022334556
"54","GB46307",28,64,98,94,199,110,16,45,58,22,36,72,0.807221749652557,3.00586355626838,3.86830698356787,0.00183354607908224,0.53436939341252,-2.23986259098859
"55","GB46478",47,114,155,188,360,215,29,75,65,69,79,149,0.741490023319669,3.88613419354697,3.22217070907058,0.00643863022040916,0.53436939341252,-2.60157207446273
"56","GB46486",10,26,24,29,25,40,15,34,45,33,32,39,-0.780183752375138,1.9935235597232,-3.326680024039,0.0052501304243137,0.53436939341252,-3.02093528497087
"57","GB46668",0,7,8,10,7,27,3,24,29,7,32,29,-1.8629044416675,0.54343282369004,-3.21212572906353,0.00656617501813252,0.53436939341252,-3.49312413283054
"58","GB46705",1810,2069,2530,4677,4983,4903,675,1266,1172,1380,1505,3123,0.786493004654837,8.22532803481185,3.44739861240454,0.00414846075549457,0.53436939341252,-2.63797561651526
"59","GB46925",102,223,252,343,430,369,58,133,173,115,111,273,0.591073170676099,4.71789823988695,3.56057950783971,0.00332781275574706,0.53436939341252,-2.1096188804685
"60","GB47425",30,72,74,122,221,143,17,34,67,44,41,62,0.842702061864352,3.14028053016657,3.47695321037879,0.00391625274977469,0.53436939341252,-2.5384484985776
"61","GB47551",834,812,868,1723,2048,1748,169,600,663,511,574,1155,0.818325237481041,6.86121559795574,3.79680382833765,0.00210481451140701,0.53436939341252,-2.07464993190277
"62","GB47588",14,26,45,44,109,47,5,17,21,8,16,20,1.1995205853077,1.72901033218962,4.68172180876699,0.000394408289834043,0.53436939341252,-2.32351992009929
"63","GB47869",35,39,45,72,88,86,7,33,29,28,25,49,0.730547667942239,2.44695196910294,3.39011453844698,0.00463879855550096,0.53436939341252,-2.84083124293129
"64","GB47948",423,649,607,1504,1889,1461,101,317,419,398,318,932,1.01468500151922,6.34207669286022,3.5845967676084,0.00317594962680353,0.53436939341252,-2.20851627234415
"65","GB48159",7,8,31,22,49,20,4,6,8,5,3,7,1.37328854042391,0.575963601708294,3.75909886577396,0.00226398293641888,0.53436939341252,-3.20027410470167
"66","GB48160",27,29,97,88,129,92,7,39,20,11,34,63,1.07942108817056,2.48381552207577,3.41205564645857,0.00444444425314133,0.53436939341252,-2.8243962090536
"67","GB48167",960,1147,941,2554,2618,2723,308,796,600,693,750,1435,0.795751575653714,7.24820607048154,3.27649010186577,0.00579064559007437,0.53436939341252,-2.65376566345162
"68","GB48675",11,15,26,31,72,32,2,12,17,7,13,15,1.04978290359209,1.20216172494104,3.71887043370765,0.00244734300661716,0.53436939341252,-3.04637347306302
"69","GB48789",17,30,87,68,137,102,10,21,20,24,21,47,1.12948855536736,2.37572160737013,3.60445575938365,0.00305568877026092,0.53436939341252,-2.70813591725737
"70","GB49081",15,20,37,25,77,33,4,14,17,10,4,22,1.1675469108756,1.34134615993718,3.43174519552071,0.00427702080410635,0.53436939341252,-3.17321575068629
"71","GB49345",10,12,34,46,40,51,1,19,12,4,8,19,1.34702801764566,1.0914068186164,3.49247949357748,0.00379956247581892,0.53436939341252,-3.20843100604133
"72","GB49872",46,51,89,147,292,164,8,45,49,33,42,98,1.07804000122529,3.17667436146395,3.51042540597072,0.00366905125607979,0.53436939341252,-2.51502361015496
"73","GB50084",13,6,13,21,8,20,24,21,44,12,18,34,-1.33988833744176,1.32414165058169,-3.42695201016749,0.00431718386982775,0.53436939341252,-3.17390248903094
"74","GB50725",13,19,32,36,43,43,4,7,13,10,18,18,1.01492494753895,1.3425799816549,4.42313234342861,0.000638017623618184,0.53436939341252,-2.62346773295264
"75","GB50784",117,191,222,253,288,225,135,268,285,213,208,404,-0.615430307702808,4.99754679545178,-4.15334243969493,0.00106213894793763,0.53436939341252,-1.41922716046585
"76","GB50877",101,162,109,183,242,149,28,70,92,74,104,100,0.629817745360619,3.905080280133,3.23117487665331,0.00632640753578273,0.53436939341252,-2.58584747057021
"77","GB51187",3,7,11,11,14,8,5,11,36,15,17,12,-1.09305517029203,0.661385863234597,-3.22519790946167,0.00640068059800227,0.53436939341252,-3.46336066629388
"78","GB51190",31,55,77,114,171,131,13,16,42,23,71,64,1.00915516648918,2.88433593185012,3.58128725531589,0.00319645203699355,0.53436939341252,-2.54206899746348
"79","GB51273",70,99,221,176,323,228,20,105,105,60,118,127,0.644064409086351,4.01132576990497,3.19054066353211,0.00684885383799275,0.53436939341252,-2.61379536450306
"80","GB51337",91,135,229,295,495,305,24,111,135,77,114,241,0.726373861124728,4.39280109665059,3.34578560206918,0.00505794056715351,0.53436939341252,-2.39325994268108
"81","GB51405",14,21,45,49,137,54,2,30,19,6,5,23,1.62010840957316,1.57292170208681,3.72233294327068,0.00243098381516588,0.53436939341252,-2.93983999020255
"82","GB51482",738,1073,913,1700,1957,1817,202,713,640,486,553,1046,0.816648627036055,6.89912158786069,4.55240841734438,0.000501165617140609,0.53436939341252,-1.3929807418952
"83","GB51545",34,76,228,144,308,223,40,59,57,34,34,88,1.1585570449305,3.54538514667623,3.5749390694203,0.00323615468147505,0.53436939341252,-2.33758120286667
"84","GB51652",880,553,2014,3180,5147,3499,144,762,477,522,469,1469,1.48198358825692,7.16769747976505,3.83591527862886,0.00195172056545832,0.53436939341252,-2.10336804809926
"85","GB51962",54,142,340,361,591,361,52,139,78,77,40,166,1.2142944285106,4.33303793747303,3.19185954942029,0.00683123821588332,0.53436939341252,-2.59418405218293
"86","GB52098",180,264,284,429,605,388,94,235,204,139,187,289,0.466971645907284,5.13210548537515,3.48673853242225,0.00384229513779014,0.53436939341252,-2.18077886578419
"87","GB52472",67,113,205,180,345,211,31,103,109,92,82,117,0.617853379820964,4.06572562102688,3.31719247147623,0.00534827608720654,0.53436939341252,-2.46034195630857
"88","GB53068",80,140,176,161,217,177,126,187,275,121,151,233,-0.591569756765535,4.54211518907018,-3.55834184847109,0.00334233055499175,0.53436939341252,-2.10289907387433
"89","GB53827",152,289,199,256,491,300,131,382,833,246,262,449,-0.737854544528183,5.39084543513345,-3.29184341577623,0.00561962705188711,0.53436939341252,-2.4034540772668
