"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40253",2120,777,2674,1650,2542,2450,4345,3243,2817,2963,6894,4164,-0.781940251168288,8.59535589148863,-3.32826822961963,0.00519224709674038,0.724110038839167,-4.04241061825974
"2","GB40301",961,469,1254,939,1103,1108,766,622,824,429,1006,1250,0.559257397228856,6.92217339376987,3.02888579354482,0.00933006957003421,0.724110038839167,-3.96583486581429
"3","GB40464",4,2,12,4,8,11,12,10,20,6,18,19,-0.844493557900178,0.402945287219512,-3.22987091916992,0.00629567174355914,0.724110038839167,-4.34223079091163
"4","GB40563",123,89,524,299,427,427,434,391,432,368,808,508,-0.614544422214528,5.65083206239946,-3.0685435756484,0.00863383152133949,0.724110038839167,-3.8331951328711
"5","GB40566",192,76,252,251,278,202,126,209,105,64,244,190,0.696392355987518,4.57059133314812,3.10432089713936,0.00805010889636009,0.724110038839167,-3.80309672425491
"6","GB40718",835,325,2205,1764,1568,2094,2370,1779,2571,1173,3978,2838,-0.678438278872897,7.90702644215239,-3.20179661956998,0.00665151251536418,0.724110038839167,-4.0121220802554
"7","GB40967",436,382,861,1823,1153,703,1171,8721,1652,1610,6447,1425,-1.44331988253098,7.63768611510518,-3.08917795149741,0.00829222606383948,0.724110038839167,-4.02121235133515
"8","GB41080",57,33,184,143,169,256,181,177,264,95,421,281,-0.57985238850814,4.48316806003481,-3.21282832796259,0.00650935058951936,0.724110038839167,-3.77583300528684
"9","GB41222",14,5,54,32,60,65,97,264,74,103,380,121,-1.90816939317175,3.20446577360775,-4.34671758686379,0.000725734055591859,0.724110038839167,-3.79001295902937
"10","GB41338",28,29,116,138,179,227,159,160,203,193,801,414,-1.14477698844133,4.46594928567196,-3.59890466328309,0.00305919547696268,0.724110038839167,-3.67482560717814
"11","GB42178",257,137,502,590,632,701,499,696,810,558,2240,1183,-0.825401892067271,6.40951876078379,-4.26017941409065,0.000855059149851464,0.724110038839167,-3.5424451175859
"12","GB42261",123,45,339,309,216,349,405,338,380,172,896,622,-0.811137946644152,5.31942713834216,-3.52425157572216,0.00353898541417972,0.724110038839167,-3.65145039028501
"13","GB42355",336,219,811,615,823,890,751,988,876,679,1358,1450,-0.607900819271973,6.7094301782979,-4.17098904092598,0.00101330750634492,0.724110038839167,-3.61005619273037
"14","GB42621",482,389,2183,1236,930,1574,2815,10095,2016,3821,18040,1790,-1.98501338738035,8.18998345890131,-4.23565112892729,0.000895865487566884,0.724110038839167,-3.81410134889046
"15","GB43128",244,143,327,266,411,441,247,220,272,141,412,369,0.389982028547914,5.29174943142985,3.06031453347103,0.00877393018619371,0.724110038839167,-3.80496411388997
"16","GB43130",7,2,9,14,19,17,26,22,20,23,127,26,-1.43004297511427,1.32777201462176,-3.50965667241525,0.00364132785539284,0.724110038839167,-4.23204209310715
"17","GB43285",133,108,312,306,275,331,314,322,325,265,487,564,-0.464252796595847,5.35644844488349,-3.05065349079582,0.00894129013438678,0.724110038839167,-3.81924353082912
"18","GB43709",25,9,51,66,68,89,65,62,105,52,237,93,-0.780898939504848,3.12057310633161,-3.12640587836401,0.00770954694651389,0.724110038839167,-4.02743639851097
