"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40609",13,9,11,28,51,51,4,3,1,25,18,14,1.46537025755769,0.863669467426713,2.501670584369,0.0260154363158432,0.999891637817832,-4.46556720282427
"2","GB40818",27,63,14,58,55,68,20,24,21,16,18,51,0.841481818632809,2.17161467682506,3.04139183988758,0.00916683765719078,0.999891637817832,-4.32070671496063
"3","GB41126",110,163,99,207,274,308,81,274,239,317,271,583,-0.62668002703583,4.9259480288285,-4.2614877152261,0.000865903330491627,0.999891637817832,-3.74129088112606
"4","GB41241",227,266,156,343,341,390,85,220,184,226,223,364,0.355215617304652,5.06864343117205,2.61531781035917,0.0209315777207377,0.999891637817832,-4.16047030958943
"5","GB41259",62,138,77,127,159,144,54,121,143,159,141,235,-0.340475860838513,4.11429699102951,-2.95179598341463,0.0109149885830689,0.999891637817832,-4.10469531322073
"6","GB41262",111,239,124,218,206,271,81,132,132,147,145,245,0.328210600469133,4.5265161585858,2.37769151126,0.0329118390058871,0.999891637817832,-4.23882429460341
"7","GB41311",1697,1669,777,1027,2086,2469,284,693,775,1416,662,2956,0.75994590475216,7.3522616382956,2.56918696054688,0.0228673752971977,0.999891637817832,-4.28862915945942
"8","GB41549",17,5,9,24,14,20,6,21,16,34,23,69,-0.971117321231665,1.32914178402032,-2.5683281536315,0.0229050065984808,0.999891637817832,-4.43779415059835
"9","GB41716",3,20,8,16,12,20,1,7,8,10,5,10,0.843817846424224,0.287601493785695,2.56101560354061,0.0232278617971426,0.999891637817832,-4.47955399376823
"10","GB42086",41,109,64,77,71,113,40,83,101,148,104,141,-0.468612382859662,3.60070734382904,-2.37032483383369,0.0333723390151764,0.999891637817832,-4.30159385760207
"11","GB42087",17,24,24,30,26,29,22,32,41,30,49,50,-0.626252264229089,2.11143606414491,-2.48718969470841,0.0267430208708484,0.999891637817832,-4.40084088830667
"12","GB42242",5,9,6,9,24,17,5,17,19,17,16,29,-0.68600477963661,0.888318308900977,-2.69825740934466,0.0178434970484184,0.999891637817832,-4.44644716523616
"13","GB42244",92,184,197,224,178,141,77,355,485,159,199,1034,-0.896047845553014,4.92456450111497,-2.42708546517712,0.0299771309215685,0.999891637817832,-4.22030774534731
"14","GB42260",20,25,9,18,41,22,6,5,12,6,2,35,1.23027340573724,0.888313054533432,2.67802807436081,0.0185530827116293,0.999891637817832,-4.44800540877246
"15","GB42300",61,72,150,137,186,158,141,120,288,134,157,477,-0.802651577127862,4.42836398037259,-2.36350956713137,0.0338038274101934,0.999891637817832,-4.25076934939904
"16","GB42514",33,8,9,27,24,7,30,25,24,96,172,116,-2.12766154037663,2.09492261646781,-3.63532730809464,0.002879710384388,0.999891637817832,-4.26972406584055
"17","GB42549",3,43,22,28,50,24,27,115,24,100,38,114,-1.40022440795142,2.34854057635589,-3.01403406007495,0.00966895249943414,0.999891637817832,-4.31243194529426
"18","GB42677",16,66,27,68,67,75,22,62,51,75,65,141,-0.466952410815159,2.9320480017972,-2.5279651148404,0.024742685975401,0.999891637817832,-4.32865199488528
"19","GB42738",99,238,60,218,260,258,62,262,156,338,248,585,-0.524091187774984,4.78660520230672,-2.44287364927389,0.0290930548066089,0.999891637817832,-4.21340278104827
"20","GB42768",41,24,20,70,52,77,1,20,9,29,9,62,1.39861138557705,1.75780690530383,3.03697362812484,0.00924614068158653,0.999891637817832,-4.36268186114093
"21","GB42833",8,12,6,19,15,19,0,6,3,13,5,20,1.1768239100754,0.197174058739274,2.62160100716109,0.020680522466482,0.999891637817832,-4.47486475057069
"22","GB43518",18,21,22,25,55,55,0,45,3,25,22,10,1.59489120771173,1.21585309638707,2.47259673474966,0.027495994852508,0.999891637817832,-4.45473069009731
"23","GB43729",23,22,13,38,38,44,4,14,24,17,17,39,0.603105377411662,1.61210516893794,2.46642683243224,0.0278204367246672,0.999891637817832,-4.43420621072447
"24","GB44065",81,120,84,127,112,84,38,38,49,57,79,85,0.74878933088976,3.4116941379718,3.02083013936923,0.00954173062080111,0.999891637817832,-4.18002537871618
"25","GB44072",123,119,101,208,186,284,61,62,107,90,111,255,0.559924233273243,4.1831558785221,2.39031346748425,0.0321368662711128,0.999891637817832,-4.25498570451038
"26","GB44146",490,1101,423,930,1143,1158,217,434,541,748,606,1375,0.42833450444653,6.59377118976818,2.98698271947906,0.0101922225500353,0.999891637817832,-4.14428001156542
"27","GB44560",1291,2900,1292,2291,2434,2410,561,1159,1081,1773,1421,2809,0.524203765051931,7.8551716549923,3.45312776613837,0.00410476322027538,0.999891637817832,-4.1530553710257
"28","GB44641",125,153,87,135,212,157,66,142,135,256,206,389,-0.446590527917571,4.47647759457425,-2.49637618474485,0.0262792156388885,0.999891637817832,-4.20583179441738
"29","GB45063",8,29,72,61,37,78,11,10,13,6,35,23,1.38731272106487,1.75176457813773,2.66713786367719,0.0189463768513397,0.999891637817832,-4.40448125682599
"30","GB45135",13,25,12,66,52,77,24,39,41,87,42,151,-0.775265469788149,2.57031590745081,-2.51577321088468,0.0253251803818125,0.999891637817832,-4.36347561137947
"31","GB45174",2984,6101,2483,5801,6938,5277,1545,2933,3089,4046,2744,6359,0.431648400743093,9.09160071320366,2.66321001380492,0.0190902095549368,0.999891637817832,-4.34967378150263
"32","GB45495",465,989,376,707,1168,905,391,968,775,1270,858,1500,-0.430831696610947,6.8265420194409,-2.83306125177613,0.0137475874193904,0.999891637817832,-4.19694723937785
"33","GB45714",295,240,132,161,292,297,75,152,128,135,80,263,0.744390230235966,4.59935568456744,2.59957732432319,0.021573552594302,0.999891637817832,-4.17747457660438
"34","GB45748",0,17,5,17,17,18,4,79,22,16,36,119,-1.98871123929426,1.12467866802941,-2.85126285718399,0.0132705558477041,0.999891637817832,-4.42201400348544
"35","GB45846",15,23,5,22,25,32,8,23,46,35,18,64,-0.686659863708302,1.66968039321671,-2.3431101436182,0.0351272963424267,0.999891637817832,-4.44552613946425
