"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40340",10,17,13,12,12,15,1,9,6,10,14,21,0.780311891967107,0.588162748226167,2.44834706533444,0.0287614064926154,0.999989637450343,-4.480059100275
"2","GB40684",359,393,1394,403,316,324,22,437,321,101,687,294,1.26664160129882,5.42301396186241,2.30877634742484,0.0374320916052436,0.999989637450343,-4.2660386673042
"3","GB41275",23,102,36,77,27,42,6,36,41,34,51,45,0.669087617339049,2.399046278292,2.27017967782068,0.0402368102813438,0.999989637450343,-4.41541470619008
"4","GB41283",629,1223,2195,1029,1200,1055,211,952,903,900,1326,918,0.774622716979925,7.06135951206021,2.72321497536452,0.016980132426526,0.999989637450343,-4.24116672284853
"5","GB41296",53,64,24,42,33,111,9,37,16,14,74,9,1.46182638905178,2.15163874223024,3.17704137251568,0.00702018882525475,0.999989637450343,-4.31017844872127
"6","GB41311",1697,1669,775,1416,777,2469,284,693,662,1027,2956,2086,0.689073840559745,7.3522616382956,2.22746851962923,0.0435712154860849,0.999989637450343,-4.36353584812692
"7","GB41316",12,23,20,34,7,42,17,24,33,63,62,32,-0.574501497162544,1.92478210937931,-2.17065552780553,0.0484100182790478,0.999989637450343,-4.45661551036941
"8","GB41641",10,40,13,20,26,29,10,11,17,11,21,20,0.718971790870535,1.34478124912534,2.22613552489166,0.043679351207355,0.999989637450343,-4.4739848849887
"9","GB41806",64,154,246,162,75,139,29,85,84,122,177,147,0.557828881883756,3.9649065682438,2.54735926269746,0.0238140410968159,0.999989637450343,-4.22571570197066
"10","GB41859",68,117,102,169,76,222,109,128,149,191,348,213,-0.4053235572819,4.35105036442475,-2.22892283959996,0.0434535246298733,0.999989637450343,-4.29292764470349
"11","GB42346",18,80,24,41,17,49,11,24,16,27,44,37,0.636564921308529,2.02391669606034,2.48466368885168,0.0268418023475471,0.999989637450343,-4.40761979240463
"12","GB42411",32,59,40,51,33,58,22,55,71,82,139,69,-0.42256717276753,2.93876486305653,-2.57832570997019,0.022442814733602,0.999989637450343,-4.32032551665771
"13","GB42469",21,29,130,63,9,37,14,64,80,140,339,210,-1.44235248151148,3.04928364745993,-3.00949101637452,0.00973688782041054,0.999989637450343,-4.24199734162167
"14","GB42626",523,413,2406,410,590,80,31,104,359,210,392,149,1.78040886909682,5.26973632436636,2.58472300933115,0.0221692026278832,0.999989637450343,-4.19296525523568
"15","GB42973",209,323,256,289,164,361,90,253,221,290,347,329,0.281653727709871,5.14019756921798,2.24981527027305,0.0417954667305056,0.999989637450343,-4.26972610878071
"16","GB43298",4,21,14,27,9,30,6,13,23,55,100,47,-0.859247125374968,1.56409149963513,-2.23236262157652,0.0431763485769142,0.999989637450343,-4.46569055847623
"17","GB43454",18,32,11,26,7,27,18,26,24,32,61,40,-0.580707107765096,1.77983611049556,-2.23212859266374,0.0431951536878052,0.999989637450343,-4.45545635404912
"18","GB43696",10,10,7,4,4,18,12,10,11,25,28,23,-0.879630416213408,0.76584433567335,-2.46819183619629,0.0276967180217258,0.999989637450343,-4.47310079514794
