"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40019",107,848,266,171,269,443,60,193,124,202,326,239,0.712610430761542,4.96210578646963,2.49669914002326,0.0262690347702054,0.999996871781603,-4.19294987777669
"2","GB40217",66,86,184,63,63,161,61,132,114,377,187,321,-0.864542628584014,4.1609276857686,-3.24008890319403,0.00622309626546932,0.999996871781603,-4.03297143394898
"3","GB40425",15,41,26,31,26,57,23,58,32,38,83,102,-0.719100737917227,2.47623353202038,-2.58017758820852,0.022396599854139,0.999996871781603,-4.35719443579742
"4","GB40505",9,15,27,6,23,39,2,5,8,12,10,24,1.00670574920754,0.782638525730905,3.17163437233967,0.00711276891032411,0.999996871781603,-4.40798270142417
"5","GB40712",70,108,125,63,98,126,60,132,92,147,170,193,-0.403044769319312,3.9592101448627,-2.55313385559701,0.0235864708708324,0.999996871781603,-4.21994583114969
"6","GB40803",10,6,15,5,9,14,11,12,25,19,16,27,-0.876155171530882,0.907746380003333,-2.70273154547179,0.0176951384913759,0.999996871781603,-4.44363051550935
"7","GB41044",8,48,40,8,17,49,2,15,10,10,27,16,1.03528811250799,1.17412539085734,2.85823191451656,0.0130965067817988,0.999996871781603,-4.41396359972967
"8","GB41212",35,78,80,32,47,169,54,181,72,217,162,189,-1.01532030439061,3.68578781354946,-4.19289862505729,0.000986900666019262,0.999996871781603,-3.91329087717917
"9","GB41518",9,13,12,4,16,14,26,13,22,19,24,30,-0.926944567079543,1.15451210140692,-2.6375709807116,0.0200607784479702,0.999996871781603,-4.43901146116665
"10","GB41591",27,63,58,16,43,93,13,26,11,35,52,45,0.742902656414188,2.28187181892537,2.80510989101171,0.0145175986190109,0.999996871781603,-4.33950610491313
"11","GB41676",54,112,101,56,88,139,74,80,114,173,149,157,-0.427952070105412,3.86168011927667,-2.63419289696624,0.0201914579850263,0.999996871781603,-4.20830603075635
"12","GB42104",7,17,10,9,15,14,2,2,7,7,15,10,0.863753268186958,0.301867534201991,2.53637735436401,0.024354108206438,0.999996871781603,-4.47959449590926
"13","GB42170",67,116,132,78,75,128,223,136,213,218,247,157,-0.997718156406547,4.29301053292675,-3.19371561993688,0.00681271529376246,0.999996871781603,-4.03892726184814
"14","GB42264",361,630,682,317,663,756,873,561,822,1699,1059,756,-0.83047740352745,6.64343762911498,-2.73646301021771,0.0165796261339493,0.999996871781603,-4.20196158909945
"15","GB42365",80,154,128,81,101,212,110,170,211,194,215,204,-0.589272576567044,4.38668523151525,-3.43513290544905,0.00425348281027299,0.999996871781603,-3.95671297119901
