"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40094",98,52,94,127,126,109,31,118,84,101,110,73,0.809254798567555,3.65834589204729,3.89410144144142,0.00174373448378467,0.181996919101313,-1.02058690547857
"2","GB40270",63,52,95,165,93,93,38,74,94,99,111,90,0.665071922686441,3.58833889116317,4.06421740167925,0.00125815556361279,0.181996919101313,-0.732622052307398
"3","GB40625",25,17,52,39,58,48,67,79,137,213,70,165,-1.0240884844675,3.19674941734001,-3.87262036502064,0.00181740065380355,0.181996919101313,-1.06929187096133
"4","GB40629",40,10,49,54,73,154,68,153,229,886,273,237,-1.59144566860324,3.90934516699091,-4.06092784511239,0.00126609172578366,0.181996919101313,-0.741557191764942
"5","GB40782",249,191,352,454,363,405,188,292,375,428,408,417,0.480524114003941,5.56325869114407,4.24500711493624,0.000891921561458726,0.181996919101313,-0.420832980682227
"6","GB40984",88,71,160,260,183,184,75,138,181,188,174,157,0.545015661074915,4.37637560319814,4.12264891826324,0.00112537786695102,0.181996919101313,-0.631462893642371
"7","GB41137",130,72,147,246,148,196,70,133,193,167,187,163,0.564129048799305,4.3840455057254,4.01737060648658,0.00137614218950329,0.181996919101313,-0.814476217740585
"8","GB41173",157,115,252,294,203,243,104,191,239,280,278,250,0.458034496349239,4.88950380670698,3.97676280230593,0.00148755882706732,0.181996919101313,-0.89022122941611
"9","GB41467",184,97,137,281,185,198,221,409,438,740,365,406,-0.711480657441299,5.23596090683328,-3.84871289236058,0.00190312943543204,0.181996919101313,-1.11053134102126
"10","GB41698",26,20,25,44,32,22,80,68,97,103,69,101,-1.07558868008812,2.79929656714052,-3.98797504412785,0.00145590352565593,0.181996919101313,-0.90785537576233
"11","GB41723",87,50,95,132,100,184,99,229,282,277,272,296,-0.651756874428347,4.44035990066615,-4.33838531775888,0.000747669133514372,0.181996919101313,-0.260886268019966
"12","GB41777",857,355,896,2211,1031,3275,1892,10436,6083,4537,6559,5953,-1.72605739066017,8.44392059184728,-4.87810889204643,0.000274958835058587,0.181996919101313,0.473622262428574
"13","GB41881",108,77,209,240,163,213,85,139,154,202,190,156,0.636206601127533,4.45151322242502,5.52987258125482,8.63264385015415e-05,0.181996919101313,1.67734844355807
"14","GB42017",321,248,432,617,468,435,247,349,409,482,510,417,0.59658223542573,5.83122198987489,4.09217716597477,0.00119272572488305,0.181996919101313,-0.683765786409662
"15","GB42054",582,240,864,1327,1301,1602,1827,1732,3282,6337,2052,3862,-1.27049789492626,7.78091798144157,-4.77030150233559,0.000334831646159409,0.181996919101313,0.367128273988235
"16","GB42111",96,101,211,168,188,172,71,116,146,182,202,159,0.635823830115878,4.36726716640205,3.91970713516315,0.00165989063869505,0.181996919101313,-0.984790557119146
