"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40080",8,20,23,46,32,25,38,28,34,54,46,86,-1.24878166697119,2.20944929006581,-3.54097224506962,0.00340479737977843,0.706348497612118,-4.2409931591317
"2","GB40139",37,240,101,181,433,202,128,336,242,264,230,498,-1.11954631281548,4.85319399001976,-3.59570099536263,0.00305925661276023,0.706348497612118,-3.86777691956148
"3","GB40145",152,241,279,558,667,361,208,510,327,457,458,726,-0.777194976011883,5.73908739377178,-3.80275700397447,0.00204349326599685,0.706348497612118,-3.841112946169
"4","GB40727",108,303,258,287,407,309,152,427,227,218,291,443,-0.488621320887373,5.25303820495562,-2.98244042556818,0.0101764517420321,0.706348497612118,-4.0308409759445
"5","GB40837",29,102,173,134,331,195,11,92,60,49,87,62,0.945844636089897,3.53384077781836,2.92683142637841,0.0113453209437487,0.706348497612118,-4.17772827786826
"6","GB40923",34,43,55,93,87,69,34,94,56,75,77,123,-0.651660700369566,3.22886967708293,-3.58018247829355,0.00315346934977132,0.706348497612118,-4.07135212696481
"7","GB41015",26,37,123,79,84,58,17,26,19,20,38,38,0.882906778540075,2.48771897551235,3.1222004552105,0.00773908120354717,0.706348497612118,-4.26778343998048
"8","GB41179",4,26,23,62,65,23,22,51,32,63,58,83,-1.18275030334497,2.31494741857563,-3.16001840149332,0.00718582984060398,0.706348497612118,-4.27889782453484
"9","GB41188",237,227,717,510,795,691,50,374,158,54,394,323,0.999990238394248,5.32067797936132,2.95913476499505,0.0106510957100559,0.706348497612118,-4.06697563117957
"10","GB41252",38,61,57,86,67,84,43,84,70,67,87,115,-0.647729340721525,3.30499398622945,-3.47300010968946,0.00388938717724044,0.706348497612118,-4.07821321063639
"11","GB41291",8,14,20,30,62,29,3,11,6,3,15,26,1.01234817425586,0.994387686485201,3.01508567768254,0.00954657339592012,0.706348497612118,-4.40744266789893
"12","GB41595",8,12,38,22,39,22,5,6,7,3,14,18,0.991411427342821,0.879733930811139,2.9927875290013,0.00997248220573719,0.706348497612118,-4.41541490720703
"13","GB41689",21,21,36,51,41,35,29,49,34,29,48,63,-0.702030049782861,2.38958910773633,-3.40704469482914,0.00442602901983264,0.706348497612118,-4.23087352389467
"14","GB41756",9,13,31,99,40,20,74,92,28,48,81,101,-1.60095842378972,2.57010015982301,-3.62564288205238,0.00288544913045691,0.706348497612118,-4.18613842035031
"15","GB41757",22,47,34,175,90,41,88,183,85,83,63,116,-1.16912763551026,3.37264821532186,-3.05692440315488,0.00879546564175473,0.706348497612118,-4.161315559059
"16","GB41876",15,21,48,37,84,28,2,8,12,11,11,29,1.32933032758681,1.39630329813195,3.84430482066492,0.00188514364899219,0.706348497612118,-4.30633511537942
"17","GB42673",129,160,328,292,533,324,39,193,143,74,223,241,0.562412995628472,4.71920158932335,2.97587429590028,0.0103080215320213,0.706348497612118,-4.04910841927579
"18","GB42804",288,359,627,785,1674,676,94,340,362,220,387,623,0.633464862492918,5.92973854188007,3.03932304073221,0.00910403641126382,0.706348497612118,-4.06502516708938
"19","GB43227",13,9,29,56,12,9,24,27,45,34,68,55,-1.64382452449419,1.90266006470883,-3.60775934449488,0.00298802020703886,0.706348497612118,-4.2730137207431
"20","GB43276",177,503,785,2378,2619,667,836,1858,850,1399,1372,2678,-1.29394334477631,7.24241650730202,-3.06449188894837,0.00866600961317648,0.706348497612118,-4.16205035377712
"21","GB43316",1,9,5,10,15,8,11,19,9,15,14,10,-1.20634372945307,0.443112338820857,-2.90106911865752,0.0119307917490493,0.706348497612118,-4.44471145318332
"22","GB43504",22,64,54,42,82,53,41,83,55,84,78,107,-0.903393409380473,3.09291340668542,-3.96053181617435,0.00150535800549941,0.706348497612118,-4.03478361560656
"23","GB43612",9,14,28,30,97,28,1,8,8,10,13,22,1.28673779057854,1.08653048622359,3.08468125035836,0.00832981248135657,0.706348497612118,-4.39626253170048
"24","GB43660",12,24,30,62,43,40,20,69,32,54,41,63,-0.812601285115418,2.40819282750754,-3.17856087055849,0.00692914261718958,0.706348497612118,-4.26215141160389
"25","GB43963",176,247,322,327,473,327,65,243,172,99,235,325,0.406025312397136,4.9941604839542,3.16973009221811,0.00705022851874829,0.706348497612118,-3.98305737484389
"26","GB44167",41,70,101,294,194,98,64,350,157,128,165,175,-0.884911820873862,4.21106143460891,-3.01176308598303,0.00960887633489364,0.706348497612118,-4.06150194489981
"27","GB44220",79,126,108,280,286,198,302,158,248,355,231,428,-1.18526929849678,4.90769105181365,-3.26991711809327,0.0057920449813087,0.706348497612118,-3.95449210054131
"28","GB44533",41,102,139,105,242,82,6,74,44,32,48,93,0.910029539859432,3.17350695077984,2.97325138151588,0.0103610472509863,0.706348497612118,-4.21432395666051
"29","GB44552",399,213,452,313,1103,1302,2444,46973,808,9477,1635,325,-3.00300953474089,7.41209577666894,-3.31592798937764,0.00529206689355265,0.706348497612118,-4.13055173003097
"30","GB44596",13,64,44,91,125,64,39,106,63,99,85,188,-0.981186231337452,3.30917126517173,-3.41276916559212,0.00437663614099764,0.706348497612118,-4.09439375282317
"31","GB45023",696,1055,1247,1447,3928,1857,207,730,954,388,988,1170,0.791347132869529,7.10437678843452,3.52639780782518,0.00350329365364168,0.706348497612118,-4.05766263295295
