"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40253",2120,4345,3243,2963,4164,2450,777,2674,2817,1650,2542,6894,0.631753061008514,8.59535589148863,2.36838912207638,0.0334781910270319,0.999467210052094,-4.38216229931497
"2","GB40340",10,9,13,12,21,15,1,17,12,6,10,14,0.790854683648357,0.588162748226167,2.4964186302892,0.0262624806723905,0.999467210052094,-4.47470709810412
"3","GB40390",27,23,42,19,48,40,20,19,22,15,34,41,0.626651819499064,1.98939462713102,2.3652282105716,0.0336783147837435,0.999467210052094,-4.42397249570578
"4","GB40425",15,58,32,31,83,102,23,41,26,26,38,57,0.702128633091333,2.47623353202038,2.50676285073762,0.0257496475495698,0.999467210052094,-4.3694392793461
"5","GB40624",129,86,140,92,347,270,157,172,227,351,375,706,-0.706952668425624,4.91677006012784,-2.44357966018427,0.0290388558150075,0.999467210052094,-4.21893007767508
"6","GB40796",7,12,14,18,31,28,7,23,44,21,45,89,-0.728058499008557,1.67609188134985,-2.32141255503852,0.0365722110888817,0.999467210052094,-4.44790979565853
"7","GB41129",126,125,169,93,255,224,36,108,147,178,148,281,0.423923554536797,4.33591875348399,2.35400033659914,0.034398415761111,0.999467210052094,-4.25058968252641
"8","GB41257",25,33,39,22,83,69,31,65,103,63,79,130,-0.609352387939571,2.95001005877274,-3.3564835417773,0.00495021243736721,0.999467210052094,-4.17954208873739
"9","GB41326",35,37,25,54,95,156,21,113,172,255,294,152,-1.1225450420099,3.5959600937142,-2.69752392801529,0.0178565564377154,0.999467210052094,-4.23707662532894
"10","GB41792",23,36,28,31,107,117,30,105,77,81,132,206,-0.760747940323681,3.21045768274986,-2.9718510900213,0.0104878364110124,0.999467210052094,-4.21641429497413
"11","GB41976",13,12,17,7,22,23,4,14,14,11,10,18,0.59356375355132,0.901853535886449,2.67937651935521,0.0184925277345065,0.999467210052094,-4.44554278944164
"12","GB42597",39,20,21,4,91,43,29,56,56,43,104,108,-0.934343847438126,2.49839034330124,-2.3439026638849,0.0350585127309137,0.999467210052094,-4.39857162403084
"13","GB42690",71,162,216,114,265,173,52,164,121,99,149,241,0.487623033159159,4.30834375512176,2.64832250513868,0.0196322905084318,0.999467210052094,-4.16824377828845
"14","GB42772",55,74,95,61,118,108,30,77,74,65,95,118,0.375713722590076,3.45325924877308,2.86635894552111,0.0128769813320433,0.999467210052094,-4.19878578191948
"15","GB42891",37,26,21,10,70,38,8,42,61,79,158,160,-0.993519899198002,2.57486186774027,-2.40138879858511,0.0314554498189902,0.999467210052094,-4.3825718092074
"16","GB42907",53,65,22,19,81,108,41,106,116,95,133,135,-0.781380292269439,3.30719142742388,-2.90200377040286,0.0120150891435326,0.999467210052094,-4.21932451431332
