"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40159",242,250,314,241,99,211,131,224,215,145,258,173,0.668191220372256,4.96781668116763,3.86550663374524,0.00173713930884515,0.530586677399908,-3.8678042968056
"2","GB40647",14,9,47,7,8,8,22,43,77,54,44,27,-1.26310764491947,1.82536790809759,-3.42716685797478,0.00412675846991544,0.530586677399908,-4.36270412578602
"3","GB40797",66,58,101,27,34,58,150,148,149,102,108,101,-0.736128067300666,3.67001464320741,-3.32424820854195,0.00506077678917045,0.530586677399908,-4.16658207344476
"4","GB40896",13,3,6,6,4,10,11,27,28,27,25,18,-1.24850650541777,0.936420868752921,-3.70729883293449,0.00237145955851311,0.530586677399908,-4.40160057595888
"5","GB41000",230,408,217,447,102,270,61,224,182,115,267,191,1.1514450974212,4.96035125739262,3.22475176553537,0.00616447267080265,0.530586677399908,-4.03000771795019
"6","GB41015",14,25,33,18,11,78,6,19,30,5,17,8,1.392034186773,1.42729369874771,3.21515628993901,0.00628285984821168,0.530586677399908,-4.40405724132594
"7","GB41649",62,24,101,5,29,32,99,109,239,130,141,60,-1.45299556922719,3.24396913041555,-3.45477645564051,0.00390705799348366,0.530586677399908,-4.21976677170211
"8","GB41667",733,498,581,511,298,563,392,851,711,363,556,331,0.499925680625608,6.31307246829371,3.41563964962927,0.00422211940919065,0.530586677399908,-4.01214356163469
"9","GB41672",143,81,154,54,55,120,137,253,277,136,210,113,-0.463872013968084,4.33447328579478,-3.09903949170344,0.00790813037088701,0.530586677399908,-4.1189456238682
"10","GB42174",163,93,199,72,84,168,217,292,400,156,363,138,-0.54939359743627,4.74505924742027,-3.11006235959551,0.00773739723877921,0.530586677399908,-4.08044300987956
"11","GB42364",30,14,27,7,11,15,25,50,55,37,47,36,-0.872946742164618,1.99824287437391,-3.49998680242116,0.00357240269654166,0.530586677399908,-4.33799732670249
"12","GB42420",48,28,41,11,20,44,67,79,101,67,74,67,-0.869442903015124,2.87526332490531,-3.59049071024986,0.00298667158357888,0.530586677399908,-4.23483469901015
"13","GB42656",15,15,25,4,15,26,47,46,49,39,43,40,-1.06587383933606,2.01403675425049,-3.23868216020481,0.0059965503629242,0.530586677399908,-4.36366294079655
"14","GB42662",123,69,150,52,43,97,112,228,285,165,248,122,-0.689597902367286,4.25397410106513,-4.05700989626503,0.0011944911323613,0.530586677399908,-3.94349794747062
"15","GB42683",21,8,27,7,6,11,25,29,44,34,38,18,-0.859187780413425,1.57934848334372,-3.11953996698476,0.00759352720582579,0.530586677399908,-4.4043015494856
"16","GB42849",184,98,242,52,68,170,215,345,449,194,396,157,-0.717141901522772,4.81151550097921,-3.42483867195493,0.0041458428789176,0.530586677399908,-4.00759497892043
"17","GB42942",458,342,647,367,221,340,264,434,384,273,339,372,0.590550287676524,5.806276858752,3.19830071735076,0.00649633365792251,0.530586677399908,-4.03035755780953
"18","GB43078",74,85,102,90,32,96,56,88,92,53,83,55,0.572982796416357,3.50671341882602,3.13160576853441,0.00741420604295286,0.530586677399908,-4.20855438566922
"19","GB43270",47,23,64,15,24,25,38,82,139,91,123,57,-0.992000193370453,2.94620220291063,-3.37028632225617,0.00461928144844322,0.530586677399908,-4.2558956746581
"20","GB43526",31,12,53,10,10,24,49,61,114,43,59,23,-0.950074164220456,2.33133407076149,-3.15589348406217,0.00706590463261238,0.530586677399908,-4.34474041378695
"21","GB43554",76,25,88,28,26,47,75,137,157,94,118,59,-0.769529292995212,3.36878540414974,-3.52493659907772,0.00340023470478814,0.530586677399908,-4.17537357389044
"22","GB43872",6,10,13,3,3,9,13,23,27,31,33,20,-1.29016313144229,1.00938960183524,-3.91114644656251,0.00158841775489927,0.530586677399908,-4.38525607414828
"23","GB44067",297,180,397,104,136,258,369,492,614,370,456,271,-0.557066981970424,5.52178946274717,-3.09327649221878,0.00799887605695741,0.530586677399908,-4.06064981934069
"24","GB44271",55,52,61,44,23,57,21,26,32,41,54,36,0.977515637617699,2.64560213297339,3.65683822499491,0.00261973157537341,0.530586677399908,-4.24688952596318
"25","GB44553",57,13,65,9,16,32,60,95,103,78,79,47,-1.04296742585125,2.7688553642693,-3.34107271966649,0.00489473422765963,0.530586677399908,-4.28157422767354
"26","GB44646",32,5,44,10,9,20,30,64,67,54,55,44,-1.16080436777073,2.16025663758685,-3.30769238718421,0.00522967056245333,0.530586677399908,-4.34584214454626
"27","GB44802",427,605,397,487,202,498,196,395,387,245,547,338,0.778145835711592,5.86358127709641,3.28846986811683,0.00543285506558268,0.530586677399908,-4.0110884324371
"28","GB44828",71,30,66,33,26,58,76,130,124,83,123,49,-0.612466642491653,3.32730211877958,-3.29121944096122,0.00540331494826977,0.530586677399908,-4.21416545952408
"29","GB44913",5,4,11,4,5,16,22,22,24,31,30,16,-1.29346133027662,1.02401106401748,-3.6143833138404,0.00284889762841291,0.530586677399908,-4.40280868094688
"30","GB45365",46,25,44,33,19,42,54,75,122,122,84,90,-0.889944345831846,3.09495218586795,-3.19214373853611,0.00657610013181216,0.530586677399908,-4.26286565501687
"31","GB45441",20,3,21,5,10,32,29,54,60,51,38,30,-1.33931227444801,1.81913663234299,-3.27973474503812,0.00552777642019709,0.530586677399908,-4.37717378555845
"32","GB45716",138,75,150,30,56,85,133,238,242,183,192,117,-0.697123572675778,4.21086846601626,-3.10316669800825,0.00784377065091587,0.530586677399908,-4.13952320999172
"33","GB45771",16,10,32,15,18,33,3,13,8,8,14,18,1.43683886889613,1.1170047270464,3.36494825231576,0.00466842716901014,0.530586677399908,-4.41164058993242
"34","GB45776",506,683,512,693,312,648,311,692,623,260,823,327,0.7220735052923,6.28740060788199,3.13292029160706,0.00739492560189631,0.530586677399908,-4.07740214020937
"35","GB46166",72,56,104,48,27,56,41,89,72,29,65,28,0.624009573025176,3.05060459181394,3.29232151941141,0.00539151986461127,0.530586677399908,-4.24268845750087
"36","GB46228",1402,1583,835,1172,645,2094,808,1360,1178,197,1459,435,1.1968446282231,7.20309261814502,3.24493305851368,0.00592269055318688,0.530586677399908,-4.12159655003269
"37","GB46492",86,30,96,30,32,71,65,163,182,156,146,89,-0.812679067390308,3.65402909039156,-3.13998229169422,0.00729219501790033,0.530586677399908,-4.20313186095093
"38","GB46672",34,12,42,9,15,21,33,58,84,60,81,37,-1.03111335016803,2.37787830208227,-3.66178703485015,0.00259426118261763,0.530586677399908,-4.2865976846822
"39","GB46696",431,461,668,513,155,477,281,428,549,224,580,245,0.666763013087472,5.91638273456605,3.35482777895975,0.004763046192346,0.530586677399908,-3.9970715834487
"40","GB47062",101,170,128,113,52,108,35,99,104,65,105,108,0.851940996461803,3.85894783025519,3.17855718543588,0.00675558776423399,0.530586677399908,-4.15284953390306
"41","GB47153",75,34,59,25,24,27,77,103,132,93,84,46,-0.728964512173105,3.14393920949698,-3.13785682186895,0.00732296404125382,0.530586677399908,-4.26257833513009
"42","GB47310",50,19,56,14,19,57,80,90,131,64,92,52,-0.904450517264159,2.98248649604154,-3.66473648769889,0.00257920033703683,0.530586677399908,-4.21182864396224
"43","GB47388",859,1074,728,1043,474,959,477,971,869,411,1078,537,0.768695014465995,6.87308269205499,3.49404062073561,0.00361471429664906,0.530586677399908,-4.04451074308539
"44","GB47435",41,20,53,13,9,36,42,89,114,68,86,47,-1.01567620133689,2.70102170439329,-4.2113550997142,0.000885186448870856,0.530586677399908,-4.19136675182527
"45","GB47459",86,53,73,17,38,47,107,127,171,102,143,65,-0.81534332815094,3.52456248671866,-3.48740734787174,0.00366251073291584,0.530586677399908,-4.16025372144228
"46","GB47541",434,1594,344,917,416,387,935,207,211,102,332,82,1.87618743705349,5.79974787976689,3.24737489015969,0.00589408540418795,0.530586677399908,-4.03876672075649
"47","GB47570",35,8,44,9,18,17,40,68,89,41,66,24,-1.01218149011977,2.26474774143757,-3.16908690109368,0.00688357277621932,0.530586677399908,-4.34919514914638
"48","GB47717",181,185,183,278,119,278,58,184,122,163,158,159,1.03809448110713,4.66055711496738,3.31127403277118,0.00519266076365427,0.530586677399908,-4.02788854981989
"49","GB47718",1258,1274,1134,1446,704,1328,389,1398,1056,796,1370,750,0.869516286120843,7.30966813662242,3.4396795501287,0.00402569213027625,0.530586677399908,-4.09051330393951
"50","GB47807",91,21,82,33,36,37,12,35,31,34,29,21,1.2422608538662,2.40766423134386,3.66175314279592,0.00259443476241835,0.530586677399908,-4.27639100864755
"51","GB47964",41,21,59,14,17,41,64,77,97,80,73,51,-0.824331351962599,2.84006942939974,-3.44872565377704,0.00395417834265958,0.530586677399908,-4.25657391039439
"52","GB47996",14,4,10,7,6,7,17,19,39,25,22,14,-1.01514424852507,1.04881714846325,-3.2761252408692,0.00556748186503364,0.530586677399908,-4.42323364565138
"53","GB48018",121,193,155,190,73,133,90,122,143,93,141,108,0.713689176319149,4.30007660143856,3.10287025681057,0.00784837598521377,0.530586677399908,-4.11130466280253
"54","GB48052",7088,5422,8819,7296,2798,7851,2559,6139,5339,4558,6427,5269,0.783688484320914,9.7409316888362,3.16922704258406,0.00688166137425528,0.530586677399908,-4.27353363490177
"55","GB48169",133,82,157,35,50,106,120,197,287,177,279,132,-0.690138789135671,4.29448124867118,-3.20941753705047,0.00635474382520976,0.530586677399908,-4.10653177666714
"56","GB48237",20,9,29,9,8,15,18,36,63,36,45,30,-0.897721383701227,1.80872203465552,-3.25306586290631,0.0058279518544558,0.530586677399908,-4.37645066987251
"57","GB48275",15,6,21,3,13,14,30,27,47,28,31,36,-1.13369829150215,1.55780894949842,-3.09616313133385,0.00795329390733087,0.530586677399908,-4.40942896721696
"58","GB48673",120,107,97,36,39,60,41,62,63,43,73,66,0.785428388312352,3.30157697985895,3.22862472090924,0.00611732137462485,0.530586677399908,-4.22005447578815
"59","GB48679",56,64,74,45,34,50,49,71,59,28,48,35,0.611429182018828,2.95852808745758,3.22253983460145,0.00619156425034257,0.530586677399908,-4.26414241103985
"60","GB48836",1661,1867,1947,1772,559,1510,820,1636,1550,754,1785,1159,0.692289098287175,7.69830277420983,3.17385092155676,0.00681889120661726,0.530586677399908,-4.16832616206077
"61","GB49081",14,7,37,4,4,8,20,40,39,24,44,18,-1.13592603157858,1.38605987976638,-3.44512612333272,0.00398248011664981,0.530586677399908,-4.39235609326513
"62","GB49459",77,43,72,35,25,70,76,152,134,74,113,69,-0.511719452704807,3.45979254655235,-3.23491026979586,0.00604156240035651,0.530586677399908,-4.20481833381103
"63","GB49915",65,31,40,20,25,40,48,106,96,71,115,56,-0.724349507674937,3.03249126276051,-3.39000156044105,0.00444222404954797,0.530586677399908,-4.23860419337219
"64","GB49942",45,16,54,12,18,43,58,92,127,58,86,43,-0.951458777266655,2.80594151925443,-3.8124585146427,0.00192792127562545,0.530586677399908,-4.21783483199034
"65","GB50257",214,351,199,195,76,330,125,216,172,104,224,154,0.833287503192967,4.8283023254009,3.35600779420639,0.00475191566872238,0.530586677399908,-3.99884583715079
"66","GB50417",76,129,73,98,25,111,18,47,47,43,39,101,1.32455854527102,3.1867588596254,3.35705149863735,0.00474209262477345,0.530586677399908,-4.21909555563486
"67","GB50587",64,16,79,14,36,49,61,118,159,108,154,70,-1.07900655516416,3.27312821002854,-3.37699511110771,0.00455825094520046,0.530586677399908,-4.21708493494885
"68","GB50687",96,78,77,63,32,53,43,44,38,41,46,64,0.998234356104489,3.07810388987193,3.68189984806414,0.0024932976615093,0.530586677399908,-4.18500002903906
"69","GB50691",304,344,318,284,110,241,181,311,256,160,277,216,0.606440690214234,5.22926972821277,3.28388235655374,0.00548250094097832,0.530586677399908,-3.99784626759805
"70","GB51064",22,17,48,9,9,30,63,47,84,53,49,31,-0.914377455549681,2.32215005139308,-3.09643377094233,0.00794903354318146,0.530586677399908,-4.35245321185884
