"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40064",269,65,91,200,142,178,124,150,118,38,87,70,0.737271087785539,4.14632258335012,2.41004473341978,0.0302215222507504,0.999715383643513,-4.31569581469256
"2","GB40217",56,27,91,64,68,103,147,212,231,59,73,64,-0.791866592953159,3.72725806397069,-2.62157603011516,0.0200649651568266,0.999715383643513,-4.313267166162
"3","GB40234",157,91,75,149,65,247,274,214,388,63,155,360,-0.737850509795341,4.61526965776618,-2.73865050895143,0.0159535685940365,0.999715383643513,-4.21167168954449
"4","GB40300",10,14,34,15,7,34,29,36,61,16,21,35,-0.774973073394507,1.8228715316703,-2.3691311485651,0.0326853117132371,0.999715383643513,-4.47123552284553
"5","GB40310",100,78,76,136,19,262,145,238,516,74,138,331,-1.03617133548554,4.36076253124507,-2.66038252503815,0.0185997708861566,0.999715383643513,-4.258582721893
"6","GB40356",27,52,28,42,9,38,75,66,91,15,50,45,-0.713175590644758,2.59106880979322,-2.39286709654977,0.0312336471171915,0.999715383643513,-4.43220947625355
"7","GB40396",93,90,101,54,68,88,65,102,91,27,33,66,0.532354459315769,3.42398904468552,2.51678445811247,0.0245996232326274,0.999715383643513,-4.35437023260585
"8","GB40407",34,24,27,6,9,9,9,6,6,3,8,11,1.23172403104612,0.723225955331352,2.4725239010047,0.0267973890807769,0.999715383643513,-4.49872401212793
"9","GB40420",13,12,20,22,11,31,16,23,13,5,10,6,0.728747268161253,1.13047382838657,2.32023769228838,0.0358795965217974,0.999715383643513,-4.49884675090259
"10","GB41684",107,98,67,73,73,84,162,148,174,59,86,122,-0.431320710494411,3.95247521769702,-2.4014147930403,0.0307260440129523,0.999715383643513,-4.33416500377001
"11","GB41823",92,79,63,51,61,67,57,72,81,15,35,46,0.606796928785303,3.12222044198128,2.9052369527162,0.0114852948043734,0.999715383643513,-4.32004465075561
"12","GB42460",12,2,4,34,5,14,14,55,74,19,88,53,-2.15173585389419,1.56986021078107,-3.47256984888764,0.00371457539887193,0.999715383643513,-4.395609842382
"13","GB42552",8,43,12,13,10,12,46,63,131,19,13,14,-1.2896876214967,1.77841607336298,-2.58106086110437,0.0217134911097015,0.999715383643513,-4.45353338598251
"14","GB42606",6,7,7,8,2,11,17,18,21,5,14,7,-0.827130001590655,0.528926181970121,-2.61521964964492,0.0203153605066024,0.999715383643513,-4.4954565653335
"15","GB42664",43,38,28,47,27,49,36,42,42,10,35,19,0.520563974433641,2.35582510169866,2.27983160443193,0.0387397297245304,0.999715383643513,-4.4573911592578
