"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40069",31,5,10,18,4,13,54,76,20,20,7,24,-1.2839397310263,1.42801729050161,-2.9041316240089,0.0116013689239443,0.623012968710362,-4.43333001741294
"2","GB40204",8,12,6,38,2,6,26,25,24,32,6,14,-1.11526030616554,1.01894944210631,-2.9183863490832,0.0112796834325237,0.623012968710362,-4.45201813981063
"3","GB40211",151,120,171,210,88,117,106,129,64,102,57,69,0.692383425847756,4.07976828562819,4.11002293818554,0.00107274419222096,0.623012968710362,-3.95562987724435
"4","GB40225",16,17,13,66,6,25,42,45,38,55,15,27,-0.852401854401575,1.9984410147344,-2.82566024520738,0.0135402207655769,0.623012968710362,-4.40617254506124
"5","GB40226",212,214,264,291,257,195,201,228,101,191,84,174,0.59223377382735,4.90215865448702,2.7925888086848,0.0144493595406541,0.623012968710362,-4.1462448040302
"6","GB40259",533,554,503,713,473,535,411,799,253,583,232,276,0.503723228153763,6.16383010974744,2.77631932933321,0.0149182404862167,0.623012968710362,-4.16471013250309
"7","GB40434",249,169,124,389,165,135,349,379,407,417,85,298,-0.673151071126532,5.19415203296876,-2.96077863898639,0.0103739981989262,0.623012968710362,-4.09322850743969
"8","GB40608",871,823,1192,1240,803,2400,894,265,253,1729,276,185,1.41787719252992,6.74877239495817,3.0768689749724,0.00824507363167817,0.623012968710362,-4.13530712361453
"9","GB40750",21,10,5,37,21,7,36,27,66,46,13,30,-1.21193481436344,1.75015618592534,-2.83590958274415,0.013270003185463,0.623012968710362,-4.4218023064198
"10","GB40808",423,208,281,681,153,348,605,565,476,815,152,449,-0.599776245332003,5.88462591588423,-2.86144818369029,0.0126194663993259,0.623012968710362,-4.1262889927014
"11","GB40925",19,22,10,30,17,22,28,39,45,65,14,28,-0.81909426297399,2.00007013646814,-2.96564480811338,0.0102747341394959,0.623012968710362,-4.39081090582819
"12","GB41075",61,33,28,125,21,49,80,78,127,127,33,95,-0.834260990606876,3.25308809944591,-2.75982060376031,0.0154088867069022,0.623012968710362,-4.31431273209557
"13","GB41213",312,337,262,347,210,247,255,357,144,262,121,153,0.470133280184146,5.21834013181317,2.95810443120341,0.0104289507132439,0.623012968710362,-4.08940975611685
"14","GB41257",37,30,32,75,35,29,65,101,53,85,23,33,-0.577787407577003,2.82017593723859,-2.88105717606175,0.0121412964308417,0.623012968710362,-4.33429936257039
"15","GB41699",3,3,8,9,6,3,23,8,12,17,4,11,-1.13557521375859,0.289767394299502,-2.77217095039568,0.0150401525119153,0.623012968710362,-4.48771228199289
"16","GB41894",50,19,32,108,16,35,89,63,97,109,23,83,-0.932389320796451,2.96876841691068,-2.86653748451219,0.0124936160413074,0.623012968710362,-4.32529882829686
"17","GB41905",300,406,200,361,172,228,260,356,124,236,88,128,0.5377325411584,5.08688401348015,2.82780178922824,0.0134833186778674,0.623012968710362,-4.12880939118505
"18","GB42571",1341,1225,827,1411,965,1223,567,935,676,821,463,304,0.909801537403266,7.0079865962182,3.79144875157017,0.00200201910185786,0.623012968710362,-4.0049271863354
"19","GB42784",7,4,6,23,3,5,15,15,10,24,6,15,-0.970212000334699,0.589943554933279,-3.0019910414336,0.00956236318551855,0.623012968710362,-4.46367381766432
"20","GB43054",132,92,112,319,72,236,310,200,241,388,93,303,-0.773219327788347,4.82724416991555,-2.81573031673204,0.013807151040619,0.623012968710362,-4.15038596876209
"21","GB43161",2154,1711,2129,2200,1705,2103,1638,2481,948,2243,727,784,0.588314378475694,7.97982650104816,2.88292425457311,0.0120967055067963,0.623012968710362,-4.24297543978603
"22","GB43232",507,573,473,698,445,600,517,709,276,551,190,280,0.501500306587288,6.15300996016737,3.19182334440768,0.00656467807728947,0.623012968710362,-4.05932899988601
"23","GB43287",76,85,69,99,73,76,84,76,39,71,30,30,0.568114144769852,3.3151580260725,2.79788614214001,0.0142998224520941,0.623012968710362,-4.29920646599275
"24","GB43509",111,19,45,523,7,172,260,1010,226,161,538,574,-2.41028621018235,4.60648650410117,-3.13746187955764,0.0073120577299627,0.623012968710362,-4.16843049069766
"25","GB43556",110,83,70,155,61,81,142,149,136,166,49,110,-0.427801070545174,4.0051685116764,-2.8603737825702,0.0126461931565994,0.623012968710362,-4.20884313867858
"26","GB43750",476,512,502,605,556,484,403,710,240,559,187,232,0.594683092307302,6.05356392507544,2.9077274061001,0.0115193824868974,0.623012968710362,-4.12548589872614
"27","GB43815",424,440,345,449,382,313,340,452,174,345,174,171,0.601080757913829,5.6268058210967,2.99988742286714,0.0096022300842563,0.623012968710362,-4.08311174063396
"28","GB43875",698,874,511,802,605,563,510,919,292,607,268,322,0.578039189625011,6.40330915274513,2.84153403062309,0.0131239696672343,0.623012968710362,-4.16277531245802
