"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB53579",890,539,1954,1051,638,1629,194,620,232,140,305,320,1.43628273003788,6.34998304368846,6.06292888619644,2.87508106056616e-05,0.275749024518901,-3.52371638908566
"2","GB40009",450,76,417,589,263,402,1152,363,2023,429,665,547,-1.74305258362379,6.2056179786142,-3.32306392681357,0.00500380020723865,0.756721540272902,-3.97700336404227
"3","GB40284",1106,177,733,496,532,882,103,364,132,84,139,38,1.87638592556465,5.32128250268241,4.11599440363241,0.00104110276000581,0.756721540272902,-3.83918072196966
"4","GB40285",100,9,56,79,69,54,3,17,11,1,26,3,2.44447541523805,1.53418669397194,3.67829296628279,0.00246756891431773,0.756721540272902,-4.35230631132446
"5","GB40607",5,16,10,9,2,13,12,53,9,8,13,25,-1.49251199999822,0.856629056809407,-3.73462825126637,0.00220671361478654,0.756721540272902,-4.38346306954714
"6","GB41584",117,110,119,137,92,106,156,228,147,51,138,129,-0.677704294688536,4.24941604714078,-3.75386700703011,0.00212417737172139,0.756721540272902,-3.92572796240943
"7","GB41776",220,524,475,1333,369,369,220,143,79,105,126,89,1.55444014525333,5.20946398837176,4.24738103510353,0.000805815310663263,0.756721540272902,-3.78829980375292
"8","GB42311",140,347,71,287,46,174,84,56,9,31,27,16,1.85514289986932,3.3392902259769,3.29895057500457,0.00525015095967473,0.756721540272902,-4.20668085995594
"9","GB42534",130,170,147,244,140,277,275,264,163,166,156,259,-0.668983127909113,4.91136410251984,-3.1892936332071,0.00653226847499766,0.756721540272902,-3.98250825415155
"10","GB42773",266,183,240,282,181,262,125,272,77,81,125,135,0.452581693955663,4.73503871925737,3.30929374512073,0.00514303031033945,0.756721540272902,-3.97869435126477
"11","GB42970",276,273,353,423,288,357,150,405,83,114,163,225,0.509119813988408,5.18778304526839,2.90903441636162,0.0113995799146914,0.756721540272902,-4.06695464863607
"12","GB43028",7,13,16,13,5,9,22,22,15,7,11,13,-0.920481943002435,0.933524786974101,-2.94864961607285,0.0105392206086836,0.756721540272902,-4.43623861216632
"13","GB43138",1401,564,1695,1929,1256,1726,2406,2073,1526,864,1866,1496,-0.76110316761328,7.84919676933887,-2.99507871839749,0.00961199300307859,0.756721540272902,-4.1783542226494
"14","GB43180",783,559,765,1217,580,843,211,1091,227,251,351,398,0.689592600028336,6.34169544554801,3.1681197174903,0.00681361798011203,0.756721540272902,-4.03238049512861
"15","GB43247",24495,15885,29400,31665,5114,18200,13985,4682,3336,3837,2372,826,1.86542121212448,10.2658645830191,2.96159805370565,0.0102721144854041,0.756721540272902,-4.31524441926423
"16","GB43248",17788,3330,18311,6522,8201,14428,2051,8983,1985,2439,1706,2770,1.3760594433807,9.65806091032901,3.50647485907252,0.00347223051852363,0.756721540272902,-4.20238124930379
"17","GB43453",116,46,48,60,49,136,93,173,52,49,109,103,-0.817302563837666,3.61270277491457,-3.14135301059234,0.00718658034034431,0.756721540272902,-4.16487354617564
"18","GB43468",33,10,66,85,45,72,136,80,121,35,119,92,-1.38936698524669,3.28836360332654,-3.19633918102862,0.00644123724903979,0.756721540272902,-4.20853093395829
"19","GB43512",44,56,37,77,33,286,131,142,131,94,90,255,-1.40858535765974,3.85265799364035,-3.36413244821877,0.00461055154010564,0.756721540272902,-4.09665340930936
"20","GB43739",8475,1234,4574,4764,5677,7792,1387,3211,1746,840,2074,830,1.17011227579067,8.69124090580546,2.9419608152791,0.0106798668121224,0.756721540272902,-4.23956678211453
"21","GB43820",818,455,1033,1009,576,722,1422,908,1119,371,1051,1262,-0.82485012727368,7.03227283263247,-3.10157350213646,0.00777861624055295,0.756721540272902,-4.09701478996367
