"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB48505",962,638,802,1157,918,1597,2484,1549,2732,1461,1294,1600,-1.42170713977541,7.68648039455516,-6.80264482003775,8.42210209000561e-06,0.0804944711018712,3.31408766810356
"2","GB50156",854,695,630,1278,1157,1239,1412,1565,2028,656,1452,1587,-1.0849729523433,7.47688020997736,-6.38250464707899,1.67854178087522e-05,0.0804944711018712,2.81586345669447
"3","GB44198",1660,1182,2037,2378,2712,2968,2675,2559,6228,1539,2725,3833,-1.04874414649129,8.59849291324622,-5.53356080459143,7.28441728676402e-05,0.232882820657846,1.51922682153443
"4","GB40095",83,58,104,112,154,149,96,124,257,81,146,274,-1.02047638965146,4.28219541766353,-4.54316887828481,0.000456133417477883,0.266462767167797,0.139058102450447
"5","GB40299",1760,4488,2203,1447,3828,3411,372,909,169,295,352,214,2.42724046129037,7.18805013293357,4.56857723831802,0.000434510563494671,0.266462767167797,0.154287390715333
"6","GB40523",14,4,12,26,21,21,30,27,37,14,28,26,-1.33717578849664,1.62687961593251,-4.32390752938465,0.000695585460724955,0.266462767167797,-0.644126319291142
"7","GB42424",328,203,256,293,331,378,536,391,644,387,223,694,-1.15611527865601,5.82755588754823,-5.00543315793897,0.000190767396377354,0.266462767167797,0.931792223249849
"8","GB42540",1154,645,1656,1291,1377,1603,1902,2851,3249,1205,1244,2842,-1.26513807987447,7.96237171744903,-4.61699968897076,0.000396179200716232,0.266462767167797,0.201467953664517
"9","GB43910",17,7,9,25,26,35,34,23,34,20,29,45,-1.22961459208914,1.85537146140735,-4.26147375919435,0.000785092985224587,0.266462767167797,-0.673927778361126
"10","GB44976",134,44,175,152,150,228,630,198,222,125,498,338,-1.67423982812796,4.94187575573198,-4.42333077083836,0.000574092119838745,0.266462767167797,-0.0468733056675141
"11","GB45970",7,10,17,7,14,21,21,12,32,14,21,48,-1.43674374159001,1.37557589714431,-4.30476756869814,0.000721853861715492,0.266462767167797,-0.734717923360657
"12","GB46159",10,2,9,7,10,20,105,19,32,16,75,17,-2.43209215972064,1.41421001548172,-4.27955363769997,0.000758019922780721,0.266462767167797,-0.783456749870233
"13","GB46294",53,34,19,78,184,68,16,5,12,14,9,7,2.08104220636793,1.92722004727862,4.42790922125037,0.00056905344379574,0.266462767167797,-0.470821629131212
"14","GB47498",234,163,171,235,366,338,680,229,380,170,659,355,-1.14697826126684,5.53638943893863,-4.46121517745556,0.000533741805466162,0.266462767167797,0.0237346257541402
"15","GB47799",611,395,526,858,917,861,1368,736,1209,471,1166,793,-0.975505614458627,6.9214084534415,-4.9594935015865,0.000207788625485421,0.266462767167797,0.807930312333273
"16","GB48842",437,1025,413,868,1266,744,113,270,56,146,177,113,2.08209121810067,5.60049706387109,4.29749533368138,0.000732099493997322,0.266462767167797,-0.272205356617036
"17","GB49055",8,15,26,12,28,28,24,27,43,19,50,46,-1.38985965518615,1.94263645216287,-4.28550381564703,0.000749320955847839,0.266462767167797,-0.621701720645031
"18","GB49544",2782,281,1458,1261,878,1204,9790,1839,9325,1289,3072,3431,-2.24184239042131,8.27214596484831,-4.40437577770623,0.000595445425685114,0.266462767167797,-0.157180542087755
"19","GB50091",111,43,94,183,131,139,214,150,183,81,208,343,-1.28271741598359,4.44785718274919,-4.53583602546615,0.000462577694206459,0.266462767167797,0.132968257919824
"20","GB51748",98,33,110,115,102,143,134,166,195,79,242,197,-1.31433395567475,4.25042616122504,-4.77918060785065,0.000291347772723083,0.266462767167797,0.520359169803295
"21","GB52039",888,361,355,742,722,1046,1154,609,983,411,1154,1319,-1.00085544578816,6.86098100013043,-4.26974957883608,0.000772579700163865,0.266462767167797,-0.322725144126041
"22","GB52829",2133,1813,3219,3325,3058,3484,5292,5191,6160,3746,2735,4076,-1.21461145256428,9.08950478631521,-4.63739248953195,0.000381096291690508,0.266462767167797,0.158091278287461
"23","GB53318",121,43,137,182,133,101,343,391,174,166,633,224,-1.95985864195654,4.80006109743482,-4.60596245423001,0.000404598039078644,0.266462767167797,0.254449365112087
