"","ID","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40536",10,12,5,9,18,21,14,13,34,18,18,26,-0.774036694596461,1.24137634478935,-2.69467460560537,0.0177602831293659,0.999837433328306,-4.44822550114152
"2","GB40716",235,368,112,171,295,376,322,112,454,343,380,447,-0.488614250064124,5.40252094614656,-2.22715722769862,0.0433309464543341,0.999837433328306,-4.28253386617911
"3","GB40733",80,178,82,113,85,120,57,33,121,86,95,115,0.357318464705825,3.8069627224591,2.23100683328669,0.0430205524796213,0.999837433328306,-4.35050553577756
"4","GB40744",153,259,162,169,224,225,185,93,326,256,254,309,-0.260143907488092,5.00074706786209,-2.18571051942896,0.0468085247550476,0.999837433328306,-4.29722646255195
"5","GB41083",52,163,65,90,114,89,50,29,95,63,71,93,0.470731153573576,3.53220498111251,2.57024117620918,0.0225892048465282,0.999837433328306,-4.30217674879379
"6","GB41182",171,106,187,82,202,199,127,158,149,841,223,611,-0.926560539910181,4.94406373873963,-2.17761262035814,0.0475177840852437,0.999837433328306,-4.30748409888351
"7","GB41192",19,15,18,16,24,14,7,2,23,9,11,11,0.833814187752695,0.974470079485577,2.62215906938708,0.0204368974548991,0.999837433328306,-4.46532924370954
"8","GB41360",16,16,17,19,19,36,12,15,41,36,36,86,-0.784665462028145,1.95125955514901,-2.64286885916744,0.0196349408733992,0.999837433328306,-4.41593922533189
"9","GB41410",10,29,14,25,18,17,9,7,7,20,11,12,0.754549882687814,1.11498559829504,2.29761226392136,0.0379704368728557,0.999837433328306,-4.48860478559467
"10","GB41518",14,22,17,13,10,17,4,5,5,7,11,12,1.02778767910885,0.713978930255255,3.24273568497655,0.00607415032680673,0.999837433328306,-4.42795384251811
"11","GB42154",24,27,17,18,19,25,25,23,64,42,36,27,-0.688164380810289,2.08004127427323,-2.53194149188325,0.0243155750089873,0.999837433328306,-4.42164860754153
"12","GB42220",477,443,532,294,613,656,348,299,873,1048,697,1098,-0.471837988870392,6.43692460517921,-2.223605066116,0.043619221549017,0.999837433328306,-4.31290839175703
"13","GB42225",9,13,14,14,13,15,16,5,20,29,20,33,-0.583830471819414,1.27038066150671,-2.23902210319415,0.0423809697387494,0.999837433328306,-4.4888768529838
"14","GB42334",120,117,137,52,189,153,163,53,212,266,214,370,-0.747217740835184,4.52051848004331,-2.68291231859427,0.0181700166231232,0.999837433328306,-4.18676986181407
"15","GB42460",34,14,88,53,79,70,5,19,31,13,6,17,1.78724206731519,1.96531511891154,2.90376205658632,0.011816492681554,0.999837433328306,-4.39238521042609
"16","GB42552",13,12,13,14,13,20,10,19,34,53,48,57,-1.27006175463855,1.72885090054826,-4.18812472275249,0.000961923348564132,0.999837433328306,-4.28950996200454
"17","GB42553",19,12,18,20,17,12,25,35,19,32,29,39,-0.838871430159334,1.76956786742717,-2.15135814600983,0.0498869153196596,0.999837433328306,-4.48097205307925
"18","GB42897",13,15,6,4,13,17,13,8,16,21,15,35,-0.710040574318501,1.04413473593538,-2.21665744385231,0.0441882648546728,0.999837433328306,-4.49839436711117
"19","GB42919",791,1476,971,699,1918,1012,2194,733,1301,1749,1604,2440,-0.668172030422767,7.64225511297936,-2.34165086121436,0.0349446742250556,0.999837433328306,-4.34427650487734
"20","GB42963",205,484,176,255,320,387,371,148,623,347,418,441,-0.431469736429107,5.63394461264009,-2.27890265417689,0.0393294947766926,0.999837433328306,-4.26954624241406
"21","GB43035",132,130,51,137,66,131,27,7,106,89,127,56,0.819697873446409,3.44434146207692,2.1453843915928,0.0504411345498274,0.999837433328306,-4.39775749849036
"22","GB43206",55,68,33,42,61,55,16,14,69,36,44,64,0.43344021714839,2.7043337510576,2.17303507129405,0.0479231413957534,0.999837433328306,-4.43563813975059
"23","GB43207",159,194,85,115,143,149,37,28,182,106,113,140,0.555211958097963,4.04147833622575,2.79989626626378,0.0144738885709083,0.999837433328306,-4.19864641518669
