"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40217",66,61,132,184,304,358,86,114,386,86,72,76,0.992037013891081,4.24346275178388,2.56162344469976,0.0232255803582276,0.994152071826292,-4.21371776927449
"2","GB40409",19,8,53,64,60,102,91,61,158,150,95,133,-0.860496996587594,3.26936845561724,-3.09979139296884,0.00819424471622704,0.994152071826292,-4.21553687626634
"3","GB40695",432,366,2235,3434,2405,6392,2088,304,946,436,198,101,2.34568567895329,6.9270146710607,3.1560250887648,0.00734313229407063,0.994152071826292,-4.15230556528985
"4","GB40830",12,8,24,41,45,25,41,34,90,48,53,80,-0.748074118220089,2.36893464908439,-3.14873477309808,0.00744829757899262,0.994152071826292,-4.30585702286865
"5","GB40941",212,87,450,585,709,693,508,1071,4562,1019,1812,633,-1.22026464425224,6.6088176545853,-2.78921399974421,0.0149868936156749,0.994152071826292,-4.21082940417331
"6","GB41315",7,5,7,11,12,16,11,2,6,6,9,10,0.929354555401486,0.27015504307813,2.91670362267249,0.0117036989118315,0.994152071826292,-4.45980345459014
"7","GB41837",63,52,89,93,106,133,75,93,107,74,97,103,0.413674801740508,3.70439540437175,2.57549537011054,0.0226172007265467,0.994152071826292,-4.2584258117806
"8","GB41921",30,24,89,109,82,135,59,50,93,60,52,89,0.581462615999574,3.27829921089497,2.81249197135648,0.0143264487947092,0.994152071826292,-4.25633024605868
"9","GB41997",9,3,13,21,15,23,31,12,40,54,26,44,-0.81533983099669,1.54568876661177,-2.68795873003489,0.0182234065383541,0.994152071826292,-4.42209178054551
"10","GB42167",90,119,116,183,157,168,111,126,137,108,98,210,0.545850940618715,4.27825247238072,2.74680761102548,0.0162675482567185,0.994152071826292,-4.15650707697616
"11","GB42217",894,1353,2538,4581,1423,1411,1565,995,942,825,1107,1614,1.16798058481929,7.69986367696835,3.63276125618302,0.00290154092059908,0.994152071826292,-4.13627894082497
"12","GB42218",3768,3790,8726,12191,7792,4677,5346,3534,4574,2979,2999,6051,1.13583277049176,9.53398681730982,4.262289092248,0.000867787448723309,0.994152071826292,-4.22033851676611
"13","GB42224",67,37,60,155,139,157,191,120,244,176,203,189,-0.482587811587054,4.24375521770235,-2.64446232810778,0.0198144240802877,0.994152071826292,-4.19691535811133
"14","GB42428",249,53,149,488,247,206,252,62,116,137,142,283,0.909410552423452,4.63229199767478,2.61980093235492,0.020775618283611,0.994152071826292,-4.17002612852668
"15","GB42432",18,11,12,23,25,26,20,12,12,11,19,20,0.746956650870766,1.33448397848517,2.86426024582018,0.0129583966630938,0.994152071826292,-4.41280897140656
"16","GB42529",19,13,67,61,73,83,83,107,138,93,101,104,-0.641739007273094,3.30653719136973,-2.82052649133603,0.0141051874148395,0.994152071826292,-4.25921200352265
"17","GB42621",482,389,2815,2016,3296,2360,2183,10095,13486,3664,2849,3694,-1.3139291293679,8.58321933315845,-2.62332636118992,0.0206354913901264,0.994152071826292,-4.36024493897403
"18","GB42631",17,22,22,26,22,35,21,16,19,18,25,27,0.630307332171312,1.73100253437449,2.56699592085521,0.0229881067476788,0.994152071826292,-4.42195632061672
"19","GB42678",19,18,23,49,36,36,17,11,28,21,29,33,0.848944279535004,1.89911693117842,3.71683942689826,0.00246536168302033,0.994152071826292,-4.28319564342833
"20","GB42769",252,112,292,380,480,376,645,344,776,526,601,1264,-0.60818904028073,5.98613528858201,-3.24966695880482,0.00611708090686206,0.994152071826292,-4.04328593012806
"21","GB42888",7,6,12,18,22,11,21,33,44,18,33,30,-0.756488774497272,1.46005360081333,-2.70356342386133,0.0176835030606483,0.994152071826292,-4.42471239710322
"22","GB42907",53,41,65,116,165,62,106,22,33,79,25,124,1.00046784294787,3.20489753418254,2.48002142712794,0.0271368789905443,0.994152071826292,-4.33051197814411
"23","GB43261",28,33,45,58,78,107,191,65,122,150,91,120,-0.630289595682617,3.53363696292238,-2.47948879215371,0.0271643799222151,0.994152071826292,-4.30426840799866
"24","GB43417",26,27,33,47,45,48,47,23,32,36,32,45,0.540276426284927,2.4158293960709,2.73760006266464,0.01655943896953,0.994152071826292,-4.35325596465065
"25","GB43453",102,52,95,84,153,207,71,72,78,104,94,157,0.684634749720948,3.86704400182602,2.87588291262296,0.0126693742826161,0.994152071826292,-4.17051543316166
"26","GB43512",66,46,108,85,77,167,86,48,86,67,90,96,0.62202974672442,3.57887462682215,2.97600633391199,0.0104288646776449,0.994152071826292,-4.18562032582819
"27","GB43789",42,102,125,123,105,117,200,261,232,212,437,185,-0.875153657961936,4.50463042149648,-2.85695261034558,0.0131434278701591,0.994152071826292,-4.13067443936643
"28","GB43790",14,15,42,40,34,24,51,46,81,59,86,51,-0.704331308642367,2.56210063121037,-2.7868453497256,0.0150557468036841,0.994152071826292,-4.33799214552922
"29","GB43847",39,15,35,82,52,26,21,29,24,20,28,33,1.02586607796423,2.18888185336731,3.42834984040721,0.00431753778752671,0.994152071826292,-4.28478639676876
"30","GB43866",18,6,25,32,28,42,18,8,17,20,12,23,1.02997113871395,1.47494870645094,4.28473335199996,0.000831774256205021,0.994152071826292,-4.27924734961059
"31","GB43927",31,6,20,14,25,15,10,15,16,8,15,12,0.893626148983373,1.12220987551043,2.51671126852943,0.0253055940684635,0.994152071826292,-4.4577599538811
"32","GB44005",74,85,179,227,217,202,249,219,584,319,349,258,-0.534339957795828,4.99719400810425,-2.58413077273237,0.022246290916064,0.994152071826292,-4.17969129007149
"33","GB44095",16,18,22,22,19,34,39,7,23,15,6,16,0.966837392386892,1.41383264292342,2.53104340077352,0.024623052749729,0.994152071826292,-4.44309618305012
"34","GB44657",24,9,17,30,54,52,45,42,64,81,73,86,-0.70081241248936,2.5988958442848,-2.75778831026183,0.0159260170763145,0.994152071826292,-4.33942702280343
"35","GB44850",53,28,66,82,107,139,117,105,162,156,115,179,-0.406837663777331,3.85916806629462,-2.6193128482614,0.0207950909759874,0.994152071826292,-4.23774009573351
"36","GB44987",116,99,150,273,125,178,94,141,140,116,126,154,0.715543569179683,4.34261183630842,3.42477172829328,0.00434773806057241,0.994152071826292,-3.97823154829798
