"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40013",76,173,1846,119,153,163,66,63,28,50,39,162,2.30482070838676,4.00968600125437,3.36074068064798,0.0048607639895757,0.433076195207945,-2.4632182848996
"2","GB40124",193,139,515,245,278,295,240,209,207,214,253,317,0.615475156193925,5.18562027962368,3.42681974139593,0.00427067769385163,0.433076195207945,-2.17861522264536
"3","GB40304",255,273,762,635,371,381,329,248,295,267,272,596,0.895064790520621,5.73866948810716,3.5755819563277,0.00319266863891474,0.433076195207945,-2.03854528323615
"4","GB40305",5281,5932,16189,6380,4598,4975,4461,4147,2402,3353,3393,7134,1.28468243824178,9.53778686772494,3.45203411425171,0.00406500100271514,0.433076195207945,-2.84599698234175
"5","GB40420",4,2,11,13,17,7,16,21,23,26,31,31,-1.1043078556806,1.03203543440408,-4.08552862507582,0.00118868933876374,0.433076195207945,-2.86334009264414
"6","GB40618",2231,6287,26234,3632,1789,2036,1117,1370,319,653,429,3330,2.81079390835393,8.13181085301824,3.95853616712666,0.00151761581138093,0.433076195207945,-2.17138925728953
"7","GB41028",14868,16117,55383,18367,19040,18742,15441,15977,10619,11416,13257,24076,1.06682753546919,11.3350648520851,3.26109094960174,0.00590908527491028,0.433076195207945,-3.26722962304355
"8","GB41390",1494,3073,18987,1671,1910,1872,945,1195,506,750,848,3721,1.98850829965424,7.99386730439099,3.43921129625345,0.00416832078400845,0.433076195207945,-2.59078171938673
"9","GB41633",9552,10212,26923,9265,6365,6174,6194,5046,2304,3615,4701,8668,1.64896213711427,9.9750714528391,3.646261667452,0.00278137705898121,0.433076195207945,-2.78613521313302
"10","GB41876",15,2,8,12,32,21,21,48,77,42,38,51,-1.32823399055481,1.74927308572111,-3.74587493032198,0.00229106673620668,0.433076195207945,-2.82081019746724
"11","GB41888",19,9,23,35,73,60,41,112,207,79,80,108,-1.12121490313105,2.95979679322375,-3.32974076770992,0.00516517521976849,0.433076195207945,-2.72681526941219
"12","GB41901",313,355,1720,430,491,569,341,370,368,381,417,590,0.919109793886588,6.09924056969435,3.4606336457267,0.00399715920202367,0.433076195207945,-2.21965355986111
"13","GB41921",30,24,59,50,60,52,89,109,93,82,135,89,-0.6516113382805,3.27829921089497,-3.38289525342137,0.00465431006188781,0.433076195207945,-2.56343866454322
"14","GB41981",401,464,9673,743,658,497,401,193,154,160,145,945,2.28314051284349,6.11598024621325,3.6120285598607,0.00297342034695542,0.433076195207945,-2.08631687908341
"15","GB42234",261,526,1520,448,438,348,316,249,236,218,335,538,1.26536847619288,5.82758625486083,3.42396307782788,0.0042946310013561,0.433076195207945,-2.23039944377607
"16","GB42369",11,7,19,17,29,26,30,34,45,42,42,39,-0.666771481513934,1.91629511373618,-3.58729395603911,0.00312048580828397,0.433076195207945,-2.84321052731489
"17","GB42676",346,295,1180,407,444,389,321,291,193,232,268,541,1.16341338877741,5.74285033760495,3.99390175766754,0.00141761141123854,0.433076195207945,-1.56599851520401
"18","GB42698",261,221,692,435,405,358,367,312,331,282,356,399,0.635270253960636,5.70731104348007,3.39620285982273,0.00453455896439358,0.433076195207945,-2.24661223322025
"19","GB42723",535,712,1238,589,409,433,387,383,221,296,389,504,1.37742247861176,6.09128503301303,3.70667055990461,0.00247261092098887,0.433076195207945,-1.9444009237061
"20","GB42792",5354,5340,17986,10850,6054,5459,5619,4304,2598,3188,2347,8367,1.45956152065331,9.6579528455097,3.7501229184435,0.00227222654131153,0.433076195207945,-2.6482708196186
"21","GB42920",104,135,320,161,182,148,97,123,126,79,131,171,0.945241811645681,4.36316080821148,4.18076919831482,0.000990623378975805,0.433076195207945,-1.39872597218695
"22","GB43337",5,2,8,4,17,14,12,27,29,21,16,23,-1.01555770941222,0.852444938761116,-3.38942842507219,0.00459512793067682,0.433076195207945,-3.28759591023536
"23","GB43482",4247,7569,22777,5861,5086,4823,4055,3428,1892,2619,3419,6882,1.56187096625279,9.4839804687568,3.56709730422123,0.00324601354731897,0.433076195207945,-2.74987943319618
"24","GB43618",17704,12778,64770,19901,19518,22220,11646,15147,15172,14450,11360,30257,1.07221202331536,11.419868767747,3.55849142622442,0.00330104137914548,0.433076195207945,-3.09857213404844
"25","GB43978",18,35,104,81,144,118,125,175,197,183,262,313,-0.989796926239192,4.10415740306727,-3.76297858387633,0.00221616420343925,0.433076195207945,-1.96708366883387
"26","GB43999",1893,2420,5086,2208,1599,1575,1601,1516,856,1072,1442,2267,1.26453438419911,8.02887581491065,3.32050950457473,0.00525946763047667,0.433076195207945,-2.70177595941205
"27","GB44102",86,66,135,102,137,134,98,111,114,84,92,138,0.500432952865195,3.96705579697761,3.50197870419898,0.00368658034441089,0.433076195207945,-2.22250422311166
"28","GB44144",545,881,1840,770,560,541,516,478,330,340,486,810,1.29761067326538,6.47303132571417,3.49528672767599,0.00373514735469263,0.433076195207945,-2.24433563289008
