"","ID","NP.1","NP.2","NP.3","NP.4","NP.5","NP.6","VS.1","VS.2","VS.3","VS.4","VS.5","VS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB44158",9,6,16,14,20,17,73,70,64,54,54,65,-1.63562542693766,2.09400341581897,-8.98222610508316,4.8963341916208e-07,0.00452875088188605,5.87603131318981
"2","GB48338",180,128,291,419,281,305,178,142,207,182,187,253,1.03284909872356,5.00362555212783,8.48949934514803,9.37823748578597e-07,0.00452875088188605,6.05056641886765
"3","GB40594",18,11,39,47,33,53,150,103,103,94,94,134,-1.22649380441128,3.09174747302118,-8.08019051002374,1.64277258032232e-06,0.00528863252691764,5.2914220869264
"4","GB44178",16,9,44,24,26,67,184,134,145,129,113,139,-1.75118850240738,3.15075123135615,-7.55094793592226,3.4927245054881e-06,0.00622738497056517,4.62355806411
"5","GB45639",20,10,22,31,28,43,143,89,86,82,79,95,-1.33308388612547,2.80875349206889,-7.61265333674072,3.19302730417745e-06,0.00622738497056517,4.64899676347297
"6","GB52163",3,3,9,8,6,10,36,28,25,26,23,30,-1.50527596135291,0.985122076416091,-7.48101733622351,3.86874195727801e-06,0.00622738497056517,3.88321812994595
"7","GB55429",47,26,82,72,68,100,219,177,195,153,152,210,-0.942879342635442,3.96304383348834,-7.35498701575182,4.65881368934968e-06,0.00642783180167702,4.49327451434406
"8","GB48396",9,4,14,23,20,14,84,67,109,87,57,60,-1.89276141536614,2.19868523940553,-7.08899341066333,6.94243135025526e-06,0.00709677727026249,3.80641967287801
"9","GB51625",138,120,196,227,157,216,112,100,93,138,102,180,1.13399429651993,4.39193305215895,7.10756119496256,6.74977615738732e-06,0.00709677727026249,4.16858581970932
"10","GB55426",228,76,342,344,384,480,1913,1246,889,1169,883,1885,-1.5799648785847,6.42910183582962,-7.05161705419116,7.34808166314195e-06,0.00709677727026249,4.06770506351916
"11","GB40504",28,12,55,81,68,113,373,207,256,286,252,192,-1.67243436830438,4.03255702748543,-6.75812872583944,1.15509156575411e-05,0.00736411799686834,3.63376375515188
"12","GB44937",212,108,341,335,322,264,200,147,192,204,203,248,0.964403725172262,5.02433079449044,6.89413633390799,9.35327017106644e-06,0.00736411799686834,3.85726932793175
"13","GB47036",20,12,30,35,35,81,193,124,120,145,95,141,-1.46282450329315,3.23555269848822,-6.75291513082177,1.16453130207108e-05,0.00736411799686834,3.57658719377337
"14","GB47086",17,3,13,23,13,34,89,81,65,68,64,76,-1.65413224237562,2.26769678202822,-6.90349336617414,9.21928751029673e-06,0.00736411799686834,3.60009282252142
"15","GB50661",117,58,157,186,165,160,108,106,128,111,101,150,0.813898991730519,4.19651669274116,6.72316242515405,1.21998227324387e-05,0.00736411799686834,3.60205817267874
"16","GB54258",1069,707,1991,1587,1160,2435,867,912,686,547,774,1482,1.36171831370828,7.30561761820028,6.75287943037014,1.16459622119935e-05,0.00736411799686834,3.61485908634656
