"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40007",134,193,327,377,867,899,24,139,53,129,158,617,1.57855513222783,4.5594588218483,2.92982064657551,0.0113096148669924,0.84706276166924,-4.16313055699935
"2","GB40132",11,9,19,54,84,91,3,10,9,18,13,34,1.40251835660441,1.1452375065031,2.69578351934739,0.0178245446624457,0.84706276166924,-4.43617498168741
"3","GB40261",4829,1276,6317,5375,9208,3907,1303,2528,2792,3382,3069,3245,0.741063004606039,8.60216142942168,2.59765969858908,0.0215388266520981,0.84706276166924,-4.3218503615716
"4","GB40316",49,68,79,119,145,121,27,39,49,96,65,101,0.653800625520798,3.04477241317267,2.8581302055806,0.0130061476792306,0.84706276166924,-4.29995848975193
"5","GB40335",264,86,366,518,923,648,71,201,124,173,162,346,1.18214647885171,4.80704923578486,3.33853632419593,0.00508141288502378,0.84706276166924,-4.03077149894251
"6","GB40336",1873,1031,2482,3429,3709,3319,535,1780,1019,1079,2541,1538,0.912549237825669,7.6474395080842,2.81475683201823,0.014151554050384,0.84706276166924,-4.23943566334805
"7","GB40420",13,20,28,29,38,49,12,16,23,13,12,22,0.781024674452506,1.2781901073035,2.95545542174202,0.0107575377734938,0.84706276166924,-4.40380697423039
"8","GB40537",371,226,444,482,548,374,411,374,567,615,415,750,-0.365380643395977,5.6748320661539,-2.75630879930949,0.0158526706429192,0.84706276166924,-4.14874806917022
"9","GB40563",469,185,463,630,644,403,623,517,690,645,481,854,-0.538846681766298,5.8959988494708,-2.72110604333768,0.0169720426916782,0.84706276166924,-4.16715270377284
"10","GB40707",27,19,35,46,67,43,57,42,59,62,43,69,-0.530570111945575,2.36946034725035,-2.68315442237015,0.0182651579004898,0.84706276166924,-4.37639105374773
"11","GB40773",428,272,568,685,1132,1009,349,291,467,702,264,579,0.539540036278199,5.84985081648114,2.56063955874299,0.0231265392873777,0.84706276166924,-4.20882291180209
"12","GB41097",956,146,1699,1135,1229,476,106,211,248,149,374,298,1.76019576424323,5.50233657498611,3.95809854132405,0.00152091022812698,0.84706276166924,-3.89891318067814
"13","GB41192",18,8,17,19,25,23,5,7,9,14,10,28,0.681780654217799,0.676398616964729,2.55628585573455,0.0233205264591577,0.84706276166924,-4.46421095894293
"14","GB41279",29,25,37,46,58,28,57,73,73,63,66,88,-0.936638616256309,2.52195313726162,-4.62921199462137,0.000426011905125391,0.84706276166924,-4.14023618892523
"15","GB41407",31,9,43,28,38,20,43,50,46,60,18,97,-0.880738096716487,1.99850581717603,-2.63169713476323,0.0201724731299315,0.84706276166924,-4.40407540600193
"16","GB41472",156,109,208,226,257,181,213,191,293,341,213,334,-0.491437724949435,4.63677222089827,-3.75017186771307,0.00227467037276999,0.84706276166924,-3.9304741004806
"17","GB41549",19,16,28,47,77,48,6,18,8,22,22,35,1.09479374299627,1.4350098377369,3.16864887867677,0.00708841086544314,0.84706276166924,-4.37564779129369
"18","GB41878",268,256,311,386,402,410,405,391,605,531,325,632,-0.497920927756454,5.49896585652357,-3.36550179826266,0.00481998851716629,0.84706276166924,-3.98705134765567
"19","GB41932",21,57,41,87,70,96,8,18,18,15,52,34,1.42298875849143,1.96617326694272,3.51550506915152,0.00359395776067178,0.84706276166924,-4.3069390403092
"20","GB42276",23,37,52,89,89,135,15,14,34,51,62,39,0.96546545402928,2.32541088212647,2.58526409058473,0.0220583376180436,0.84706276166924,-4.39283932494431
"21","GB42493",205,375,639,560,485,1401,215,76,351,511,77,348,1.28787452294508,5.22749086471313,2.86030705850487,0.0129511258269033,0.84706276166924,-4.13504871169177
"22","GB42527",139,70,126,76,188,172,47,79,80,89,75,115,0.607505923473651,3.48010682948042,2.7549322124927,0.0158950559760397,0.84706276166924,-4.27665497820077
"23","GB42549",15,10,23,6,29,42,7,161,110,75,25,78,-1.61338895417511,1.80082835298722,-2.5613999359783,0.0230928194363582,0.84706276166924,-4.42355030185206
"24","GB42743",88,40,85,104,127,74,81,84,125,158,116,166,-0.520658812682551,3.49166445425542,-3.10504890339183,0.00802876352288168,0.84706276166924,-4.20981418325082
"25","GB42798",1083,773,2346,1559,1220,3250,297,512,1659,619,250,863,1.41913695235954,6.73272518562941,3.74515311446423,0.00229696151888191,0.84706276166924,-3.99164035116757
"26","GB42907",62,230,93,51,263,331,16,37,94,62,26,109,1.43278450957525,3.18725025535788,2.65702314146784,0.0192107414900909,0.84706276166924,-4.32641316760366
"27","GB42924",177,57,260,200,427,231,38,154,150,130,117,158,0.787397932890227,4.08748108943477,2.65663736578882,0.0192250514214538,0.84706276166924,-4.24055622830265
"28","GB43446",371,276,565,381,628,1066,177,226,327,412,372,627,0.584415208514224,5.53130462066861,2.56510846733251,0.0229290391931964,0.84706276166924,-4.20037677231261
"29","GB43713",10003,10994,16076,8199,45925,28602,2536,11779,6954,10247,8168,9283,1.13942852875629,10.2961605630583,3.03367473767397,0.00923240793340676,0.84706276166924,-4.31823311204059
"30","GB43818",333,139,351,420,529,230,811,407,529,662,243,885,-0.818290775888898,5.54419500542289,-2.68545405951635,0.0181841447788426,0.84706276166924,-4.17014501508459
"31","GB44073",141,180,242,250,1413,656,50,140,109,433,89,228,1.22196846016529,4.62355309619263,2.65240541060483,0.0193827125356301,0.84706276166924,-4.21222871173156
"32","GB44223",208,998,323,347,1258,850,232,219,256,295,172,220,1.24793705513632,5.33504004694462,3.02768407491046,0.00934122620707949,0.84706276166924,-4.08826070630059
"33","GB44262",1779,875,1808,2289,3948,2954,587,1480,1312,1655,1494,2051,0.605364305200596,7.56987571869927,2.72294912162551,0.0169115698880576,0.84706276166924,-4.25471237234138
"34","GB44492",430,383,531,450,660,525,643,756,888,942,541,592,-0.559408598298719,6.07900091174585,-2.85897586984945,0.0129847455450696,0.84706276166924,-4.13961369074127
"35","GB44519",36,28,52,42,70,40,61,50,75,96,39,80,-0.571044609200064,2.59773061504905,-2.76024729997516,0.015732012711535,0.84706276166924,-4.35058001060184
"36","GB44738",0,8,4,1,12,27,33,23,58,37,5,27,-2.44516467293121,0.309079053214207,-3.04420534492894,0.00904416052749007,0.84706276166924,-4.422528038154
"37","GB44996",121,129,102,302,447,373,50,195,56,169,94,155,0.989503014832962,4.08590833627863,2.67591292210065,0.0185225666275656,0.84706276166924,-4.23987810511416
"38","GB45028",1501,679,2766,2357,4950,3484,480,979,1082,1360,1838,2194,0.872333358816451,7.53304897588126,2.783813567457,0.0150285877227887,0.84706276166924,-4.24014315513768
"39","GB45406",65,102,93,78,121,158,162,163,249,211,73,360,-0.919490753842953,3.94555665308302,-3.16658783851099,0.00711709020336936,0.84706276166924,-4.14621995242
"40","GB45584",20,3,16,32,31,24,46,21,64,54,36,107,-1.44702282471829,1.74893673238651,-3.7781391643169,0.00215441694399016,0.84706276166924,-4.29875568874576
"41","GB45676",30,47,113,80,80,111,26,31,43,52,26,92,0.757306851023277,2.61602466695603,2.75052050824719,0.0160316404890957,0.84706276166924,-4.35104455811434
"42","GB46203",43,31,26,23,29,23,69,25,57,82,34,86,-0.960004667832747,2.18058546653414,-2.80798946971772,0.0143389731468064,0.84706276166924,-4.37191951383246
"43","GB46222",237,115,317,104,282,358,134,66,201,93,34,116,1.19594809992102,4.01426304331381,2.99240287372686,0.0100083572781199,0.84706276166924,-4.18177882465033
"44","GB46325",200,203,330,363,482,504,112,184,200,254,315,407,0.511262430304146,4.95973979489999,2.59567243242091,0.0216213106000233,0.84706276166924,-4.19561840055943
