"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40013",194,50,158,140,393,133,97,23,295,29,52,84,1.04813000476445,3.51941250264074,2.05191890742805,0.0600486773151958,0.999852731433076,-4.42433528320035
"2","GB40227",47,6,157,56,19,198,4,22,16,7,55,16,1.53115531621126,1.60339017743399,2.07180483100655,0.0579088746062135,0.999852731433076,-4.49187229878608
"3","GB40536",30,25,27,39,28,76,7,14,21,17,19,6,1.25741703510801,1.29713099208006,3.40276314044258,0.00447847792377297,0.999852731433076,-4.37223618477189
"4","GB40618",2630,1346,3160,3546,5868,2319,1746,270,5594,790,934,858,1.2371909728301,7.65776808525676,2.16887315076773,0.0484418129500549,0.999852731433076,-4.389023217378
"5","GB40761",11,8,14,10,23,13,5,9,10,4,2,13,0.824067707947731,0.083162194157351,2.13454286524476,0.0516118932766309,0.999852731433076,-4.51428580655786
"6","GB40997",335,308,542,679,690,706,123,188,427,509,309,635,0.554430538728746,5.52941070587776,1.97995764382655,0.0684149931339317,0.999852731433076,-4.37798403670291
"7","GB41201",2,8,11,12,13,9,6,13,14,10,13,22,-0.715543714983102,0.251059995146764,-2.05344119433143,0.0598823290339563,0.999852731433076,-4.51939491987098
"8","GB41369",221,35,234,234,227,1014,18,61,97,149,132,177,1.19837870200323,3.95746894568103,2.15081263485762,0.0500861663017955,0.999852731433076,-4.38521410353136
"9","GB41545",2629,3506,5740,5334,4414,6211,3753,5727,7460,6420,5337,6626,-0.508187776766427,9.1784328077099,-2.51119542849675,0.0254179944849935,0.999852731433076,-4.37002381179898
"10","GB41684",107,67,174,85,159,167,98,162,148,148,167,158,-0.415163736747379,3.9139538315654,-2.50417829773675,0.0257613288242682,0.999852731433076,-4.30110133497814
"11","GB42319",279,237,214,375,409,500,198,227,216,136,169,329,0.508861349573685,4.87705341875441,2.16026813355859,0.049218885357296,0.999852731433076,-4.3346949448216
"12","GB42427",2265,1410,6137,4659,2650,15846,700,2836,2229,1510,1980,613,1.30870036489119,8.08330628906893,2.75195225026776,0.0159822880667646,0.999852731433076,-4.29186275675687
"13","GB42428",179,144,461,185,225,1025,117,263,167,58,145,263,0.776627666370303,4.5625954612902,1.88549288328929,0.0810135633284156,0.999852731433076,-4.41492086938844
"14","GB42515",316,221,563,571,596,668,364,579,506,404,707,617,-0.322253019803389,5.79581113519959,-2.12821436164556,0.0522169641082671,0.999852731433076,-4.34127350242826
"15","GB42576",43,60,50,83,143,53,44,28,49,24,26,53,0.731241644865161,2.48440861493308,2.21997814540409,0.0440582019442446,0.999852731433076,-4.44351884064763
"16","GB42632",62,39,96,93,57,120,9,71,32,52,51,55,0.747204786642946,2.60611284159165,2.06840874228789,0.0582692463293321,0.999852731433076,-4.46014091833405
"17","GB42822",112,275,490,424,196,612,124,154,352,137,92,88,0.994099727191801,4.56169334495497,2.33475945943231,0.0355346570311167,0.999852731433076,-4.30886160263117
