"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","NS.1","NS.2","NS.3","NS.4","NS.5","NS.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40283",175,209,273,315,358,265,59,46,206,102,128,312,0.869106864674707,4.30657878440416,3.72848885431981,0.00236422132546904,0.51413743636782,-1.57152288392583
"2","GB40450",12,31,44,45,103,42,11,7,11,19,17,35,1.16597755178122,1.47555987904932,3.25564727258999,0.00596224692299883,0.51413743636782,-2.69650861493029
"3","GB40451",806,1006,1755,1399,3012,1248,511,321,745,454,928,1105,0.948606568806424,6.73743227210389,4.55863383402096,0.000483245858318702,0.51413743636782,-0.500228552971743
"4","GB40639",385,813,712,563,1693,252,159,80,168,244,275,266,1.50260256338838,5.26689918380476,4.25090308021684,0.000863912060906651,0.51413743636782,-0.822514310875166
"5","GB40807",237,194,418,393,487,345,182,102,248,167,251,272,0.539093179442608,4.85567689103486,3.3769254421582,0.00470023525232353,0.51413743636782,-2.00604281395332
"6","GB40905",223,442,654,830,1133,402,132,96,322,191,449,344,1.01335927057067,5.31025772162147,3.43816048698517,0.00416872881802284,0.51413743636782,-1.91944707581291
"7","GB40945",973,1233,1670,1693,1772,1224,583,348,845,1085,1002,1175,0.629463856367438,6.89729718980144,3.33309931373066,0.00512197953599532,0.51413743636782,-2.12212714644075
"8","GB40979",29,35,61,42,110,43,16,12,21,12,21,63,1.00836609625377,1.85576599734571,3.38832966918614,0.00459632863408327,0.51413743636782,-2.48289543352316
"9","GB40980",274,354,530,353,834,394,134,151,249,221,316,391,0.669329831125638,5.15700702212223,3.89993445300522,0.00169499228170087,0.51413743636782,-1.2587354541235
"10","GB41064",57,66,217,161,363,46,25,8,43,31,32,78,1.70286630051739,2.75198621407287,3.44626753672168,0.00410304971174173,0.51413743636782,-2.23627748835021
"11","GB41065",1105,1429,2662,2438,4418,971,400,192,876,974,790,1206,1.36643575651016,6.96149988499379,3.95219608014169,0.00153212491961194,0.51413743636782,-1.29346852557367
"12","GB41239",13,20,20,41,61,36,6,6,8,6,11,29,1.33821162386381,0.92109055129491,3.93681705212528,0.00157832103066477,0.51413743636782,-2.20113562422538
"13","GB41243",90,111,155,97,174,151,150,148,146,195,177,236,-0.652639056026322,4.08091047708904,-3.71511990277523,0.00242656413830005,0.51413743636782,-1.60420691030122
"14","GB41624",71,48,69,49,38,44,93,83,166,161,119,110,-1.41013985734189,3.1721223577008,-4.91192327901688,0.000251414137351616,0.51413743636782,-0.499523087081656
"15","GB41806",117,107,150,145,192,139,133,98,182,256,166,312,-0.582818810731506,4.17509804482113,-3.48449807912937,0.00380709727764913,0.51413743636782,-1.90230431938816
"16","GB42213",37,59,139,104,164,120,20,14,45,28,42,114,1.15979078135583,2.70962433279196,3.69391859463655,0.002528872267905,0.51413743636782,-1.95532435297805
"17","GB42482",2233,2741,3319,3836,6385,2171,821,1072,1622,1890,2006,1792,0.904528809712359,7.95246764439185,4.11865924414503,0.00111223495064595,0.51413743636782,-1.18774880047051
"18","GB42578",14,17,23,44,56,40,7,4,10,9,14,33,1.18555660579996,1.02495629886296,3.52822011963672,0.00349490856964684,0.51413743636782,-2.53312081277556
"19","GB42671",16,39,22,25,47,28,5,8,14,16,15,20,0.950832680684434,1.09641220209931,3.34950468979357,0.00495983366689115,0.51413743636782,-2.68146201745957
"20","GB42723",482,376,555,293,387,413,450,627,650,520,694,655,-0.768975961483088,5.81921450058434,-3.35186408854913,0.00493694162437786,0.51413743636782,-2.03821656785909
"21","GB42776",10,18,22,24,32,20,6,1,6,5,12,22,1.35809145566934,0.429163832977067,3.55819272771871,0.00329594837757407,0.51413743636782,-2.60852904919886
"22","GB42856",266,386,655,453,1334,330,145,111,319,188,305,350,0.918134275871554,5.21976783145318,3.56795024766902,0.00323367810141111,0.51413743636782,-1.73232281170619
"23","GB43005",2427,1113,2604,1809,3046,3274,2725,2457,3793,2675,3991,9218,-0.930721737313367,8.36235435231561,-3.85847528112196,0.00183668998025744,0.51413743636782,-1.54724926409814
"24","GB43189",130,110,261,166,606,186,17,31,72,58,163,151,1.4267472812371,3.68726140676251,3.5795209228719,0.00316137585096486,0.51413743636782,-1.88711004920808
"25","GB43727",6238,9012,17832,8361,27471,7184,2140,1127,4120,1520,8958,5754,1.63206371433774,9.36121718436216,4.04045806560435,0.00129244974016282,0.51413743636782,-1.44664892461694
"26","GB44070",1011,3012,2216,2256,6755,1062,545,385,1209,1012,1113,887,1.23143378921066,7.23910010389481,3.48742384095346,0.0037853546830408,0.51413743636782,-1.93274577812401
"27","GB44143",468,610,1554,1190,2534,804,267,138,647,272,491,699,1.23850235999379,6.11522642492773,4.10032840394714,0.00115202678203034,0.51413743636782,-1.03063318838862
"28","GB44423",19,26,55,52,82,43,15,6,22,13,19,46,1.03627702016087,1.62815975266735,3.46341519762812,0.00396754091637087,0.51413743636782,-2.45784622113135
"29","GB44432",63,73,114,110,104,81,124,79,126,125,131,159,-0.65367956972125,3.57800282432868,-4.0348764192948,0.00130640389426104,0.51413743636782,-1.30717450380494
"30","GB44639",12,19,14,17,29,16,1,2,10,8,5,20,1.37500760396298,0.210661973316953,3.41418670553805,0.0043692102525991,0.51413743636782,-2.75527925577642
"31","GB44996",121,195,169,302,447,373,50,129,56,94,102,155,1.23303526869843,4.08590833627863,3.98779205689564,0.00143042385143791,0.51413743636782,-1.27791574869063
"32","GB45000",329,549,671,585,1244,229,106,80,183,188,282,248,1.40484128665399,5.07485019208988,4.56005141312784,0.000481966060181205,0.51413743636782,-0.427904687029695
"33","GB45174",4007,2964,5091,2706,3906,2745,5136,3782,4303,4202,6056,7252,-0.746876101165276,8.89682864356423,-3.27880695403826,0.00569746175856751,0.51413743636782,-2.31589402247613
"34","GB45277",560,778,1174,1262,1707,522,235,188,563,535,486,914,0.877207552215782,6.15723858686527,3.37074399858766,0.00475753885192209,0.51413743636782,-2.03119124722437
"35","GB45288",509,362,818,362,651,451,500,504,896,515,847,931,-0.643358232840861,6.05623259092653,-3.35404757211564,0.00491585089752179,0.51413743636782,-2.04365739887715
"36","GB45391",170,200,262,262,376,220,105,55,171,127,182,222,0.622377362160688,4.34972096050052,3.78982427746746,0.00209839960896451,0.51413743636782,-1.47192797924519
"37","GB45954",1314,1377,732,591,1804,661,189,166,363,284,62,192,2.26051921148923,5.61156603675795,4.88742296747936,0.000262937594272217,0.51413743636782,-0.0822295585068336
"38","GB46046",89,80,182,154,176,178,24,21,72,71,86,164,0.9415983732178,3.34994246740118,3.43134884887184,0.00422473084147983,0.51413743636782,-2.12028046879513
"39","GB46226",1287,831,3051,1247,1894,2317,2426,2271,3110,4130,2608,2047,-0.985022803885403,7.89954295812411,-3.30994895275103,0.00535987764972985,0.51413743636782,-2.21344743930863
"40","GB46289",91,334,430,139,392,57,56,44,70,14,57,27,2.06206005863456,3.30321799881104,3.39503481683019,0.00453631732612314,0.51413743636782,-2.20228788658721
"41","GB46514",3199,2514,8138,5552,9716,5847,9457,6936,11431,6257,6573,11112,-0.927057805122594,9.56594877862061,-3.53408779934753,0.00345502569395645,0.51413743636782,-2.05532455636103
"42","GB46737",937,1621,3936,2576,3690,1379,605,508,1651,732,1493,783,1.01406770393887,7.26387892136399,3.31709619698134,0.00528527214470793,0.51413743636782,-2.16495412054859
"43","GB47016",130,155,263,174,323,146,95,31,142,48,136,143,0.87741351196056,3.86480260656776,3.28261635045078,0.00565505021545445,0.51413743636782,-2.22974722929989
"44","GB47077",14,33,59,23,100,13,4,3,13,5,12,8,1.95641023929969,0.765255306393309,4.12286363790607,0.00110330851075138,0.51413743636782,-2.07414736516848
"45","GB47301",445,1065,1873,1629,1774,1458,274,472,640,438,747,1322,0.892661366535053,6.59848574689991,3.36935115189415,0.00477054748413583,0.51413743636782,-2.05515290989655
"46","GB47503",1930,2711,4577,6287,5887,2888,551,505,1530,1897,1729,2889,1.34778022663782,7.95081019839192,4.39031617326928,0.000663157633062574,0.51413743636782,-0.864502671633875
"47","GB47610",6164,2977,9230,3419,5957,5307,8080,6893,9989,6275,9650,11311,-0.958842965387456,9.56427552189619,-3.68419784995464,0.00257723329945463,0.51413743636782,-1.87705581185104
"48","GB47972",43,45,109,43,66,81,76,82,92,106,107,148,-0.914421833050645,3.15879349973176,-4.38088632840762,0.000675083335974569,0.51413743636782,-1.04616007133579
"49","GB47974",1072,1672,2012,1593,4021,1431,345,213,746,617,1420,899,1.38557585376825,6.88291324090192,4.49202875241621,0.000547511201756062,0.51413743636782,-0.601523577586053
"50","GB48040",46,46,92,53,166,54,11,11,36,14,34,41,1.41837503643083,2.12982931022575,4.62491184906602,0.000427002823702773,0.51413743636782,-1.21892545954433
"51","GB48790",1360,2917,3345,3070,5543,1737,561,870,985,2029,1559,1225,1.05045105619486,7.63244137363152,3.43451203097357,0.00419863110268648,0.51413743636782,-2.03104884973301
"52","GB48814",6,14,27,24,15,9,37,33,45,14,41,44,-1.41530414125664,1.34573334006774,-3.87808010129035,0.00176823902030234,0.51413743636782,-2.13879579024412
"53","GB48917",91,91,132,111,250,169,42,10,58,68,58,120,1.18206108279069,3.19083710058541,3.75219743481346,0.00225763363347046,0.51413743636782,-1.76781960771265
"54","GB48956",5737,3278,7631,3930,4751,5064,8045,8999,7778,5680,7514,9317,-0.911284665199915,9.46435319972831,-3.38247981636895,0.0046493364392155,0.51413743636782,-2.22974799358741
"55","GB48958",3231,1693,4341,1914,2495,2206,4733,3458,5224,2823,4248,4591,-0.937793176097408,8.52002944925322,-3.37844960883967,0.00468621271325213,0.51413743636782,-2.16358908833283
"56","GB48997",8,11,19,26,33,28,7,3,6,6,13,13,1.11859617587733,0.469079686759266,3.60786309196208,0.00299110259332411,0.51413743636782,-2.56967393899471
"57","GB49016",76,83,154,148,189,35,13,7,16,73,29,81,1.67899696270141,2.53838506788233,3.3268718791343,0.00518491293831019,0.51413743636782,-2.41664164390704
"58","GB49129",60,80,92,178,459,139,22,14,54,50,66,106,1.37234160518413,3.10632798043721,3.31609613810624,0.00529564814751466,0.51413743636782,-2.31515114994526
"59","GB49467",46,28,23,40,24,24,32,26,44,55,54,99,-0.940738530905521,2.11682362381457,-3.26410007037453,0.0058642082992541,0.51413743636782,-2.55550236152879
"60","GB49562",699,1262,2716,2242,3147,1203,389,306,995,684,955,1269,1.06608726566406,6.92316483159055,3.95781706575761,0.00151558695648974,0.51413743636782,-1.28232910314703
"61","GB49875",811,1125,2575,959,3783,483,150,150,645,86,626,398,2.03014240869799,6.04057736195385,4.07419685986108,0.00121128906948262,0.51413743636782,-1.09017820290868
"62","GB50009",8881,5298,8861,6099,7568,9169,13296,12025,12664,11062,11437,13788,-0.955221433487742,10.1043364647139,-3.88789944888709,0.00173493745484015,0.51413743636782,-1.70137075948487
"63","GB50085",658,446,802,522,666,558,736,599,1025,598,947,1089,-0.658525068756621,6.31555953612136,-3.68943503829946,0.00255106267397142,0.51413743636782,-1.58651716544122
"64","GB50146",153,168,228,210,350,157,55,65,121,100,212,138,0.714972495898753,4.05786657702513,3.34888581788809,0.00496585588366789,0.51413743636782,-2.11206752078371
"65","GB50210",489,345,626,331,363,411,600,568,688,510,562,706,-0.767669887147525,5.8422837081081,-3.30053196803163,0.00545978946506941,0.51413743636782,-2.11302483814142
"66","GB50447",495,617,817,677,1166,269,231,174,325,219,444,321,0.945094812809471,5.5496906084026,3.46545794322013,0.00395170165787903,0.51413743636782,-1.8787520990652
