"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40084",70,79,110,125,51,108,57,65,37,63,104,80,0.520467936997787,3.26520464329535,3.26971201069688,0.00565628602068163,0.66556480722135,-4.13153339530448
"2","GB40109",493,406,752,965,422,1094,907,740,1202,1038,1364,1169,-0.617814738781435,6.70895351414383,-3.20867134420426,0.00638304906021572,0.66556480722135,-4.0007691427772
"3","GB40168",2205,1317,2666,3359,1116,3354,2013,2990,5373,3700,5886,3470,-0.669925952483807,8.48672118346998,-3.2233140318247,0.00620063705554396,0.66556480722135,-4.11417134549574
"4","GB40629",89,20,66,85,68,237,214,127,153,229,886,273,-1.63225489715253,4.11859632701897,-3.65096878057802,0.00266106298903543,0.66556480722135,-3.94950886492593
"5","GB41015",14,6,19,30,20,38,25,33,38,79,84,58,-1.29387945958264,1.94801317485222,-3.99281887887771,0.00136063624263626,0.66556480722135,-4.22833764361133
"6","GB41234",216,288,351,291,146,261,152,161,128,228,251,253,0.509507981416875,4.79821883195543,3.14489237124328,0.00724199166868952,0.66556480722135,-3.9552827098709
"7","GB41595",4,4,9,11,3,18,7,24,14,22,39,22,-1.31839666248678,0.598587269558777,-4.05070264089792,0.00121552980475748,0.66556480722135,-4.36290518930352
"8","GB41965",31,21,32,26,17,10,10,4,7,8,8,8,1.57659878254218,0.732898835670317,3.9154314653158,0.0015826938215028,0.66556480722135,-4.36357909655191
"9","GB41981",824,559,1358,707,738,296,213,126,180,224,269,708,1.62970293721023,5.69901722485211,3.88618192875166,0.00167595113097681,0.66556480722135,-3.76424839590345
"10","GB42272",31,26,41,42,19,38,14,12,19,23,39,25,0.700839377166964,1.72897374580346,3.49438703099209,0.00362547735648752,0.66556480722135,-4.29860808522217
"11","GB42497",15,21,23,33,10,16,6,12,6,8,17,4,1.27242139586629,0.688090686166827,4.02679275146112,0.00127345023886838,0.66556480722135,-4.35723979415113
"12","GB43256",605,625,842,1007,298,1008,1050,907,1560,1400,1153,1033,-0.693565999868436,6.82671816365221,-3.35944302244754,0.00473537313172089,0.66556480722135,-3.97037756909525
"13","GB43308",206,248,305,246,179,269,97,109,86,153,233,253,0.820351369481669,4.5607788448142,4.03374195760734,0.00125633129296353,0.66556480722135,-3.74758795857803
"14","GB43504",98,95,80,117,84,107,22,73,78,42,82,53,0.882930990824322,3.20392868198596,3.24807887798267,0.00590388500699013,0.66556480722135,-4.14945137550751
"15","GB43908",841,773,1155,645,391,1059,831,998,1667,1842,2092,1387,-0.744260630536367,7.04615951879258,-3.48976998405602,0.00365873473830839,0.66556480722135,-3.95523724348234
