"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40019",262,308,541,171,269,326,89,276,328,202,443,239,0.585098279969229,5.07785379786328,2.90234327306617,0.0117255946741225,0.924491675495733,-4.03207770788082
"2","GB40845",62,49,149,36,73,118,82,111,102,195,350,181,-0.753366492671645,3.74166976779046,-2.95819017169887,0.0105055157750651,0.924491675495733,-4.14784903716296
"3","GB41010",6,2,14,3,1,11,9,8,9,20,36,25,-1.36242863526171,0.165598254962058,-2.88778352198327,0.0120659507589101,0.924491675495733,-4.46581973288367
"4","GB41316",16,10,48,7,33,32,41,59,41,63,62,42,-0.95089846758616,2.03571330132822,-3.24054680148568,0.00601620141210439,0.924491675495733,-4.30627148114585
"5","GB41389",282,346,449,225,218,401,171,206,363,240,371,317,0.485429408933788,5.19934623597111,3.10831932904801,0.00781302290938786,0.924491675495733,-3.96552073110592
"6","GB41390",2203,2531,3151,2305,1441,4038,982,816,3657,1588,2022,1585,0.964957244939246,7.98009960319806,3.27738513439078,0.00559353995510033,0.924491675495733,-4.08885034061425
"7","GB41660",8,5,11,4,8,15,10,13,14,16,35,19,-0.760650123153175,0.596216753813763,-2.92558571712899,0.0112017393316684,0.924491675495733,-4.4433101493202
"8","GB41741",182,281,218,131,124,299,88,98,179,148,121,142,0.90609068547096,4.32540371543869,3.9088607587616,0.00161307898280443,0.924491675495733,-3.82768991614098
"9","GB42477",10,14,19,3,12,15,13,19,20,34,32,38,-0.832488099544011,1.09370497450658,-3.02171664495126,0.00926937741446,0.924491675495733,-4.40605452450329
"10","GB42571",1341,1225,1411,671,774,1384,827,567,935,781,1000,993,0.659010591483461,6.93056788136463,3.39972614075202,0.00439173716935743,0.924491675495733,-3.99052042197912
"11","GB42670",12,10,33,10,18,17,23,27,35,28,43,28,-0.663609515899664,1.48463057634958,-3.0730004754323,0.00837734033694686,0.924491675495733,-4.37116531926376
"12","GB42866",20,13,30,35,26,30,44,55,30,81,109,81,-1.09022083632377,2.32604523815531,-3.17458951185161,0.00685413205852912,0.924491675495733,-4.28444816976977
"13","GB43137",22,9,90,12,20,60,30,49,51,123,164,103,-1.1772138788517,2.48317678959289,-2.86652716479907,0.0125803471411525,0.924491675495733,-4.31640219765832
"14","GB43155",125,118,189,69,126,157,77,129,132,94,141,102,0.473364966056247,3.91203971789506,3.44336555960612,0.00402887676177055,0.924491675495733,-3.99638604612846
"15","GB43285",702,320,471,265,306,564,196,433,330,275,487,331,0.61324982618554,5.55478610257706,2.97252908822281,0.0102130025039661,0.924491675495733,-4.01228314112365
"16","GB43960",13,15,24,6,9,18,11,38,24,39,31,43,-0.815812895287049,1.33320898843482,-2.83124585468734,0.0134820365203259,0.924491675495733,-4.40866721084458
"17","GB43978",76,64,279,71,53,110,102,168,160,192,379,328,-0.844668195983125,4.11594384930046,-3.00204968405386,0.0096358638657755,0.924491675495733,-4.09341792287466
"18","GB43983",11,31,63,18,26,30,29,49,63,40,103,85,-0.844270615737418,2.30811188787612,-2.82306258020577,0.0137000616491153,0.924491675495733,-4.33447445846742
"19","GB44712",63,52,90,37,44,88,21,44,90,41,53,55,0.606742461184419,2.75629426823854,2.87993768239436,0.0122533657855293,0.924491675495733,-4.27706111063388
"20","GB45609",1031,873,1167,1092,564,1366,160,960,1024,487,1068,599,1.0302395193067,6.62181400971169,2.84605373247754,0.0130961231086649,0.924491675495733,-4.11127865828731
"21","GB46123",163,236,252,121,152,286,100,157,211,158,239,195,0.443022674087427,4.53705853134204,2.92210631104925,0.0112786688562783,0.924491675495733,-4.05392983189325
"22","GB46151",15,16,21,7,17,28,23,22,25,46,68,33,-0.742577128081606,1.59199144038472,-2.8531280981473,0.0129155991476298,0.924491675495733,-4.38773504006955
