"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40064",193,183,97,178,38,87,149,332,384,200,142,70,-0.705613026900588,4.50421293721857,-2.08136992750208,0.0566851913066731,0.999987300678336,-4.37151189003646
"2","GB40076",292,382,123,211,61,169,156,161,118,104,95,86,0.591311305757059,4.50212129753201,3.00313417294648,0.00969640837043932,0.999987300678336,-4.15839690999188
"3","GB40389",3680,4801,2281,3544,1434,2504,3993,5788,6324,4640,4294,1933,-0.595537324594847,9.08774622809061,-2.24006649749067,0.0422389252050116,0.999987300678336,-4.44721422474003
"4","GB40392",144,112,42,57,19,107,98,133,262,140,154,63,-0.976152230342837,3.86586828789345,-2.54592168064587,0.0236242118794679,0.999987300678336,-4.30846068431513
"5","GB40425",76,70,18,65,10,34,31,21,22,19,12,26,0.816610531214972,2.14108126720181,2.96852259497832,0.0103782075785452,0.999987300678336,-4.38906104665921
"6","GB41034",371,364,165,277,102,145,209,154,108,142,137,170,0.484024080096982,4.81780632356129,2.33233479491678,0.0355093361626683,0.999987300678336,-4.29970973597788
"7","GB41097",99,279,122,116,45,171,196,447,654,1342,112,72,-1.32715841786234,4.88804409339587,-2.18729017185768,0.0466099548233568,0.999987300678336,-4.34401524001662
"8","GB41337",15,11,4,8,4,10,7,14,21,15,15,13,-0.803111629985026,0.762628844050671,-2.39525705754663,0.031516757805434,0.999987300678336,-4.50177092495357
"9","GB41540",10,10,19,52,8,56,50,42,135,68,17,80,-1.68792026095622,2.36663741257416,-2.92701856562233,0.0112584049212525,0.999987300678336,-4.38113172566083
"10","GB41776",489,448,265,369,105,126,110,99,122,369,79,89,1.04475693659226,4.80977134378185,2.87197698204239,0.0125399860742732,0.999987300678336,-4.17957495444148
"11","GB41922",1287,1372,774,1141,339,698,621,1013,702,541,448,731,0.353918289350043,6.87395833722398,2.06988002338439,0.057891843046658,0.999987300678336,-4.40435809475018
"12","GB42311",244,209,47,174,31,27,79,43,34,46,9,16,1.52378257360463,3.00963733657609,3.10856267649531,0.00788123041444916,0.999987300678336,-4.30654134847591
"13","GB42485",34,62,25,40,11,26,10,31,20,30,7,19,0.7026335248282,1.84899892722684,2.43004890061471,0.0294965136207559,0.999987300678336,-4.46121029236318
"14","GB42783",9,14,3,5,1,11,9,20,9,10,4,11,-0.794542557961481,0.28501433705855,-2.07204152256763,0.05766304920913,0.999987300678336,-4.5332453555617
"15","GB43202",138,212,43,221,53,78,114,193,174,125,87,189,-0.44821316721438,4.24885682650425,-2.30101764846425,0.0376709217472976,0.999987300678336,-4.32983519501195
"16","GB43247",55762,8651,14824,18200,3837,2372,10010,1008,4234,5114,3336,826,1.75211203285173,9.75013158395549,2.30053177664124,0.0377054181721423,0.999987300678336,-4.45875347900134
