"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40211",176,114,96,88,57,117,111,105,73,64,102,69,0.617199390050849,3.88465489451831,3.59586304705182,0.00302664128826165,0.52746745164879,-3.63630034084138
"2","GB40434",297,285,302,165,85,135,638,398,222,407,417,298,-0.657211500200078,5.40315251857781,-3.27022440664469,0.00574093054810704,0.52746745164879,-3.6154289509095
"3","GB40593",7,8,2,2,2,10,22,17,6,12,16,15,-1.27796940552609,0.35968489350921,-3.59797899590329,0.00301410861318324,0.52746745164879,-4.26947551448131
"4","GB40616",35,44,28,59,15,58,26,24,21,15,36,18,1.00891382140085,2.19165498108879,3.14803856145766,0.00730162461417424,0.52746745164879,-4.12465074803162
"5","GB41138",58,38,51,7,9,24,171,131,33,91,77,42,-1.31956117831048,2.77676741609356,-3.57214350738178,0.0031707891163346,0.52746745164879,-3.94328368218335
"6","GB41333",96,55,107,35,22,53,223,119,48,160,134,110,-0.80314183299418,3.66738159689498,-3.27036104351919,0.00573938666804846,0.52746745164879,-3.82722524082201
"7","GB41347",119,106,100,61,46,100,349,240,65,192,191,126,-0.717446398213429,4.2470389813976,-3.72424314056468,0.00235392820024728,0.52746745164879,-3.53644002571827
"8","GB41608",20,20,22,1,4,20,82,42,15,30,50,28,-1.43362559948014,1.62257383620602,-3.24762790925705,0.00600204973340472,0.52746745164879,-4.19875975518749
"9","GB41673",15,17,25,4,8,8,57,35,11,42,41,22,-1.14936354449179,1.57463158920348,-3.46073904011332,0.00394631183687182,0.52746745164879,-4.16393789608316
"10","GB41746",29,24,42,13,11,9,97,72,20,40,52,36,-1.03439089937235,2.23513111799727,-3.3900143177522,0.00453519785548785,0.52746745164879,-4.07477798980945
"11","GB41891",34,28,49,7,10,13,135,78,22,64,70,26,-1.22099532218321,2.36432747395073,-3.40193659780114,0.00443006804893871,0.52746745164879,-4.05416657930163
"12","GB41893",49,58,42,26,22,46,121,96,33,60,93,59,-0.580455990869374,3.05097666303987,-3.27882493236843,0.0056445572085604,0.52746745164879,-3.9433687301936
"13","GB42031",82,79,97,29,25,45,256,168,46,112,138,84,-0.836446620479086,3.63467675359435,-3.47516179766348,0.00383600910281827,0.52746745164879,-3.76616687157658
"14","GB42110",327,184,238,159,116,244,292,212,103,151,257,166,0.421774626502261,4.92864865619559,3.474704162383,0.00383946085317605,0.52746745164879,-3.51000583868692
"15","GB42138",60,44,89,13,24,17,182,120,31,80,134,55,-1.0906466953046,3.08131257967688,-3.1479350717072,0.00730311142344656,0.52746745164879,-3.98568884252258
"16","GB42279",63,56,108,19,20,36,199,115,37,137,134,80,-0.969245882536748,3.3857845423404,-3.30981574547724,0.00531052294855908,0.52746745164879,-3.87714769467855
"17","GB42327",29,41,127,15,14,51,381,112,36,129,149,72,-1.41530285487329,3.31252657716429,-3.39294922485145,0.00450908774493025,0.52746745164879,-3.88297118868984
"18","GB42328",18,29,56,10,17,25,193,68,18,51,107,37,-1.21893860548606,2.55610246316489,-3.21000133065427,0.00646344670562073,0.52746745164879,-4.06250920347943
"19","GB42485",34,10,20,7,11,19,62,31,25,30,40,26,-0.824279280117926,1.84899892722684,-3.15240517765845,0.00723916443060344,0.52746745164879,-4.17752770472358
"20","GB42747",26,29,81,8,9,20,249,85,19,77,84,40,-1.40549298711398,2.6112483106558,-3.15280079404866,0.00723353187107975,0.52746745164879,-4.07286967609934
"21","GB42784",10,9,15,3,6,5,54,40,9,10,24,15,-1.20019761143167,0.989882837558852,-3.2263888529231,0.00625829357018262,0.52746745164879,-4.26543987725345
"22","GB43080",50,34,69,10,12,24,177,96,26,67,135,48,-1.20056799884173,2.84060264855103,-3.70923706256578,0.00242401075712901,0.52746745164879,-3.89189385587588
"23","GB43330",12159,11759,16619,25417,13981,19351,5405,7016,8939,4963,16825,5691,1.43261503404674,10.7374511136881,3.46227691682294,0.00393439987017748,0.52746745164879,-4.14070772685622
"24","GB43556",119,87,113,61,49,81,221,157,77,136,166,110,-0.435550546699178,4.06045834943567,-3.28833728409435,0.00553985044823593,0.52746745164879,-3.72468732953613
"25","GB43591",33,18,23,20,7,17,94,55,11,43,60,34,-0.917935218737589,2.13117913236172,-3.24477085353096,0.00603589956647827,0.52746745164879,-4.11914185916193
"26","GB43611",7,6,6,4,8,10,89,38,8,22,45,15,-1.79534828238236,1.14576046919682,-4.62250463165883,0.000420280301979561,0.52746745164879,-4.08051971708052
"27","GB43832",46,32,37,35,19,33,136,83,21,94,79,75,-0.843730414560475,2.94229843977155,-3.21910413940735,0.00634867488587498,0.52746745164879,-3.98563083063842
"28","GB43872",9,8,22,3,3,9,33,15,9,31,33,20,-1.13768808629412,1.02989633902679,-3.171168292353,0.00697677514733313,0.52746745164879,-4.26987662078756
"29","GB44077",108,102,116,108,40,99,74,72,51,53,112,38,0.861330488933871,3.57921644294378,4.13585460434721,0.00105907281917259,0.52746745164879,-3.55666692249626
"30","GB44090",87,75,79,35,27,61,249,221,66,129,141,118,-0.995961878693136,3.81128436504129,-5.03302215538396,0.000196870954377501,0.52746745164879,-3.30173506278304
"31","GB44179",13,15,14,3,5,9,53,27,11,41,19,29,-1.22372663617671,1.30591611202044,-3.2771166237652,0.00566357000906759,0.52746745164879,-4.22715986597389
