"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40363",21,43,22,8,18,9,6,19,2,31,10,4,0.984622746707387,0.979411547807508,2.3421546551466,0.0347767493215482,0.999791529920211,-4.50099641713565
"2","GB40443",9,6,8,6,7,1,14,7,11,20,4,15,-0.938497383153462,0.333164239785099,-2.30953529524084,0.0369897615113662,0.999791529920211,-4.51715969157909
"3","GB40629",309,301,253,88,140,39,151,83,6,217,76,29,1.32486839092609,3.88611882919604,2.46925046895599,0.0272966175260532,0.999791529920211,-4.33537498004101
"4","GB40654",1949,2662,1623,862,1903,1249,964,1164,816,1589,1527,938,0.547399073540266,7.73033417177148,2.3851977962402,0.0320481809749762,0.999791529920211,-4.37948269184851
"5","GB40805",263,459,228,133,151,113,197,387,230,380,187,332,-0.443962967966437,5.20199036085346,-2.51168484487454,0.0251616045189514,0.999791529920211,-4.24669674117476
"6","GB40895",268,346,223,138,173,107,217,234,267,393,166,323,-0.390536648992017,5.13741830962576,-2.28853301776692,0.0384844042815735,0.999791529920211,-4.30373127819677
"7","GB41083",53,139,68,28,52,29,56,68,50,163,65,90,-0.488263081233184,3.3213315276254,-2.23528965273628,0.0425326927338981,0.999791529920211,-4.4055251399829
"8","GB41163",237,324,177,123,127,140,206,233,298,381,190,229,-0.508213023116151,5.04606852594038,-2.43624096919203,0.0290763448881445,0.999791529920211,-4.26718790554694
"9","GB41178",14,13,15,3,9,7,14,16,9,19,16,21,-0.712915919875524,0.952945223876255,-2.44591440735874,0.0285436161540879,0.999791529920211,-4.49277623363577
"10","GB41210",30,38,20,8,14,7,26,20,40,40,23,29,-0.699433377127616,1.80079631731061,-2.50453732290657,0.0255096325597866,0.999791529920211,-4.45566451575578
"11","GB41540",10,10,42,19,68,8,50,135,17,52,56,80,-1.64217599676928,2.36663741257416,-2.81792091193472,0.0138858303458484,0.999791529920211,-4.39319745169291
"12","GB41647",37,74,53,22,39,42,18,34,19,24,12,26,0.940655119316871,2.24867388621677,3.307415250745,0.00529800138479176,0.999791529920211,-4.34628869135001
"13","GB41700",124,87,140,31,153,36,57,70,9,58,74,28,0.960356321811235,3.17749766581196,2.22316418344702,0.0435090009181849,0.999791529920211,-4.41991316530149
"14","GB41742",27,62,31,10,15,14,14,17,9,26,7,5,0.96773334149857,1.354841164265,2.88033280406803,0.0122879059802979,0.999791529920211,-4.4435380343205
"15","GB41776",489,448,99,265,369,105,110,122,79,369,126,89,0.947759805142102,4.80977134378185,2.44424932840416,0.0286346446232896,0.999791529920211,-4.27788969113434
"16","GB41833",61,74,71,23,39,21,20,69,10,48,19,19,0.748864624829999,2.3871214686703,2.46119584395365,0.0277210175996121,0.999791529920211,-4.43079466123878
"17","GB41932",15,36,34,13,6,7,21,25,16,68,25,25,-0.816984405679328,1.68337260431406,-2.44432476906396,0.028630514350911,0.999791529920211,-4.46676529722522
"18","GB42410",1346,1617,1357,509,2432,2467,223,359,1084,80,1004,354,1.98858664495924,6.84338639829239,2.58041919556362,0.0220398314416904,0.999791529920211,-4.30383148274623
"19","GB42418",166,176,124,74,81,45,140,130,109,189,110,140,-0.389648854828834,4.19198661736274,-2.69764223486206,0.0175589232856005,0.999791529920211,-4.24360796524297
"20","GB42477",23,26,27,7,21,10,17,8,6,19,11,5,0.775145326507583,1.08122202413524,2.37925606205047,0.0324123464306603,0.999791529920211,-4.49454748962356
"21","GB42485",34,62,31,25,30,11,10,20,7,40,26,19,0.689905028726724,1.84899892722684,2.36493552554084,0.0333062804437259,0.999791529920211,-4.46755633278772
