"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40234",271,230,395,368,149,360,142,170,65,247,63,155,0.649156440216425,4.88555779029992,2.81216855502683,0.0140799501770847,0.999189074877411,-4.18150087291874
"2","GB40390",29,15,46,29,26,26,9,12,8,20,11,15,0.687291139284595,1.54406500597922,2.79491476393948,0.014562453774303,0.999189074877411,-4.4410832508523
"3","GB40519",184,119,172,144,64,74,52,70,8,85,21,81,0.986032300163146,3.44983034050851,2.54960317913754,0.0234378060055604,0.999189074877411,-4.34888638518841
"4","GB40521",78,56,116,93,43,35,19,54,23,49,11,38,0.669358193203935,2.76218271418546,2.70315830686517,0.0174126945283046,0.999189074877411,-4.37594733495518
"5","GB40690",93,99,151,151,60,31,32,38,21,73,16,44,0.852131026117822,3.08341419488445,2.63597374029524,0.0198370495491558,0.999189074877411,-4.3620059719189
"6","GB41163",237,206,324,177,127,229,123,233,298,381,140,190,-0.513667242543902,5.04606852594038,-2.49497220929681,0.0260324062333998,0.999189074877411,-4.24028457596642
"7","GB41306",2510,1020,5721,3834,1085,3509,922,1411,231,2204,784,691,1.01351713377768,7.82162438379194,2.29364061959523,0.0381739032390409,0.999189074877411,-4.39369964160579
"8","GB41352",23,14,28,26,18,13,5,9,11,16,5,7,0.719272953089967,1.04825831099523,2.83546604199149,0.0134532041838393,0.999189074877411,-4.46033325000383
"9","GB41655",722,253,645,327,397,158,346,614,1075,363,216,564,-0.893771930967056,6.02423736622182,-2.31977029105546,0.0363385072815048,0.999189074877411,-4.30579616163806
"10","GB41710",191,86,370,75,50,92,32,22,37,45,14,50,1.45984196293869,3.22866033910565,3.67566370975694,0.0025782002998539,0.999189074877411,-4.20881763989338
"11","GB41736",44,11,16,18,5,16,7,10,1,6,1,8,1.262120039784,0.417812109675218,2.43912839367176,0.0289684743564513,0.999189074877411,-4.50486354950964
"12","GB41997",17,15,72,34,48,25,5,21,4,27,4,19,0.988773583190318,1.49469170781413,2.3194109555691,0.0363631717882007,0.999189074877411,-4.4871302771045
"13","GB42224",161,184,238,197,139,139,92,107,77,159,41,97,0.452784016644292,4.29082387371659,2.85870645618344,0.0128552740219746,0.999189074877411,-4.20282841910759
"14","GB42282",43,23,40,22,32,19,25,40,58,35,25,35,-0.720136009765083,2.3326088542439,-2.36709588540745,0.0332250735661408,0.999189074877411,-4.44347385261069
"15","GB42866",83,70,75,57,52,38,27,14,14,30,9,61,1.00471028103311,2.51720205670866,2.83304401194,0.0135170660786222,0.999189074877411,-4.37982301599007
"16","GB42867",96,74,75,51,32,23,13,21,6,15,7,31,1.45613992901065,2.08609895169347,3.6596386417568,0.00266047546483783,0.999189074877411,-4.33405892890831
