"","ID","NC.1","NC.2","NC.3","NC.4","NC.5","NC.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40169",204,79,190,201,159,103,64,57,63,52,44,27,1.33421661949216,3.7537087131403,4.15832716991461,0.00101790854291508,0.50733619607005,-1.0833637413756
"2","GB40361",103,81,187,116,136,98,91,47,42,114,30,58,0.620388574469527,3.69224586308459,3.47495012138085,0.0038466445016089,0.50733619607005,-1.95681775373492
"3","GB40444",365,282,495,325,207,205,396,225,376,554,192,372,-0.513663667632768,5.63202620876024,-3.46686843318192,0.00390818257443963,0.50733619607005,-1.8352306755039
"4","GB40671",52,29,44,17,31,30,20,5,3,16,9,11,1.39159688062706,1.46249046142077,4.03823276342241,0.00128269054080099,0.50733619607005,-2.04960282635578
"5","GB40972",460,305,405,525,200,181,796,236,417,827,197,725,-0.840771114286419,5.91701931053893,-3.40886873428228,0.00437989487298253,0.50733619607005,-1.93334044959388
"6","GB40996",100,82,63,49,56,76,55,21,8,24,15,9,1.54071346209951,2.48647502287563,3.81902192361925,0.00196213843616172,0.50733619607005,-1.89264473712333
"7","GB41033",156,46,313,193,120,90,55,24,39,62,14,12,1.82620301707479,3.27589111044851,4.52566267776596,0.000506273273101419,0.50733619607005,-0.86309992789807
"8","GB41069",201,156,369,253,242,169,200,100,78,219,65,118,0.552043293481234,4.67333542834937,3.33623894104771,0.00505215403879809,0.50733619607005,-2.0436737771816
"9","GB41283",1007,384,1105,586,430,446,786,705,703,1514,479,1292,-0.862371786440283,6.81401455940669,-4.37278080949923,0.000675896772757468,0.50733619607005,-0.705220256946676
"10","GB41289",284,162,250,142,254,257,107,63,20,114,145,73,1.26759595195393,4.32816152202603,3.34381288030556,0.00497746548006396,0.50733619607005,-2.07334036778914
"11","GB41686",349,298,349,250,211,167,336,266,310,392,202,368,-0.586995475119366,5.47796459139892,-3.34580155360115,0.00495803889164628,0.50733619607005,-2.01104296241904
"12","GB42072",161,132,198,99,59,55,203,101,115,300,94,340,-1.01115506935713,4.39456483451467,-4.13348701017426,0.00106765749929096,0.50733619607005,-0.939679822655437
"13","GB42496",139,98,205,107,148,112,116,47,30,148,32,55,0.71373061767858,3.80009032451475,3.28669427463598,0.00556921872180565,0.50733619607005,-2.19830925127837
"14","GB42758",41,24,118,51,45,25,25,10,18,10,5,6,1.73055908892604,1.79761158754377,4.50588417992897,0.000525481167242509,0.50733619607005,-1.5276924122838
"15","GB42907",77,56,117,75,31,67,180,45,130,257,51,201,-1.24883923847634,3.80384854520357,-4.49287303422882,0.000538525574439985,0.50733619607005,-0.624952519652637
"16","GB43087",287,178,176,62,106,164,22,109,38,34,47,35,1.64561191242664,3.62787128915581,3.28631932986122,0.00557332733769722,0.50733619607005,-2.24572440088595
"17","GB43097",299,198,494,211,129,140,385,177,163,593,162,542,-0.73903956548362,5.31175101944067,-3.38147496140906,0.00462220042483388,0.50733619607005,-1.95706464059342
"18","GB43282",224,153,347,186,203,198,134,105,137,132,51,68,0.797393949267492,4.50736827462765,3.56835580751062,0.00320246162258627,0.50733619607005,-1.72309863226411
"19","GB43510",852,638,765,252,257,244,515,474,615,1480,445,1555,-1.12695866097941,6.47136486664655,-3.38828794537484,0.00456070742796473,0.50733619607005,-1.99837903200409
"20","GB43513",12,5,20,29,2,4,40,14,18,26,9,96,-1.84163807366495,1.23422220454272,-3.37362473856913,0.00469408870196394,0.50733619607005,-2.70240092379409
"21","GB44192",263,239,417,191,61,75,402,233,200,606,115,635,-1.18194802036439,5.16570647240893,-3.48100091159787,0.00380121056382878,0.50733619607005,-1.81606551578395
"22","GB44315",43,43,74,30,52,60,33,15,1,24,8,15,1.62282295276879,1.91085497740471,3.4540954791647,0.00400747086509984,0.50733619607005,-2.45282762545269
"23","GB44387",21,10,84,37,20,18,23,8,3,11,3,4,1.52812385700087,1.08043960799362,3.39182164195185,0.00452913714990956,0.50733619607005,-2.7245644303347
"24","GB44417",416,292,577,346,231,256,417,266,442,536,242,453,-0.541468387965311,5.81080587478915,-3.38910484297084,0.00455338962018349,0.50733619607005,-1.95647236919145
"25","GB44503",451,426,322,565,687,535,328,183,141,136,166,152,1.19226771967934,5.52250562203859,3.30117311268934,0.00541285875432276,0.50733619607005,-2.09635743122378
"26","GB44523",374,320,336,239,256,252,258,103,96,179,85,127,0.826073629708336,4.94617109718295,4.40031348551455,0.000641502039860035,0.50733619607005,-0.535204660901524
"27","GB44590",129,88,134,93,130,78,89,30,32,48,22,38,1.07448185861124,3.35170932830147,4.76099978161314,0.000326194721207482,0.50733619607005,-0.515276049994167
"28","GB44628",18,14,25,13,11,10,40,22,15,44,14,34,-1.16108272579181,1.63654216692297,-5.71763254107243,5.87773089346637e-05,0.50733619607005,-0.676774610228518
"29","GB44679",450,408,776,542,435,398,499,196,155,508,128,295,0.578427130737063,5.80373691071277,3.53784987321813,0.00339989639615479,0.50733619607005,-1.74742181997571
"30","GB44902",149,114,178,117,93,78,171,98,156,189,67,166,-0.527216409420729,4.30142853694987,-3.40459474868552,0.00441684161766168,0.50733619607005,-1.9623283477019
