"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VC.1","VC.2","VC.3","VC.4","VC.5","VC.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40061",11,10,12,8,10,32,9,28,36,31,85,34,-0.948090116653136,1.35255538686708,-2.62665265320408,0.0200905992235423,0.978452812558047,-4.42305983346836
"2","GB40080",49,84,25,54,46,86,24,39,25,46,32,25,1.106943187968,2.38866522310928,2.69545410706329,0.0175744803436229,0.978452812558047,-4.3431751124316
"3","GB40382",250,269,315,158,313,300,170,263,284,277,316,289,0.387049369190211,5.06483878510754,2.73660979850931,0.0162186987606334,0.978452812558047,-4.0883357059619
"4","GB40427",52,45,98,28,45,114,61,82,174,100,163,120,-0.535071220178343,3.34095585279732,-2.84567064190087,0.0131006288632851,0.978452812558047,-4.22208093042943
"5","GB40564",78,58,124,45,106,143,74,147,211,154,217,145,-0.407877905567887,3.858028673509,-2.47009774895994,0.0271796776041068,0.978452812558047,-4.25408597498657
"6","GB40657",56,29,90,39,44,121,56,101,146,118,252,111,-0.685187320232054,3.38762758809787,-2.8193346593561,0.0137950366762025,0.978452812558047,-4.22399287808128
"7","GB40704",33,37,34,25,19,38,20,24,30,28,33,13,0.712160692774028,1.7982828622856,2.60261253946002,0.0210494352503606,0.978452812558047,-4.39742047057213
"8","GB41034",274,287,290,112,310,350,169,195,220,231,421,295,0.470055967990448,4.99771089726293,2.6237061319307,0.0202058082462637,0.978452812558047,-4.12585056520037
"9","GB41261",13,4,24,5,8,26,20,16,32,44,47,22,-0.908634119316495,1.18088127915737,-2.72769820146266,0.0165033480821575,0.978452812558047,-4.42154446416837
"10","GB41283",1884,1140,2006,1200,903,1055,1018,860,1373,900,1326,918,0.722466136296874,7.22407548238429,3.04501271671552,0.00884877329223746,0.978452812558047,-4.11447820296445
"11","GB41649",62,24,109,45,57,175,99,101,239,140,398,118,-0.866891387156845,3.70215191512378,-2.66556777913715,0.0186274457343422,0.978452812558047,-4.2285930287301
"12","GB41669",336,272,378,155,276,312,216,248,356,268,355,346,0.321913460222899,5.19125871097788,2.62644397411499,0.0200987376156344,0.978452812558047,-4.12232774362812
"13","GB41709",25,19,17,15,20,12,9,8,14,9,18,12,0.94777452232744,0.894317126359308,3.10598966245765,0.00784504906466969,0.978452812558047,-4.39817187528255
"14","GB42011",106,109,141,60,73,79,86,68,99,69,60,91,0.631218415648272,3.43357037954682,2.53429788153587,0.0240215156038826,0.978452812558047,-4.27614791640925
"15","GB42324",247,221,226,98,235,212,338,115,70,89,129,171,1.05648487865757,4.37585435060504,2.81250797062951,0.0139808430141059,0.978452812558047,-4.10920809484573
"16","GB42369",16,20,39,13,11,24,34,42,43,38,57,27,-0.633631203399709,1.82065528195853,-2.47316184827737,0.0270203012318494,0.978452812558047,-4.4150880724982
"17","GB42466",35,26,39,24,43,46,24,26,39,26,57,22,0.545217175596008,2.07370142809119,2.58688168831409,0.0217006405611418,0.978452812558047,-4.38138919870251
"18","GB42559",179,91,246,109,166,347,174,302,496,359,793,323,-0.680146189800861,5.00346508825165,-3.10804961739924,0.00781318988987291,0.978452812558047,-3.99468996046834
"19","GB42578",14,4,10,4,4,13,7,17,23,19,46,12,-0.884185469264938,0.580718551954784,-2.48482682176473,0.02642170971141,0.978452812558047,-4.4701542349775
"20","GB42652",82,48,152,72,91,362,190,170,241,306,370,220,-0.738961663486659,4.3576409128397,-2.53531473652981,0.0239744491108127,0.978452812558047,-4.20171425981166
"21","GB42683",21,8,29,6,20,30,25,27,44,26,53,35,-0.58669182147947,1.61068623063771,-2.46559595072177,0.027415468052728,0.978452812558047,-4.42744057491477
"22","GB42776",10,1,6,6,3,11,6,18,22,16,39,10,-1.21016796630273,0.270483060282941,-2.68770365516451,0.017841856485108,0.978452812558047,-4.46152534720498
"23","GB42828",73,41,123,29,40,112,101,105,162,133,236,85,-0.649117041885204,3.50406759166975,-2.73455470566844,0.0162839139727493,0.978452812558047,-4.22991315211638
"24","GB42909",62,59,157,36,65,29,75,24,44,22,29,47,1.09531458744602,2.57778187163753,2.52783973506213,0.0243225206410706,0.978452812558047,-4.3551979731355
"25","GB43470",33,23,40,27,33,72,44,53,94,58,123,66,-0.574305790913457,2.66965210686332,-2.78622772797932,0.0147192598967722,0.978452812558047,-4.30450061556142
"26","GB44029",53,53,77,52,70,81,41,51,67,47,78,61,0.533171632036235,2.94178431963332,3.24639761176436,0.00594360983118413,0.978452812558047,-4.19056022488893
"27","GB44163",258,384,336,398,319,650,249,358,330,277,517,260,0.621262537982801,5.47228738342303,2.46631987798549,0.0273774192887049,0.978452812558047,-4.17667689852718
"28","GB44259",24,7,37,8,25,43,25,39,72,38,112,39,-0.844085207064016,1.99068304038561,-2.62531648797111,0.0201427643007572,0.978452812558047,-4.38514358255854
"29","GB44513",86,60,339,103,144,198,185,250,656,229,397,290,-0.797543176470975,4.68156651659021,-2.81981480416533,0.013782059650414,0.978452812558047,-4.09838848092798
"30","GB44570",280,210,492,175,281,671,445,385,768,663,805,462,-0.456816231230677,5.75236086212699,-2.49069163623126,0.0261255766533472,0.978452812558047,-4.18252975929253
"31","GB44604",14,3,8,4,4,12,9,14,35,14,43,14,-1.08239465505815,0.545462340029927,-3.03244241863907,0.00907099397016872,0.978452812558047,-4.42378431159647
"32","GB44615",226,127,354,108,197,320,215,351,476,342,447,401,-0.424844861148475,5.1144585584121,-3.06647712045604,0.00848171476237385,0.978452812558047,-3.99600053984367
"33","GB44849",196,390,231,347,248,317,110,193,146,212,395,205,0.903512272662292,4.90051627489297,2.84178399650988,0.0132009112968392,0.978452812558047,-4.06429912075869
"34","GB45044",180,84,317,97,190,371,323,290,398,340,506,299,-0.558278269313547,5.00840158089037,-2.67577143198608,0.0182612386375671,0.978452812558047,-4.12109633627997
"35","GB45095",282,226,463,153,274,390,214,234,395,305,343,332,0.309453004697724,5.20754458225744,2.75816916425728,0.015549710447369,0.978452812558047,-4.08024165380583
"36","GB45313",95,54,89,64,81,75,58,43,84,68,70,62,0.618701540969213,3.14498553882305,3.10850434955155,0.00780617434896366,0.978452812558047,-4.18904424202353
"37","GB45397",268,287,314,171,228,342,167,256,276,285,268,344,0.398314543408812,5.06351027517493,2.53042400277467,0.024201638813828,0.978452812558047,-4.15444036389389
"38","GB46119",309,171,456,135,281,518,378,536,782,476,603,541,-0.553972231150879,5.63500370396156,-3.43379875431416,0.00410306637384511,0.978452812558047,-3.90081761341722
"39","GB46486",54,21,50,33,32,40,36,24,26,29,25,39,0.729871450170286,2.08889613172959,2.63724748068088,0.0196815723943975,0.978452812558047,-4.37322817014166
"40","GB46554",10,1,16,5,7,23,17,15,21,27,30,27,-1.04199335815637,0.778355664209376,-2.57151066534225,0.022355713003474,0.978452812558047,-4.45538223261198
"41","GB47004",15,4,72,12,20,0,72,47,98,42,36,39,-2.12643344550302,1.49789444769321,-2.47314264408304,0.0270212973282608,0.978452812558047,-4.43996265156084
"42","GB47380",71,41,69,49,70,58,43,47,49,33,55,50,0.732862335330368,2.73737323431784,3.42526817510625,0.0041728316744424,0.978452812558047,-4.18868396449997
"43","GB47382",502,282,616,302,561,438,280,453,375,269,619,512,0.509814302464984,5.73232395398342,2.56015995945545,0.0228516493529345,0.978452812558047,-4.1538828495068
"44","GB47554",46,43,90,30,38,116,48,79,154,144,173,105,-0.603512558636144,3.28810131509988,-2.61640365651286,0.020494097418292,0.978452812558047,-4.27707304380329
"45","GB47612",172,147,190,97,123,140,131,108,151,139,89,145,0.585815629026038,4.09414445010494,2.57036597087231,0.0224052527677016,0.978452812558047,-4.19981324775551
"46","GB47728",39,52,52,41,58,63,18,34,44,42,59,42,0.740155918565125,2.4890127937711,3.43798111453172,0.00406929145576578,0.978452812558047,-4.2189034216436
"47","GB48411",68,85,90,37,65,116,51,59,86,71,66,96,0.461074458670691,3.19668313869811,2.46913537436345,0.0272299201217794,0.978452812558047,-4.3129080828479
"48","GB48556",37,14,64,21,22,58,33,54,91,74,134,62,-0.722557928104103,2.57394833732884,-2.76897738457258,0.015224538740865,0.978452812558047,-4.31746626786846
"49","GB48782",210,161,354,103,176,291,213,289,477,306,534,304,-0.347185647323767,5.05404254615882,-2.60694071613624,0.0208736011422255,0.978452812558047,-4.13698197247147
"50","GB49010",49,26,78,38,56,122,59,129,154,118,310,107,-0.851174474655053,3.43070482636156,-3.06109925781787,0.00857223912816554,0.978452812558047,-4.17035151104941
"51","GB49185",64,45,111,31,49,179,57,125,325,170,332,113,-0.820792028313903,3.71581788939948,-2.50457485387024,0.0254372016788519,0.978452812558047,-4.26494271435544
"52","GB49247",29,35,29,11,22,42,9,14,16,40,28,24,0.788660844814883,1.55600614257762,2.63273537267493,0.0198547726317107,0.978452812558047,-4.40834740915742
"53","GB49714",51,24,78,39,38,72,47,77,106,83,159,82,-0.507175670190763,3.03240985570644,-2.46876928549159,0.0272490557925556,0.978452812558047,-4.33011383079125
"54","GB49906",27,4,27,7,26,30,19,73,68,52,100,41,-1.25064865729297,1.91800984318016,-3.27137789720186,0.00565709113889415,0.978452812558047,-4.31081349863685
