"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40092",995,222,1201,753,504,514,230,514,291,66,180,113,1.34005873822316,5.73850713816205,3.63199362997146,0.00272621694550766,0.961226663010886,-3.98344544417484
"2","GB40280",2300,1470,3117,3891,1540,3635,1349,3262,532,516,1187,1965,0.744703026042211,8.07029087728631,2.62512926578692,0.0199944171103794,0.961226663010886,-4.31052824649241
"3","GB40300",10,14,29,36,7,34,34,61,15,16,21,35,-0.838490394009449,1.8228715316703,-2.62962514627101,0.0198200014814434,0.961226663010886,-4.44008114043928
"4","GB40386",91,84,116,202,72,158,172,232,108,62,117,172,-0.556945246096491,4.26393934546534,-3.19632524014317,0.00647799254527351,0.961226663010886,-4.11821890352477
"5","GB40625",58,41,64,63,34,51,41,92,106,42,166,79,-0.902389031145145,3.30781332359239,-2.76743631270304,0.0151348864415663,0.961226663010886,-4.31724384115857
"6","GB41212",101,52,88,140,57,118,53,68,49,27,46,48,0.606798522221153,3.33464747472485,3.20278309947352,0.00639537867461022,0.961226663010886,-4.24444745321975
"7","GB41314",12,21,21,19,8,23,27,42,19,13,25,26,-0.851445444003552,1.66382181780259,-3.61941232177663,0.0027950442325811,0.961226663010886,-4.36036647748166
"8","GB41517",45,58,67,54,12,36,99,110,39,27,42,62,-0.792029892259828,2.90435991067837,-2.61690574202006,0.0203172923104377,0.961226663010886,-4.37433051985892
"9","GB41547",555,457,592,845,272,1064,512,1033,753,325,667,708,-0.473771339226144,6.55968903203221,-2.75757450616443,0.0154308369669287,0.961226663010886,-4.20133424711396
"10","GB41708",3438,226,475,3216,261,168,175,326,29,73,53,320,2.04583419206461,5.3673038047038,2.66643454728315,0.0184463282405128,0.961226663010886,-4.23703238011612
"11","GB41714",55,67,65,81,26,97,88,120,99,57,94,87,-0.807720604222825,3.53127770973132,-4.06574292637533,0.00116035815746409,0.961226663010886,-4.08807576372761
"12","GB41739",11,7,17,8,12,19,15,24,52,10,35,15,-1.17796701854867,1.35554211489796,-2.75555137107566,0.0154922445238811,0.961226663010886,-4.45133509566071
"13","GB41860",45,24,40,49,26,49,96,61,52,26,72,60,-0.879713460348321,2.86962783829053,-3.19074541590869,0.00655022905043158,0.961226663010886,-4.29780130609162
"14","GB42046",6,2,4,9,10,15,9,17,80,11,67,12,-1.92642611323281,0.970810937325411,-2.79762443395438,0.014262959823879,0.961226663010886,-4.46599709552926
"15","GB42370",24,24,34,40,29,52,31,31,8,3,5,14,1.10442452376156,1.61267574786942,3.02848285720305,0.00903964169380452,0.961226663010886,-4.41722805048858
"16","GB42412",20,19,27,39,17,36,48,54,44,13,53,60,-1.02023022563955,2.35140721835133,-3.95559554541503,0.0014397318705352,0.961226663010886,-4.26926493189421
"17","GB42467",288,291,166,260,203,175,163,172,19,16,28,103,1.59055803327076,4.11990986985451,3.55321446258262,0.00318717255416313,0.961226663010886,-4.11886556085426
"18","GB42740",71,65,60,90,27,112,71,136,92,46,62,104,-0.586630691467542,3.50950771407667,-3.10277384422502,0.00780092569232105,0.961226663010886,-4.2368968341826
"19","GB42829",832,693,677,1052,555,1125,286,1381,422,234,323,595,0.549794019303133,6.54113434048922,2.63890268023935,0.0194647238257314,0.961226663010886,-4.23230484275278
"20","GB42887",1299,958,1130,1238,1034,984,719,1210,474,287,488,768,0.590033752359957,6.98684476638252,2.96642620742392,0.0102219605292862,0.961226663010886,-4.18377080439069
"21","GB42960",89,56,103,125,68,166,116,198,107,60,105,125,-0.550956414816065,4.01782932565998,-3.300639612046,0.00526471379036116,0.961226663010886,-4.13036913370651
"22","GB43129",18663,4257,11332,12174,9686,9826,8946,9149,3565,1571,2640,1590,1.2118573074412,9.86704951007064,2.85382693527097,0.0127685531910709,0.961226663010886,-4.34760148111491
"23","GB43168",86,65,108,141,33,146,73,202,144,47,114,111,-0.558309402010373,3.89933985051892,-2.64390502166484,0.0192757275899552,0.961226663010886,-4.2785746578428
"24","GB43247",24495,15885,29400,31665,3336,18200,13985,4682,5114,3837,2372,826,1.76490236409246,10.2658645830191,2.72606768152395,0.0164146323325171,0.961226663010886,-4.38076091073153
"25","GB43571",1451,3783,1009,1483,680,619,125,379,195,365,441,135,2.07615105211057,6.41931396199524,4.01486985823962,0.00128177830539225,0.961226663010886,-3.95806535340513
"26","GB43877",655,449,778,548,404,311,236,855,160,67,182,171,0.982904095438994,5.64080279317115,3.09406333473338,0.00793697913144831,0.961226663010886,-4.08991640772585
"27","GB44012",21,24,21,39,5,25,37,47,21,12,25,67,-0.905920751176209,1.95262910667254,-2.72532683579257,0.0164384847696847,0.961226663010886,-4.42360610850973
"28","GB44116",341,770,423,372,401,503,194,435,119,176,152,319,0.820506571304447,5.59294432155701,2.67717631298726,0.0180631636070214,0.961226663010886,-4.189651655158
"29","GB44149",49,37,33,36,13,29,29,82,48,20,29,42,-0.638652504847692,2.43005997856585,-2.59843062910533,0.0210611467372448,0.961226663010886,-4.4093217077435
"30","GB44625",10,7,8,10,8,18,12,25,12,5,22,25,-0.940816170870259,0.96419902526619,-3.03666948631879,0.00889411625943264,0.961226663010886,-4.44653775543687
"31","GB44661",168,140,165,165,85,237,151,219,167,128,209,323,-0.627744251330183,4.74633328764998,-2.86645332941608,0.0124545375681376,0.961226663010886,-4.1477289672976
"32","GB44682",1071,731,1361,1693,683,1740,1754,2459,910,598,1144,1527,-0.485379815558403,7.5536498347858,-2.6036990777025,0.0208463866850247,0.961226663010886,-4.2919406274848
"33","GB44976",134,44,152,150,198,222,175,228,630,125,498,338,-1.47359438959545,4.94187575573198,-3.35125809286202,0.00476062002689809,0.961226663010886,-4.03408370977637
"34","GB45035",52,43,38,46,19,24,74,54,50,27,47,60,-0.799117573387526,2.72412711257129,-2.68850306658052,0.0176674981761659,0.961226663010886,-4.37786943169941
"35","GB45040",932,570,832,839,454,1347,232,857,370,129,339,731,0.777089358340025,6.38731480425261,3.06429537712277,0.00841993406659156,0.961226663010886,-4.12504790837864
"36","GB45477",510,473,444,697,310,458,335,513,232,149,233,341,0.424021433925634,5.82645322582157,2.80680704869875,0.0140076091230242,0.961226663010886,-4.15445486350802
"37","GB45633",41,14,21,28,18,22,5,30,9,4,5,6,1.13364472471993,1.08933420838364,3.26003471787276,0.00570739729796912,0.961226663010886,-4.42636187770846
"38","GB45705",1719,1236,1476,2192,1126,2472,2124,3013,1549,814,1774,2072,-0.431003968461514,8.05450102366895,-2.62817957542478,0.0198759206205758,0.961226663010886,-4.30878411415631
"39","GB45929",185,140,234,271,86,235,242,357,160,101,217,233,-0.498340132410353,4.9066964844453,-3.28406664206949,0.00544109491484897,0.961226663010886,-4.03089720349
"40","GB45970",7,10,7,14,12,32,17,21,21,14,21,48,-1.13258762952534,1.37557589714431,-2.75535089653182,0.0154983424174872,0.961226663010886,-4.45041544970396
"41","GB45972",226,116,157,194,93,166,297,231,140,141,311,275,-0.868369858909611,4.8472493563813,-3.36202369928669,0.00465980262709081,0.961226663010886,-4.02174930269988
"42","GB46222",237,134,66,201,346,247,115,93,19,27,81,59,1.34968854479407,3.97339568113143,2.67465093837009,0.0181525449323641,0.961226663010886,-4.28580939409529
"43","GB46304",16,23,19,19,11,29,21,36,31,10,25,26,-0.632741236431915,1.73938840883451,-2.62490446174314,0.0200031771323374,0.961226663010886,-4.44429516935124
