"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40092",995,1201,753,291,504,514,222,230,514,66,180,113,1.51178038260465,5.73850713816205,4.77868101162851,0.000292477762592493,0.562309405233804,-0.00906757889823329
"2","GB40284",1106,733,496,532,132,882,177,103,364,84,139,38,1.86534774607493,5.32128250268241,4.15314542730218,0.000971526032078651,0.562309405233804,-0.877550781587789
"3","GB40285",100,56,79,69,11,54,9,3,17,1,26,3,2.70761989294718,1.53418669397194,4.8995169733203,0.000233127100585868,0.562309405233804,-1.39484380623681
"4","GB40607",5,10,9,2,9,13,16,12,53,8,13,25,-1.59008298230505,0.856629056809407,-4.2597879150077,0.000789475434238597,0.562309405233804,-2.08506844746063
"5","GB41689",24,37,56,22,28,37,71,44,70,30,45,53,-0.881031596603003,2.67358836814684,-3.94324937300041,0.00146572152339121,0.562309405233804,-1.65540840463938
"6","GB42434",34034,12097,10965,38991,8690,16863,4143,5391,10764,2787,4979,3378,1.59583926782834,10.4651642329948,4.16264296383728,0.000953697473263077,0.562309405233804,-1.42494839477888
"7","GB42924",177,154,150,81,90,149,38,57,130,18,45,38,1.13770077480342,3.59034890039495,5.0660412476213,0.000171058555714695,0.562309405233804,-0.0713569683072679
"8","GB43000",11,9,12,11,2,11,37,22,19,8,24,37,-1.57585059578886,1.13600825693876,-3.96576423000867,0.00140224124965649,0.562309405233804,-2.2139482847841
"9","GB43739",8475,4574,4764,5677,1746,7792,1234,1387,3211,840,2074,830,1.50149922192522,8.69124090580546,4.7713811554151,0.000296529608762442,0.562309405233804,-0.448548592274815
"10","GB44100",68060,30585,27225,59124,17755,30881,6806,8044,21929,3194,20274,3573,1.85815498354663,11.3632703610129,3.97497614864559,0.00137708250794876,0.562309405233804,-1.76565591312974
"11","GB45565",3343,1225,1011,3377,943,734,271,327,461,134,661,146,2.09702474863769,6.65913459486229,4.27379214111317,0.00076831405607285,0.562309405233804,-0.754704253540629
"12","GB45855",1842,999,1011,1096,785,1145,359,501,928,235,473,246,1.17199041244458,6.71785893820358,4.51300337762584,0.000484508023832574,0.562309405233804,-0.424536385874377
"13","GB46103",123,51,69,101,68,42,10,7,32,4,35,6,2.18201394190592,2.18157428947649,4.26838512053088,0.000776414655530617,0.562309405233804,-1.59940198256472
"14","GB46286",20587,10125,9532,16899,8943,17514,3311,5637,5517,1819,3704,1075,1.85007667915159,9.94759413983171,4.53447287022532,0.000465004848903566,0.562309405233804,-0.945786800220608
"15","GB47349",183,184,229,145,120,155,77,69,177,43,94,70,0.733369258462087,4.18250942099032,4.22517536417319,0.000844378982849364,0.562309405233804,-0.841865478454427
"16","GB47723",27225,19907,11359,25072,9465,12845,4124,5381,11693,2131,6759,2413,1.58052253908879,10.4001400328376,4.28420238533322,0.000752961000921137,0.562309405233804,-1.28523678678165
"17","GB47933",1840,620,1017,1320,729,1106,215,308,1208,127,497,233,1.42259313070308,6.50782470224974,3.99152485723654,0.00133303572132615,0.562309405233804,-1.1096160576405
"18","GB48079",21291,8577,10805,10918,15628,12448,2488,6140,8189,1018,3865,892,1.96844157474234,9.85663728806641,4.04350906645928,0.00120379263526638,0.562309405233804,-1.46499957608028
"19","GB50629",306,189,155,216,113,279,35,46,190,50,90,36,1.40419924971128,4.1115929440928,4.10150093275412,0.00107461668005835,0.562309405233804,-1.06346152357572
"20","GB51114",454,299,328,171,201,349,123,117,306,44,152,72,1.0027103948511,4.82030992567439,4.0551127187653,0.00117673333168645,0.562309405233804,-0.988039601716524
"21","GB52040",9,9,22,8,3,8,15,14,36,16,28,48,-1.63983742169538,1.19665196694326,-4.3852254928896,0.000619359837432587,0.562309405233804,-1.85973334193085
"22","GB52500",377,368,319,316,270,388,164,138,303,81,210,204,0.706951769886627,5.23058994313633,3.95488885618229,0.00143254680819972,0.562309405233804,-1.09199626987993
"23","GB52857",10315,3130,4214,10284,2614,4934,1427,1426,3424,671,1421,800,1.69725101674276,8.67117443125623,4.64769018232787,0.000374740910583583,0.562309405233804,-0.584424413787206
"24","GB53609",89,77,123,54,33,73,162,106,149,70,83,106,-0.870246162218105,3.76782181475599,-4.19831928123741,0.000889664458753155,0.562309405233804,-0.978221845919329
"25","GB55602",1079,489,408,454,341,431,131,180,355,75,215,49,1.58467380308992,5.35175175559724,4.09321665175778,0.00109216577879604,0.562309405233804,-0.935322699018148
"26","GB41073",658,422,445,385,416,451,238,183,529,100,235,166,0.83772214737484,5.60692405182106,3.80290937573374,0.00193305861722187,0.590538663214356,-1.31587578221277
"27","GB42616",3517,2646,1840,1836,1889,3054,634,1194,2099,611,1162,868,0.974531750370409,7.91492320990891,3.84968021420338,0.00176249221223891,0.590538663214356,-1.44188376263263
"28","GB46749",1163,631,525,767,350,851,133,192,855,76,318,97,1.50690491902729,5.8146780027499,3.8368265054009,0.00180778481252683,0.590538663214356,-1.29619023132968
"29","GB51107",4157,1535,2407,2005,1522,1930,445,1139,1391,419,931,339,1.36593970459892,7.54881498446797,3.85116877519231,0.00175732201003,0.590538663214356,-1.40014664539122
"30","GB52756",2783,2049,1634,932,1865,1986,543,726,2156,343,688,355,1.21358990073755,7.39216217281014,3.85638023724083,0.00173934222171829,0.590538663214356,-1.37607155029022
"31","GB53769",2740,1368,1516,1366,1418,1178,486,710,1263,319,614,223,1.30287122395837,7.12451619210803,3.79325351052761,0.00197030937575429,0.590538663214356,-1.43595247121525
"32","GB54735",729,459,466,786,261,358,48,104,368,39,361,57,1.8456259677289,5.14556411210817,3.82282882801754,0.00185845487886144,0.590538663214356,-1.34516978881348
"33","GB40212",1219,1519,606,530,675,1422,285,561,600,168,304,121,1.3730807357826,6.33282616637297,3.74183715420609,0.00218128675483263,0.618524809725563,-1.44937417612212
"34","GB41646",515,711,425,296,327,547,158,221,553,94,242,213,0.791945506313567,5.60218929273926,3.73329526122433,0.00221849353754917,0.618524809725563,-1.41710434909355
"35","GB50971",320,254,313,209,133,352,97,98,321,65,144,151,0.67516554490778,4.81343513347115,3.72457193079214,0.00225715445108901,0.618524809725563,-1.44610981587789
"36","GB41720",724,449,536,314,382,516,206,216,612,61,234,193,0.890687649456513,5.60824015488555,3.70460709510704,0.00234822474854113,0.6256062100905,-1.46267801704803
"37","GB40261",4829,2528,2792,2607,1952,4137,1303,1276,3382,788,1395,1638,0.75120242085475,8.3609603308201,3.66405797635253,0.00254480675542647,0.639798712801149,-1.73050364584737
"38","GB41314",12,21,19,19,8,23,21,27,42,13,25,26,-0.857754982366898,1.66382181780259,-3.65938218418309,0.00256852039227286,0.639798712801149,-2.28767937616125
"39","GB41695",88,75,57,60,44,59,18,24,65,10,30,23,0.981451409273754,2.62389838588679,3.64016906034956,0.00266832952893817,0.639798712801149,-2.02437209191696
"40","GB47767",60,65,84,42,19,15,113,109,139,40,105,56,-1.38770330492824,3.20994801572071,-3.64454203614028,0.00264527337899128,0.639798712801149,-1.85024720856133
"41","GB52489",596,942,178,387,57,328,62,34,160,21,89,7,2.54205331698976,4.12601207524044,3.61354372261926,0.00281315773230319,0.645845194730963,-1.79796894564108
"42","GB53579",890,1954,1051,638,232,1629,539,194,620,140,305,320,1.16462810044134,6.34998304368846,3.61085379782171,0.00282822418712339,0.645845194730963,-1.635822545081
"43","GB51724",893,434,338,370,134,456,177,139,333,66,130,54,1.30225767285152,5.09567997699755,3.58405725016873,0.00298283418450279,0.665310759617821,-1.66033121382216
"44","GB41842",610,599,619,483,477,511,259,236,793,129,306,239,0.719118980126154,5.93334885664772,3.54101638183281,0.00324922241793486,0.677462874139418,-1.70885987410008
"45","GB49848",14932,7691,6250,7399,8325,5214,1721,5143,5333,816,2761,769,1.67065926264019,9.30596923321777,3.54382732463818,0.00323111507890401,0.677462874139418,-1.98567558917346
"46","GB53731",28,22,41,17,13,25,49,18,64,30,37,65,-1.04365439380335,2.26750255909071,-3.55436477960823,0.00316413598474804,0.677462874139418,-2.21340989181889
