"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB40118",304,337,257,223,101,304,140,255,296,52,73,173,1.03200382274208,4.83200632786787,2.64198010155184,0.0193291039236211,0.999891479504066,-4.21125161303541
"2","GB40145",490,743,650,629,256,529,560,642,315,213,226,326,0.815381773366507,6.06281017340245,3.15757312537508,0.0069855249773038,0.999891479504066,-4.08239808504678
"3","GB40439",126,136,110,180,49,124,171,110,76,49,56,26,0.93553815568742,3.79202617456621,2.98813847536188,0.00977850863141556,0.999891479504066,-4.22813685254954
"4","GB40445",30,32,22,25,15,23,17,15,14,9,16,21,0.844045944597583,1.59973762469665,2.95198160262161,0.0105044102934531,0.999891479504066,-4.42366826211411
"5","GB40541",56,65,48,66,25,60,37,56,45,19,22,29,0.849707316233036,2.68561770949915,3.08031740334986,0.00814443701458879,0.999891479504066,-4.33247735142472
"6","GB40591",19,10,17,21,10,10,10,14,5,2,4,11,1.22323937291059,0.637806948601259,3.33592105446926,0.00489917626297405,0.999891479504066,-4.44394811304568
"7","GB40614",35,39,38,59,20,72,58,26,38,7,20,6,1.20919575383583,2.15776527791384,2.77404643908179,0.0149228072880104,0.999891479504066,-4.40988980129144
"8","GB41129",236,189,310,244,77,125,218,183,145,58,157,90,0.670273395683154,4.58063451747112,2.71832890191849,0.0166476803162662,0.999891479504066,-4.20286804552192
"9","GB41244",187,174,155,240,63,104,138,213,85,70,156,94,0.480238851028581,4.33805610699115,3.09895621653381,0.00784847938994271,0.999891479504066,-4.13401984870937
"10","GB41393",83,44,58,89,40,67,111,114,111,45,142,140,-0.592622730969004,3.64824687608934,-2.58362463090719,0.0216559848917022,0.999891479504066,-4.31850203778024
"11","GB41756",88,120,149,43,63,87,82,35,54,19,16,26,1.47340132904661,3.06166186180957,2.71560868463799,0.0167366828171286,0.999891479504066,-4.35488543128679
"12","GB42111",219,252,167,315,81,125,203,270,110,64,169,130,0.497057870389837,4.6382654144781,2.71953891044109,0.0166082382362604,0.999891479504066,-4.1965207838797
