"","ID","NR.1","NR.2","NR.3","NR.4","NR.5","NR.6","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","GB54634",128,54,97,162,117,115,188,179,309,114,313,251,-1.74983358915229,4.56586112300558,-7.35212221062123,3.60224102432574e-06,0.0345490936643081,4.32473991487755
"2","GB42000",1836,762,2352,2085,2070,2043,2079,2676,2520,1192,2386,3215,-1.12214213597236,8.28047067128822,-5.12184843765585,0.000155188289362007,0.11275736009836,1.02119190895461
"3","GB44634",2397,850,1845,2121,2012,1757,1880,3796,3001,1439,3429,2922,-1.3404552860272,8.38265086235049,-5.53037946701202,7.4023988878815e-05,0.11275736009836,1.62314248638758
"4","GB44976",134,44,152,150,228,222,175,630,198,125,498,338,-1.73999839440033,4.94187575573198,-5.08989503185884,0.000164592121924412,0.11275736009836,1.08758637892196
"5","GB45708",77,56,74,165,62,56,110,90,126,138,143,246,-1.57897713196321,3.98979946064558,-5.09125886496796,0.000164178900009798,0.11275736009836,1.02845097051556
"6","GB47016",130,95,155,142,263,163,31,60,26,33,44,49,1.19920547080302,3.59513404776703,5.64786798957757,6.00802582126903e-05,0.11275736009836,1.75735121015013
"7","GB50675",581,207,546,603,558,591,674,535,881,361,717,901,-1.18727599983238,6.45860659294683,-5.17711730526623,0.000140217468552513,0.11275736009836,1.21804142322824
"8","GB50735",15,17,9,18,17,26,23,104,40,40,59,47,-2.24913738628365,2.14291842287653,-5.92515090630587,3.69901532199081e-05,0.11275736009836,1.64643475226867
"9","GB53012",644,239,748,568,540,682,1215,578,657,454,1342,1040,-1.35786961013573,6.69704366967897,-5.16195104591412,0.000144169840726857,0.11275736009836,1.18224222823109
"10","GB53318",121,43,182,133,101,174,137,343,391,166,633,224,-2.02221893769723,4.80006109743482,-5.2123200054191,0.000131471461778883,0.11275736009836,1.27716827281845
"11","GB54281",532,333,614,573,475,486,742,546,767,342,695,595,-1.02913767018327,6.40745879380325,-5.40636881060044,9.24553679986071e-05,0.11275736009836,1.58760550082928
"12","GB54551",46,36,53,36,44,47,54,51,46,36,64,70,-1.05244023379235,2.912578901648,-5.28822498125278,0.000114488713029864,0.11275736009836,1.11615233536733
"13","GB55350",296,162,398,329,360,427,409,439,336,197,566,422,-1.01923066875924,5.75411475644691,-5.53357084586969,7.360368230357e-05,0.11275736009836,1.8153051713883
"14","GB55793",572,423,532,823,737,629,842,528,755,415,737,838,-0.903011332239614,6.63560515012824,-5.79084856866772,4.67235981710802e-05,0.11275736009836,2.16657277799452
"15","GB42976",182,93,160,176,131,118,271,148,127,99,209,198,-1.02952708499227,4.58006720371068,-4.93997955690607,0.000217291620527958,0.130252745780228,0.835025823112549
"16","GB45518",307,63,229,224,177,261,381,295,307,138,398,336,-1.38674049597826,5.20938871609338,-4.94625959319984,0.000214765580716789,0.130252745780228,0.856620599126538
"17","GB47589",234,173,227,303,329,260,319,245,218,162,333,221,-0.723060810635769,5.26959701763157,-4.895571172126,0.000236055793910306,0.133177124670221,0.773222599511492
"18","GB52794",8,8,8,16,13,7,17,31,23,15,17,11,-1.60690501644173,1.095615820986,-4.80505506263512,0.000279680971868494,0.149023344510596,-0.0847148895650109
"19","GB40019",262,308,276,328,541,303,89,164,57,71,113,150,0.927810641275781,4.827040074528,4.55877198852326,0.000445863817794088,0.168179433093752,0.186031599244274
"20","GB40754",12,9,12,13,7,11,18,19,20,6,15,18,-1.30500921345341,1.02900941379395,-4.47228188815872,0.00052606782942603,0.168179433093752,-0.518979714305146
"21","GB42439",9,3,10,14,15,18,65,44,92,10,58,15,-2.52559936557291,1.63644024255265,-4.63224826009423,0.000387664763995988,0.168179433093752,-0.167211334346781
"22","GB43727",6238,2140,9012,4120,17832,5600,1127,1379,1484,630,1472,1671,1.51519269956491,8.7447635990177,4.70267372772216,0.000339222919749872,0.168179433093752,0.327950775508508
"23","GB44186",447,218,505,439,370,479,643,365,470,232,529,563,-0.921855948749617,6.03810776487695,-4.54060296575538,0.000461598048417199,0.168179433093752,0.162414668665666
"24","GB44804",276,245,314,379,414,324,310,384,313,145,322,325,-0.610140193247838,5.57380678892893,-4.6801738797518,0.000353980065866851,0.168179433093752,0.405347269271213
"25","GB45688",317,220,352,434,414,745,1070,490,644,315,438,398,-1.18880255547692,6.12653736724335,-4.49262334194582,0.000505957503498813,0.168179433093752,0.0787911630345652
"26","GB47696",48,33,84,118,117,97,152,182,137,67,93,75,-1.25366224441587,3.83999405870603,-4.43866525046305,0.000561124164216461,0.168179433093752,-0.0435779234929772
"27","GB47717",181,58,183,184,122,158,185,163,278,119,159,278,-1.19795295026163,4.66055711496738,-4.57741649982076,0.000430291689138939,0.168179433093752,0.224078267244884
"28","GB48056",13,19,19,14,19,9,36,19,30,12,26,22,-1.37884306109362,1.57476937989444,-4.51259807325397,0.000486979269518666,0.168179433093752,-0.319324735330041
"29","GB50985",263,133,339,248,304,445,536,249,624,192,414,405,-1.22257606350201,5.64094417691636,-4.4534224232787,0.000545448076974595,0.168179433093752,0.0120289215413072
"30","GB53394",2604,1040,2768,2821,2941,3418,2635,2818,3499,1658,3252,3992,-1.00469120803961,8.69689056090563,-4.45337588150429,0.000545496802087619,0.168179433093752,-0.05848213647731
"31","GB53412",922,756,884,1564,1301,2048,183,249,245,157,458,646,1.27565351494598,6.49736311939227,4.46883816013314,0.000529553024780633,0.168179433093752,0.030756793123782
"32","GB53865",1163,276,566,1128,774,451,893,1438,710,937,927,1101,-1.38391051240492,6.9591125043221,-4.44911769119749,0.000549973752310438,0.168179433093752,-0.00721997581732214
"33","GB40975",51,16,41,26,19,25,98,45,32,26,165,54,-1.8587180302212,2.64344371562963,-4.35390569466416,0.000660584859365507,0.184811953598578,-0.327054518892492
"34","GB41387",76,68,60,83,129,90,30,26,27,19,31,36,0.796198401492182,2.91481682270864,4.29044613395801,0.000746785435753972,0.184811953598578,-0.390797173685823
"35","GB42548",85,49,94,165,118,106,135,91,96,51,127,135,-0.81220242628859,3.95562806607159,-4.31497543812941,0.000712173317247584,0.184811953598578,-0.243616459868917
"36","GB48446",1033,452,1175,1123,1143,1367,1205,1233,1912,590,1318,1335,-1.03847534589929,7.41783191883555,-4.35140296382965,0.000663782923897684,0.184811953598578,-0.182964558427697
"37","GB50282",471,446,530,618,1011,565,197,266,203,104,239,346,0.680753409293929,5.78702558130991,4.27489779456924,0.000769614295927533,0.184811953598578,-0.300677838614268
"38","GB51748",98,33,115,102,143,195,110,134,166,79,242,197,-1.2430098830267,4.25042616122504,-4.28734185705378,0.000751287132130502,0.184811953598578,-0.282683853015427
